日付,曜日,特定日,1076番台,,,,,1077番台,,,,,1078番台,,,,,1080番台,,,,,1081番台,,,,,1082番台,,,,,1083番台,,,,,1085番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2025-09-21,日,いいえ,"-1,017","4,174",13,12,1/167,"-2,510","10,007",36,20,1/179,"-2,939","9,651",30,26,1/172,"+3,450","7,984",43,25,1/117,"-3,637","6,741",15,20,1/193,"+2,169","5,710",29,19,1/119,-384,"2,474",8,10,1/137,+469,"6,068",26,18,1/138
2025-09-20,土,いいえ,"+1,590","1,773",10,9,1/93,-349,"1,511",6,3,1/168,+30,773,3,3,1/129,"+6,936","3,820",31,31,1/62,-625,646,2,0,1/323,+231,"4,072",19,8,1/151,+280,"1,464",7,4,1/133,"-2,641","4,735",12,11,1/206
2025-09-19,金,いいえ,"-3,082","5,868",13,18,1/189,-124,957,5,3,1/120,-136,"4,032",16,13,1/139,+276,"2,225",10,6,1/139,"-1,213","1,148",2,0,1/574,"+1,010","1,491",10,3,1/115,-56,"1,514",7,2,1/168,+620,"1,922",10,5,1/128
2025-09-18,木,いいえ,"-1,040","6,369",18,28,1/138,"+1,025","3,939",17,17,1/116,-228,917,2,7,1/102,"-5,023","7,164",14,16,1/239,"-1,203","5,235",19,12,1/169,"-1,618","2,248",5,4,1/250,+186,"1,991",8,7,1/133,-944,"3,487",13,4,1/205
2025-09-17,水,いいえ,"-1,055","1,740",5,2,1/249,+485,974,4,6,1/97,-702,"3,200",12,7,1/168,-457,"1,486",4,5,1/165,"-1,390","1,609",4,0,1/402,"-2,861","2,230",2,1,1/743,-574,"1,805",6,3,1/201,"-1,633","4,124",12,10,1/187
2025-09-16,火,はい,"+1,121","5,233",24,19,1/122,-875,"2,388",8,4,1/199,"+3,596","4,428",31,9,1/111,-738,"2,587",8,7,1/172,"+2,969","1,640",15,7,1/75,"-1,262","5,517",22,6,1/197,"-1,390","2,415",6,3,1/268,"-1,570","5,714",19,16,1/163
2025-09-15,月,いいえ,-375,903,4,2,1/151,"-1,533","4,214",11,14,1/169,"-3,853","8,505",23,20,1/198,-149,614,4,0,1/154,"-2,794","7,634",23,21,1/174,"-1,262","2,135",5,5,1/214,"+2,834","4,880",27,18,1/108,"-4,546","6,945",15,17,1/217
2025-09-14,日,いいえ,-373,"1,706",6,5,1/155,"-6,631","7,684",13,12,1/307,"-2,437","6,184",20,9,1/213,"-1,239","4,015",11,14,1/161,"-1,122","8,520",32,21,1/161,"+1,483","8,232",40,19,1/140,"-2,816","4,326",11,6,1/254,"+1,915","8,305",44,14,1/143
2025-09-13,土,はい,"+3,855","4,839",33,13,1/105,"-1,122","1,677",5,1,1/280,"-3,840","8,509",24,20,1/193,"+1,259","3,517",17,14,1/113,-841,"5,143",19,12,1/166,-521,"3,133",11,9,1/157,"+1,836","2,340",14,9,1/102,-950,"4,061",13,12,1/162
2025-09-12,金,いいえ,-220,733,4,1,1/147,-351,"4,716",18,13,1/152,"+1,610","3,543",17,15,1/111,"+1,738","5,044",28,9,1/136,-825,537,0,0,-,-985,"2,133",6,4,1/213,"-1,663","2,470",6,4,1/247,-652,"1,674",4,6,1/167
2025-09-11,木,いいえ,"+2,825","6,555",35,20,1/119,-257,"6,239",27,15,1/149,"-1,138","1,244",2,2,1/311,"-1,583","6,586",22,15,1/178,-664,"2,945",11,7,1/164,-913,"2,180",8,3,1/198,+621,"3,211",15,11,1/124,"-4,021","7,217",17,17,1/212
2025-09-10,水,いいえ,"-1,050","9,347",38,22,1/156,+13,994,4,3,1/142,"-2,504","4,152",10,9,1/219,-875,"2,061",7,2,1/229,"-2,304","4,335",13,7,1/217,"-1,657","2,519",6,3,1/280,-793,947,2,3,1/189,"-2,909","5,328",11,17,1/190
2025-09-09,火,いいえ,"-2,549","5,117",13,14,1/190,"+1,984","3,998",21,15,1/111,"-2,158","5,012",15,9,1/209,"-1,004",886,1,2,1/295,-864,"7,269",25,24,1/148,+979,"1,196",8,4,1/100,"+3,668","4,994",30,20,1/100,"-1,797","7,147",25,15,1/179
2025-09-07,日,いいえ,"-3,521","4,730",10,8,1/263,+107,"3,213",14,7,1/153,"+2,032","2,703",17,8,1/108,"+1,064","2,627",13,11,1/109,"-2,519","9,669",30,28,1/167,"+8,594","8,798",60,35,1/93,-228,"7,083",28,22,1/142,"-2,379","4,567",13,8,1/217
2025-09-06,土,はい,"+4,869","3,737",29,15,1/85,"+4,414","5,805",33,28,1/95,"+1,509","4,721",26,8,1/139,"+2,333","5,803",30,19,1/118,"-1,472","8,289",32,17,1/169,"+4,033","8,305",41,36,1/108,"-2,296","4,631",11,14,1/185,"-1,288","6,856",24,18,1/163
2025-09-05,金,いいえ,"+5,108","2,818",24,16,1/70,"+1,045","3,311",19,5,1/138,"+1,280","3,705",20,9,1/128,"+1,454","3,130",19,6,1/125,-259,"2,333",10,5,1/156,"-1,322","2,286",6,5,1/208,-355,"1,570",5,5,1/157,+781,"2,782",15,5,1/139
2025-09-04,木,いいえ,"+1,504","5,289",24,16,1/132,"+1,633","3,365",20,9,1/116,"+3,303","4,679",26,25,1/92,"+1,668","1,743",13,4,1/103,"+2,754","3,087",23,6,1/106,-779,"1,527",4,3,1/218,"+1,419","3,673",18,12,1/122,+914,458,5,1,1/76
2025-09-03,水,はい,"-4,268","6,366",14,13,1/236,-860,"1,614",5,2,1/231,"-1,334","2,542",6,6,1/212,"-1,173","2,041",5,4,1/227,"-1,171","2,263",6,4,1/226,"-2,468","4,104",9,11,1/205,+478,"1,560",7,6,1/120,"+2,795","4,904",31,13,1/111
2025-09-02,火,いいえ,-505,"2,599",10,5,1/173,-983,"3,078",9,9,1/171,-34,"1,701",7,3,1/170,"-2,163","5,984",19,13,1/187,"+2,146","2,660",17,8,1/106,"-2,397","2,415",3,4,1/345,"-2,484","3,422",7,4,1/311,"-2,273","2,157",2,3,1/431
2025-09-01,月,いいえ,"+4,346","4,020",28,18,1/87,+322,"2,556",12,5,1/150,+91,"2,090",10,3,1/161,-48,"1,621",7,3,1/162,"-1,439","3,948",10,12,1/179,"-4,015","5,468",12,9,1/260,"+1,626","1,302",7,12,1/69,+943,"2,665",16,4,1/133
2025-08-31,日,いいえ,"-6,203","7,205",12,13,1/288,"+3,413","9,291",48,30,1/119,-390,"4,387",17,12,1/151,"+3,592","6,823",38,23,1/112,"+1,488","2,072",12,8,1/104,"-5,263","6,505",14,9,1/283,+725,"3,916",18,12,1/131,"-2,207","4,245",10,12,1/193
2025-08-30,土,いいえ,"+1,177","4,907",23,15,1/129,+924,"9,223",40,26,1/140,"-1,333","3,093",9,7,1/193,-816,"4,376",15,12,1/162,"-2,135","7,136",26,11,1/193,"-4,933","7,657",20,8,1/273,"+2,497","4,125",24,14,1/109,+721,"3,029",13,13,1/117
2025-08-29,金,いいえ,"+3,414","3,057",25,6,1/99,"-3,881","4,977",10,5,1/332,"+7,685","4,807",45,14,1/81,"+1,700","1,177",9,7,1/74,-999,"2,387",6,9,1/159,"+1,732","2,767",16,10,1/106,"+4,342","2,587",23,9,1/81,"-2,676","6,292",20,9,1/217
2025-08-28,木,いいえ,"-1,475","3,105",10,3,1/239,"-1,565","1,464",1,3,1/366,-714,"1,684",5,3,1/211,-645,781,2,2,1/195,+619,"2,431",12,5,1/143,+973,779,5,5,1/78,"-4,720","3,666",1,6,1/524,+660,"4,384",20,12,1/137
2025-08-27,水,いいえ,"-3,823","4,221",6,8,1/302,+873,"6,274",28,17,1/139,"-1,158","4,698",18,9,1/174,+620,624,4,3,1/89,"+1,239","1,702",12,3,1/113,"-1,710","3,172",7,8,1/211,+332,"2,203",10,7,1/130,+116,681,3,3,1/114
2025-08-26,火,はい,-735,"9,930",42,21,1/158,-120,"1,431",6,3,1/159,"-3,986","9,202",28,18,1/200,-293,"4,118",17,11,1/147,-993,"5,926",22,14,1/165,-682,"3,335",10,12,1/152,"+1,090","3,474",17,12,1/120,"+3,622","5,649",33,21,1/105
2025-08-25,月,いいえ,+201,"1,216",6,2,1/152,+449,"1,400",6,6,1/117,"-2,279","3,073",5,7,1/256,-997,"4,650",15,15,1/155,+320,"1,851",8,7,1/123,"-2,559","4,786",13,8,1/228,"-1,127",893,1,1,1/447,-178,762,4,3,1/109
2025-08-24,日,いいえ,-722,"2,607",9,5,1/186,"+3,973","4,455",29,18,1/95,"-2,786","4,517",11,9,1/226,"-3,022","4,327",9,10,1/228,"-1,672","6,976",22,23,1/155,+785,"3,127",15,9,1/130,"-2,902","5,067",14,8,1/230,+623,"3,109",16,6,1/141
2025-08-23,土,はい,"-1,230","8,118",31,20,1/159,"-4,337","9,100",26,19,1/202,"-3,432","6,011",17,8,1/240,+454,"3,700",14,17,1/119,"-3,321","3,957",6,12,1/220,"-2,274","3,760",10,5,1/251,"+4,062","9,124",49,31,1/114,"+3,266","7,547",41,24,1/116
2025-08-22,金,いいえ,-285,"2,750",11,6,1/162,"-2,393","4,375",11,10,1/208,"-3,559","4,852",10,12,1/221,+495,"1,731",10,3,1/133,"+1,400","1,413",11,3,1/101,"-1,355","2,878",8,6,1/206,+41,786,3,3,1/131,"-2,743","3,401",7,4,1/309
2025-08-21,木,いいえ,"-1,637","2,842",6,7,1/219,"-2,111","5,561",19,8,1/206,-196,445,2,0,1/223,"-1,886","6,601",21,18,1/169,"-2,088","3,484",9,4,1/268,"+3,238","2,403",20,8,1/86,+88,"1,102",6,1,1/157,-592,"2,421",10,2,1/202
2025-08-20,水,いいえ,+101,"3,410",14,11,1/136,-225,814,4,2,1/136,-543,"1,273",3,4,1/182,+439,"1,091",5,5,1/109,"+2,339","1,916",13,10,1/83,-217,"1,612",7,1,1/202,"+5,402","4,297",34,16,1/86,"-1,261","3,048",10,6,1/191
2025-08-19,火,いいえ,+485,746,4,4,1/93,+229,"3,938",18,8,1/151,-193,"6,616",26,21,1/141,"+2,050","1,353",11,7,1/75,-630,"2,067",8,2,1/207,"-2,061","1,963",2,3,1/393,"-2,139","5,146",16,7,1/224,-785,"3,904",14,9,1/170
2025-08-18,月,いいえ,"+7,416","4,398",40,21,1/72,-585,434,0,1,1/434,"+1,786","3,424",19,13,1/107,"-1,086","2,259",7,2,1/251,-399,"4,152",16,8,1/173,"-1,687","1,103",0,1,1/1103,-179,724,4,1,1/145,"-2,966","4,987",12,11,1/217
2025-08-17,日,いいえ,-17,"3,784",17,7,1/158,"+1,470","2,354",16,4,1/118,"-1,442","4,310",16,5,1/205,"-2,466","7,993",20,33,1/151,+643,"1,012",6,5,1/92,"+5,189","5,004",36,16,1/96,"-1,000","4,106",16,7,1/179,"+4,346","3,934",29,16,1/87
2025-08-16,土,はい,-203,"9,903",35,38,1/136,"-1,543","4,640",16,7,1/202,-22,"4,631",19,11,1/154,-28,"5,016",19,14,1/152,"+1,222","5,220",27,11,1/137,-902,"7,306",26,20,1/159,"-2,461","8,333",28,17,1/185,-352,"7,644",34,12,1/166
2025-08-15,金,いいえ,"-4,026","7,845",22,12,1/231,"-2,653","3,929",8,7,1/262,"-4,720","6,470",12,15,1/240,"+2,049","4,774",26,15,1/116,"+2,707","3,514",24,10,1/103,"+1,062","2,225",14,4,1/124,-161,"4,774",17,18,1/136,"+2,591","4,865",29,14,1/113
2025-08-14,木,いいえ,+430,710,5,1,1/118,-598,"4,321",16,11,1/160,"-2,183","4,187",10,11,1/199,-925,"3,854",11,13,1/161,"-2,768","3,459",8,2,1/346,-884,"4,129",13,13,1/159,"-2,586","3,974",9,8,1/234,-700,"3,987",16,6,1/181
2025-08-13,水,はい,"-1,551","4,177",14,9,1/182,"-6,209","7,131",12,12,1/297,"-4,374","7,038",17,15,1/220,-537,420,0,1,1/420,-454,"4,846",19,11,1/162,"-1,586","4,155",14,7,1/198,"-2,795","3,480",6,7,1/268,+680,"4,144",21,7,1/148
2025-08-12,火,いいえ,+573,"2,567",11,9,1/128,-379,963,5,1,1/161,"+4,311","2,201",22,9,1/71,"+3,856","4,883",30,23,1/92,"-2,584","4,249",11,6,1/250,"-3,672","4,316",8,5,1/332,-572,"4,402",14,16,1/147,"-1,922","5,307",17,12,1/183
2025-08-11,月,いいえ,"+4,768","4,491",30,22,1/86,"+3,237","2,638",19,12,1/85,"-1,297",952,0,2,1/476,-743,"3,152",13,5,1/175,"-5,307","5,602",9,8,1/330,"+2,007","4,051",24,10,1/119,"-3,405","5,338",12,10,1/243,"-1,621","4,618",15,10,1/185
2025-08-10,日,いいえ,-911,568,0,0,-,"-2,232","5,040",14,11,1/202,-84,"1,449",6,2,1/181,-550,"5,067",17,17,1/149,+681,"6,985",34,13,1/149,"-1,086","3,263",11,5,1/204,"+2,316","5,809",29,20,1/119,+308,"2,675",12,7,1/141
2025-08-09,土,いいえ,"+5,027","2,843",27,10,1/77,"+3,564","2,487",21,8,1/86,"+1,538","6,866",32,22,1/127,-578,"1,592",5,3,1/199,"+1,554","5,483",28,14,1/131,-749,"5,557",21,14,1/159,"+2,758","5,832",35,13,1/122,+150,"3,994",18,8,1/154
2025-08-08,金,いいえ,"+3,607","3,202",25,9,1/94,"-1,337","3,058",8,8,1/191,"-1,579","2,509",5,7,1/209,"-2,017","2,388",5,2,1/341,"+2,500","2,480",16,12,1/89,-542,"3,026",10,9,1/159,"-1,710","1,121",0,1,1/1121,"+2,054","2,730",19,6,1/109
2025-08-07,木,いいえ,"-5,843","4,358",1,7,1/545,"-1,551","1,135",1,0,1/1135,+237,"1,359",6,5,1/124,-911,"1,731",3,7,1/173,"+1,364","2,049",12,8,1/102,"+1,046","1,516",11,2,1/117,"-1,440",957,0,1,1/957,-372,"1,667",6,4,1/167
2025-08-06,水,はい,"-1,880","3,828",11,9,1/191,"-1,270","3,445",11,9,1/172,"-2,668","7,760",26,10,1/216,"+2,147","1,955",14,8,1/89,-545,"2,465",9,5,1/176,+534,"5,134",23,13,1/143,-668,"2,502",8,7,1/167,-937,"4,350",17,7,1/181
2025-08-05,火,いいえ,"+2,895","6,556",39,13,1/126,-414,"6,069",21,23,1/138,"-1,052","4,546",17,9,1/175,"+1,309","4,389",22,14,1/122,"+1,348","5,202",27,13,1/130,"+1,826","4,839",26,14,1/121,+397,"5,128",22,14,1/142,"+2,175","3,916",21,14,1/112
2025-08-03,日,はい,"-2,084","5,254",20,6,1/202,"-3,058","7,949",27,11,1/209,"+4,986","2,360",25,11,1/66,-696,"5,152",17,19,1/143,"+2,147","2,716",19,4,1/118,"-3,409","5,957",17,9,1/229,+284,"2,085",11,2,1/160,"+1,734","3,461",20,10,1/115
2025-08-02,土,いいえ,-630,"3,827",15,10,1/153,"-2,771","7,375",23,13,1/205,-520,"2,079",7,6,1/160,"+1,808","2,593",14,12,1/100,-39,"6,823",26,23,1/139,+193,781,4,1,1/156,"+4,272","5,176",33,21,1/96,"+2,645","4,753",28,15,1/111
2025-08-01,金,いいえ,+661,414,4,2,1/69,"-3,583","3,521",6,3,1/391,-783,580,0,1,1/580,+955,"2,667",14,8,1/121,-85,966,6,2,1/121,-405,"5,330",22,11,1/162,"-1,362","4,158",14,10,1/173,-187,"1,992",8,4,1/166
2025-07-31,木,いいえ,-509,323,0,0,-,"-1,022","3,126",8,11,1/165,"+1,844","2,904",18,7,1/116,-442,351,0,1,1/351,"+1,237","1,879",12,4,1/117,"-2,657","4,022",8,10,1/223,"-1,549","5,228",15,14,1/180,-908,"3,424",13,7,1/171
2025-07-30,水,いいえ,"+3,826","5,512",38,9,1/117,"+2,762","3,790",23,13,1/105,"+2,998","3,952",24,16,1/99,"+3,240","2,774",21,8,1/96,+995,"2,930",16,8,1/122,+954,"3,015",17,3,1/151,+245,"3,746",17,6,1/163,+994,"3,076",16,8,1/128
2025-07-29,火,いいえ,"+1,451","1,938",13,5,1/108,"-2,785","3,810",9,5,1/272,-117,"3,427",12,13,1/137,-807,"1,905",6,3,1/212,"-4,374","6,505",14,13,1/241,"-2,203","2,177",3,3,1/363,+132,"2,484",9,10,1/131,"+1,281","1,066",6,9,1/71
2025-07-28,月,いいえ,"-1,234","4,218",15,8,1/183,-567,855,2,4,1/143,"+1,101",877,8,0,1/110,"+1,563","2,277",13,10,1/99,-845,589,0,1,1/589,+546,"1,957",9,7,1/122,"+1,431","3,402",19,12,1/110,"-1,019",999,2,2,1/250
2025-07-27,日,いいえ,"-6,822","8,312",16,12,1/297,-392,"1,691",5,6,1/154,"-1,549","4,410",15,9,1/184,"-3,208","5,763",12,18,1/192,"+1,342","1,568",9,9,1/87,"+4,034","2,061",20,10,1/69,"+1,678","1,832",11,11,1/83,"-4,935","6,285",11,11,1/286
2025-07-26,土,はい,+655,"4,890",23,11,1/144,"-1,232","7,254",25,19,1/165,"-1,972","8,530",29,25,1/158,-11,"5,283",24,7,1/170,-456,"3,513",15,6,1/167,+900,"6,334",29,20,1/129,+998,"4,097",20,11,1/132,"-1,393","6,860",25,17,1/163
2025-07-25,金,いいえ,"+1,398","3,766",18,13,1/121,"-3,232","4,741",11,8,1/250,"-1,438","1,146",0,3,1/382,"-1,619","3,653",11,8,1/192,+346,986,6,2,1/123,"-1,126","4,000",14,10,1/167,-44,435,3,1,1/109,"+1,934","4,675",24,18,1/111
2025-07-24,木,いいえ,-811,"1,602",5,2,1/229,-331,198,0,0,-,-537,"3,532",14,7,1/168,"-1,727","2,290",4,4,1/286,"+1,436",824,7,5,1/69,"+2,687","1,351",14,6,1/68,"-1,051","1,960",4,7,1/178,"+3,179","1,995",15,14,1/69
2025-07-23,水,はい,+636,715,5,2,1/102,+386,"2,440",11,7,1/136,-300,995,4,5,1/111,"-1,946","5,388",17,13,1/180,-469,"2,281",7,8,1/152,"-2,443","5,384",16,11,1/199,"-2,146","5,549",19,8,1/206,-979,747,1,0,1/747
2025-07-22,火,いいえ,"-1,368","2,878",8,6,1/206,"-3,433","2,737",2,3,1/547,"-1,031","2,184",5,7,1/182,"-2,938","3,391",4,11,1/226,+144,799,4,2,1/133,"-1,245","2,277",5,7,1/190,"-1,157",878,1,1,1/439,"-3,728","5,135",11,8,1/270
2025-07-21,月,いいえ,-826,"5,053",19,11,1/168,+78,"2,589",11,7,1/144,"+1,514","5,030",24,17,1/123,"-2,022","6,476",21,15,1/180,"+1,794","3,631",20,13,1/110,-152,"5,460",24,9,1/165,-850,"5,756",21,14,1/164,"-4,654","5,295",11,4,1/353
2025-07-20,日,いいえ,"+2,621","7,512",39,22,1/123,"+2,802","1,416",14,6,1/71,"-1,904","5,049",13,17,1/168,+309,"1,507",8,2,1/151,"-3,030","9,562",32,20,1/184,+955,"9,146",40,23,1/145,"+2,730","1,733",13,12,1/69,"-3,025","8,502",31,12,1/198
2025-07-19,土,いいえ,-138,437,2,2,1/109,+182,"2,238",10,5,1/149,-62,"2,255",10,4,1/161,"-1,300","1,171",1,2,1/390,+708,"4,791",23,11,1/141,-629,"5,295",23,6,1/183,"+2,758","1,452",16,4,1/73,+368,"1,298",7,2,1/144
2025-07-18,金,いいえ,+996,637,6,2,1/80,+903,533,5,2,1/76,-167,126,0,0,-,"+1,787","2,850",14,15,1/98,+264,934,5,2,1/133,"-1,684","1,055",0,1,1/1055,-650,"1,896",6,4,1/190,"+2,642","3,238",23,6,1/112
2025-07-17,木,いいえ,"+1,561","3,321",18,11,1/115,-409,352,0,1,1/352,+354,"3,218",14,10,1/134,-547,"1,374",3,6,1/153,+78,"2,775",12,7,1/146,-218,139,0,0,-,"-1,922","2,304",5,4,1/256,-957,812,1,1,1/406
2025-07-16,水,はい,-827,"2,250",7,6,1/173,+326,"6,678",27,22,1/136,+730,"1,798",9,7,1/112,+479,"1,110",6,3,1/123,+142,"2,100",9,5,1/150,-365,"6,722",28,13,1/164,+834,"2,472",12,8,1/124,"-1,705","3,942",12,8,1/197
2025-07-15,火,いいえ,"-1,114","5,326",19,13,1/166,"+1,981","3,798",23,9,1/119,"+5,152","2,478",26,9,1/71,"-1,578","3,510",9,8,1/206,+486,"2,722",13,7,1/136,"-1,497","5,989",23,10,1/181,+288,"3,342",15,8,1/145,"+2,407","4,904",25,20,1/109
2025-07-14,月,いいえ,"-3,346","5,815",16,9,1/233,-331,201,0,0,-,-369,216,0,0,-,-297,570,2,1,1/190,+637,"2,777",14,7,1/132,"-1,708","2,793",8,3,1/254,+61,"2,256",10,4,1/161,-574,"1,748",6,3,1/194
2025-07-13,日,はい,"-1,173","2,634",7,6,1/203,-145,"2,116",7,8,1/141,"+5,566","2,721",27,12,1/70,-926,"2,174",6,5,1/198,"+1,272","2,875",15,11,1/111,"-3,308","5,192",12,8,1/260,"-1,278","3,917",12,8,1/196,+115,"6,557",30,13,1/152
2025-07-12,土,いいえ,"-1,527","4,246",15,6,1/202,"-3,230","5,077",8,21,1/175,"+4,701","3,416",27,15,1/81,"-1,265","2,121",5,5,1/212,-374,232,0,0,-,"-1,296","3,493",12,7,1/184,"-2,669","3,816",10,3,1/294,-610,406,0,0,-
2025-07-11,金,いいえ,-81,59,0,0,-,+324,"2,460",12,5,1/145,+883,"1,403",9,5,1/100,"+3,152","1,665",16,8,1/69,-161,110,0,0,-,"-1,349","2,071",3,8,1/188,"-2,114","5,677",20,7,1/210,-198,141,0,0,-
2025-07-10,木,いいえ,"+5,031","3,849",31,14,1/86,"+1,263","2,385",13,9,1/108,"-2,255","4,211",10,10,1/211,"+3,994","3,157",23,16,1/81,"+4,912","5,029",34,21,1/91,"-1,213","1,404",1,6,1/201,"-1,515","1,269",1,1,1/635,"+5,360","6,373",45,14,1/108
2025-07-08,火,いいえ,+217,982,5,2,1/140,-728,664,1,1,1/332,+597,"2,880",13,9,1/131,-320,337,1,0,1/337,"-3,617","4,362",9,6,1/291,-773,638,1,0,1/638,+171,"1,821",7,7,1/130,"-5,733","6,404",12,6,1/356
2025-07-07,月,いいえ,"-1,297","2,278",6,4,1/228,"-1,002","5,113",16,16,1/160,+880,"3,388",17,8,1/136,"-3,433","4,249",8,6,1/304,"-5,472","6,055",9,10,1/319,-450,265,0,0,-,+673,"3,152",14,12,1/121,"-2,230","3,430",8,6,1/245
2025-07-06,日,はい,"+2,945","3,380",25,6,1/109,"+2,448","3,668",22,12,1/108,"+4,731","6,306",39,22,1/103,"-2,397","6,698",18,21,1/172,+713,"5,439",24,20,1/124,-908,"4,936",18,12,1/165,-139,"8,497",37,18,1/154,"-7,141","8,224",13,16,1/284
