日付,曜日,特定日,1066番台,,,,,1067番台,,,,,1068番台,,,,,1070番台,,,,,1071番台,,,,,1072番台,,,,,1073番台,,,,,1075番台,,,,
,,,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成,差枚,G数,BB,RB,合成
2025-09-19,金,いいえ,"-1,037","1,900",6,2,1/238,-582,893,3,2,1/179,"+1,701","2,255",14,8,1/103,"-1,994","3,560",8,8,1/223,"-1,834","3,715",9,10,1/196,-128,"2,050",9,4,1/158,-311,725,3,2,1/145,"+1,383","1,638",9,9,1/91
2025-09-18,木,いいえ,"-1,193","3,268",10,9,1/172,-768,"5,423",23,9,1/169,-175,"5,443",23,12,1/156,-491,"1,320",4,3,1/189,"-1,361","3,928",12,11,1/171,-789,"2,590",10,3,1/199,"+1,151","1,093",6,8,1/78,"-1,002","4,937",16,18,1/145
2025-09-17,水,いいえ,"+1,686","2,715",15,11,1/104,+379,"3,141",17,3,1/157,"-2,863","2,725",3,4,1/389,"+2,479","5,361",30,15,1/119,"-1,057","2,201",7,3,1/220,-602,"5,223",22,9,1/168,+237,"2,501",10,10,1/125,"+1,598","1,259",11,3,1/90
2025-09-16,火,はい,-875,"2,599",8,6,1/186,"-1,614","3,572",10,7,1/210,"+1,862","2,072",14,8,1/94,"-1,820","5,081",17,8,1/203,-416,"3,448",12,10,1/157,-804,"2,351",7,4,1/214,+270,"3,247",14,8,1/148,"-2,178","5,013",17,5,1/228
2025-09-15,月,いいえ,-472,"5,367",23,9,1/168,"-2,654","4,994",12,12,1/208,"+3,342","6,875",40,19,1/117,-909,"2,724",9,6,1/182,"-1,846","4,389",12,11,1/191,"+1,102","7,127",35,13,1/148,"+3,148","6,633",36,20,1/118,-431,"5,455",23,9,1/170
2025-09-14,日,いいえ,"-1,181","4,062",13,12,1/162,+888,"3,813",19,11,1/127,"-1,996","5,362",16,14,1/179,+973,"4,473",23,11,1/132,"+3,296","8,216",45,25,1/117,"-3,946","5,533",13,9,1/252,-385,"6,395",25,14,1/164,-9,"3,124",12,10,1/142
2025-09-13,土,はい,"+6,456","5,452",43,15,1/94,"-5,784","6,656",11,11,1/303,-720,"2,505",10,2,1/209,"+1,189","4,839",25,8,1/147,"-4,091","6,764",19,12,1/218,+291,"2,224",11,5,1/139,-428,"3,689",11,16,1/137,-138,"4,369",17,13,1/146
2025-09-12,金,いいえ,-86,"2,360",9,6,1/157,+281,948,5,3,1/119,-970,"7,470",29,17,1/162,+668,875,5,5,1/88,-85,"2,070",8,6,1/148,"-1,640","3,333",8,9,1/196,+355,"3,455",16,6,1/157,-865,"1,763",5,3,1/220
2025-09-11,木,いいえ,"-4,044","7,260",18,17,1/207,"-1,265","3,413",9,10,1/180,-80,"4,487",17,15,1/140,-594,"4,267",13,18,1/138,"+2,028","1,463",12,6,1/81,"+1,864","4,176",24,10,1/123,"-4,191","5,777",10,15,1/231,"-1,422","2,700",8,5,1/208
2025-09-10,水,いいえ,"+1,744","4,593",21,21,1/109,-423,738,2,4,1/123,"-1,873","3,016",8,5,1/232,+45,"3,451",16,5,1/164,-773,"3,089",9,11,1/154,+449,"1,002",6,2,1/125,"+1,222","1,767",12,3,1/118,+74,"1,246",6,3,1/138
2025-09-09,火,いいえ,"+1,789","2,530",15,9,1/105,"+5,114","2,911",26,16,1/69,"-1,089","3,679",12,9,1/175,-684,"2,644",9,7,1/165,"+1,556","1,025",6,10,1/64,+644,"4,091",18,13,1/132,"-2,061","3,660",9,10,1/193,+571,"4,455",20,13,1/135
2025-09-07,日,いいえ,"-2,499","6,041",19,11,1/201,-493,"4,167",17,8,1/167,"-5,220","6,167",12,9,1/294,-667,"6,457",27,15,1/154,"-1,918","4,031",11,9,1/202,-510,"5,996",23,16,1/154,-321,"2,927",12,5,1/172,"+4,912","2,545",25,12,1/69
2025-09-06,土,はい,"-2,376","8,422",27,20,1/179,"+7,154","10,244",64,33,1/106,"+4,414","4,897",35,13,1/102,"-6,020","6,645",11,13,1/277,"+2,615","5,788",33,19,1/111,"-2,674","4,657",12,8,1/233,"+3,918","4,662",31,15,1/101,"+4,457","8,067",49,20,1/117
2025-09-05,金,いいえ,+764,"3,234",17,8,1/129,"-4,565","4,351",5,8,1/335,"-2,069","3,464",9,5,1/247,+785,"2,783",14,6,1/139,"+2,101","4,727",24,19,1/110,+583,695,5,1,1/116,-938,"5,390",18,17,1/154,"-2,437","3,020",5,7,1/252
2025-09-04,木,いいえ,"-1,525","3,444",10,7,1/203,-869,"1,599",5,1,1/267,"-1,924","3,993",9,13,1/182,-850,"4,391",15,13,1/157,+367,"2,115",10,5,1/141,+466,"3,179",16,6,1/145,-980,"4,585",15,14,1/158,"-1,180","1,642",3,4,1/235
2025-09-03,水,はい,"-3,633","5,226",10,12,1/238,"+3,626","1,852",19,5,1/77,"-4,685","9,784",26,25,1/192,"-1,969","3,904",11,5,1/244,"+1,827","1,224",10,5,1/82,"-1,897","3,103",6,10,1/194,"-1,137","2,644",7,9,1/165,"+1,743","3,110",18,10,1/111
2025-09-02,火,いいえ,+467,"4,538",16,23,1/116,-43,287,1,2,1/96,+167,"6,124",27,14,1/149,"+2,095","7,116",34,24,1/123,-644,412,0,0,-,"+1,682","4,429",24,12,1/123,"+1,149","1,533",10,4,1/110,"-2,372","3,797",9,7,1/237
2025-09-01,月,いいえ,+333,"3,884",19,6,1/155,"+1,698","8,421",39,26,1/130,+351,"1,554",8,4,1/130,-458,"1,862",7,2,1/207,"+1,363","2,942",17,8,1/118,-41,"3,741",16,8,1/156,"+2,190","3,154",20,10,1/105,+755,"4,296",18,16,1/126
2025-08-31,日,いいえ,"+1,884","4,857",23,20,1/113,"-1,120","4,881",15,18,1/148,-503,"8,010",34,14,1/167,-632,"4,762",19,11,1/159,"+1,274","4,663",25,12,1/126,"+2,708","2,461",20,4,1/103,"-1,405","4,294",14,9,1/187,"-1,317","4,194",12,12,1/175
2025-08-30,土,いいえ,"+1,370","6,795",30,23,1/128,"-2,533","3,520",8,4,1/293,"-3,949","6,327",17,7,1/264,-423,"3,777",14,11,1/151,+828,"6,392",26,25,1/125,"-3,729","5,353",11,11,1/243,"-4,032","6,729",18,6,1/280,"+1,814","2,621",18,5,1/114
2025-08-29,金,いいえ,"-1,086","5,843",20,16,1/162,-987,"3,347",12,6,1/186,"+1,371","7,173",35,16,1/141,"+2,099","2,708",16,12,1/97,-393,310,0,1,1/310,"+1,063",489,5,3,1/61,+989,"5,577",27,15,1/133,"-2,174","3,627",9,6,1/242
2025-08-28,木,いいえ,"-2,417","2,875",4,7,1/261,"-4,092","6,087",14,9,1/265,"-1,461","3,199",10,6,1/200,"+1,999",798,9,3,1/67,+339,"1,285",6,4,1/129,+335,794,4,3,1/113,"+1,716","2,567",15,10,1/103,-139,"1,930",6,8,1/138
2025-08-27,水,いいえ,"+1,162","5,369",25,19,1/122,-367,236,0,0,-,"-4,126","4,464",7,7,1/319,-913,773,1,0,1/773,-26,616,4,1,1/123,+320,"2,091",10,6,1/131,"-1,318","4,671",16,11,1/173,"-2,642","3,847",8,9,1/226
2025-08-26,火,はい,"-4,517","6,028",14,7,1/287,"+1,580","2,467",16,5,1/117,-446,"6,311",24,18,1/150,"-1,172","2,812",10,3,1/216,-699,"5,262",18,15,1/159,"-2,538","2,653",4,3,1/379,-771,"6,826",26,18,1/155,-311,"7,746",30,23,1/146
2025-08-25,月,いいえ,-352,"5,952",25,11,1/165,-440,"1,850",6,5,1/168,-190,"1,775",6,6,1/148,"+3,562","4,945",30,18,1/103,"+1,314","2,610",13,11,1/109,"-2,677","3,215",3,12,1/214,-304,188,0,0,-,-866,"5,145",19,12,1/166
2025-08-24,日,いいえ,-591,"5,846",25,9,1/172,+434,"5,189",19,25,1/118,"-2,061","4,925",15,9,1/205,"+1,669","3,022",17,10,1/112,"-2,814","6,407",15,21,1/178,"+2,897","3,698",24,14,1/97,"+3,274","6,857",34,32,1/104,"-6,160","8,713",22,8,1/290
2025-08-23,土,はい,"-7,146","7,653",12,10,1/348,+465,"2,643",13,5,1/147,-733,"4,297",17,8,1/172,"+1,774","6,109",33,16,1/125,-739,"4,257",15,13,1/152,"-3,880","5,525",14,5,1/291,"-3,202","3,001",5,3,1/375,"-3,616","9,511",31,18,1/194
2025-08-22,金,いいえ,"-1,702","2,699",6,7,1/208,-913,"3,807",14,10,1/159,"-1,581","3,047",9,5,1/218,"-3,913","4,793",10,7,1/282,"+2,215","3,590",22,9,1/116,+372,535,3,2,1/107,"+1,089","3,044",15,11,1/117,+450,"3,641",17,8,1/146
2025-08-21,木,いいえ,-185,"3,379",12,13,1/135,+482,"2,684",13,6,1/141,-581,"2,456",7,11,1/136,"-1,704","2,070",5,2,1/296,"-1,055","3,363",12,6,1/187,+157,985,5,2,1/141,+602,"3,536",17,7,1/147,"+2,192","2,543",16,9,1/102
2025-08-20,水,いいえ,"+2,172","3,047",19,9,1/109,+652,"3,084",15,8,1/134,"-1,164","1,246",2,2,1/312,"-4,551","4,925",6,12,1/274,+213,"5,618",25,12,1/152,-811,"2,215",6,8,1/158,"-3,662","8,749",28,15,1/203,"-4,827","5,405",8,9,1/318
2025-08-19,火,いいえ,"-2,745","3,928",8,8,1/246,"-1,364","2,999",9,6,1/200,+709,"2,631",14,6,1/132,-652,"1,387",5,0,1/277,"-4,657","7,532",18,16,1/222,-16,"1,824",7,7,1/130,"-1,212","7,186",24,24,1/150,+360,"3,349",15,9,1/140
2025-08-18,月,いいえ,"+3,681","2,934",23,11,1/86,-340,763,3,3,1/127,"-3,584","4,083",7,6,1/314,"+2,428","3,626",22,12,1/107,"-1,120","6,270",23,15,1/165,-621,533,1,0,1/533,-961,"7,089",25,21,1/154,"-1,956","2,509",5,4,1/279
2025-08-17,日,いいえ,"-1,081","5,786",19,18,1/156,"+2,448","9,966",50,23,1/137,"-3,439","4,162",9,3,1/347,"-1,057","5,018",19,10,1/173,"-4,356","5,714",13,8,1/272,+966,"5,259",24,15,1/135,+903,"5,874",27,14,1/143,+91,"5,141",21,16,1/139
2025-08-16,土,はい,"-5,778","8,408",22,8,1/280,"+1,291","6,165",29,18,1/131,"+1,890","5,847",34,8,1/139,"-4,160","8,496",23,18,1/207,"-1,407","4,504",14,11,1/180,-860,"7,186",28,17,1/160,"-3,912","7,746",23,12,1/221,"-1,436","3,885",11,12,1/169
2025-08-15,金,いいえ,"+2,309","5,395",31,14,1/120,+904,"3,069",16,5,1/146,"+1,175","5,341",22,23,1/119,+596,736,5,2,1/105,+673,"2,712",11,13,1/113,"-2,540","3,703",6,12,1/206,+536,861,5,3,1/108,"+1,083","2,523",13,8,1/120
2025-08-14,木,いいえ,"-2,887","3,037",5,5,1/304,"-2,280","6,011",18,12,1/200,"-3,405","4,316",8,5,1/332,"+1,501","1,794",13,4,1/106,"+4,986","5,659",41,13,1/105,"+1,452","1,855",11,8,1/98,"+2,267","3,512",20,13,1/106,"-1,139","5,711",17,20,1/154
2025-08-13,水,はい,"+1,531","5,964",30,14,1/136,"-1,674","5,111",14,19,1/155,-696,"4,539",15,15,1/151,"+1,272","2,912",16,6,1/132,"+2,425","8,870",43,27,1/127,"-3,293","5,138",13,10,1/223,-21,"2,851",12,7,1/150,"+1,256","4,038",19,13,1/126
2025-08-12,火,いいえ,"+3,066","3,977",24,17,1/97,"-4,932","4,732",3,12,1/315,-319,"4,712",18,13,1/152,-252,"5,082",22,9,1/164,"-2,698","6,407",20,13,1/194,-304,"5,996",23,19,1/143,-519,"8,525",36,18,1/158,"+2,430","3,708",22,14,1/103
2025-08-11,月,いいえ,"+8,244","5,711",48,22,1/82,"-4,686","7,987",17,21,1/210,"-1,472","1,787",4,2,1/298,-69,"3,305",14,6,1/165,"-5,454","8,072",17,18,1/231,+533,"2,399",9,11,1/120,+431,"5,673",27,11,1/149,"+1,895","3,416",19,10,1/118
2025-08-10,日,いいえ,-257,"9,841",38,30,1/145,+383,"9,736",47,15,1/157,"-1,456","3,173",8,9,1/187,"+1,061","9,526",42,27,1/138,+0,"1,208",6,1,1/173,"+2,618","2,424",18,8,1/93,+232,"2,456",11,8,1/129,"+1,930","3,682",20,14,1/108
2025-08-09,土,いいえ,"-3,285","7,530",22,16,1/198,"+1,960","5,380",28,14,1/128,"+1,961","5,174",27,18,1/115,"-1,474","2,525",6,6,1/210,"-1,524","5,722",22,7,1/197,+592,"3,250",16,7,1/141,"+1,009","2,060",12,6,1/114,"+2,619","6,928",34,25,1/117
2025-08-08,金,いいえ,+341,"2,893",13,8,1/138,-404,249,0,0,-,"-2,674","5,185",15,8,1/225,"+1,377","1,790",12,5,1/105,+139,"2,277",10,7,1/134,+111,"3,242",14,7,1/154,-220,"3,732",15,9,1/156,+308,"3,191",15,6,1/152
2025-08-07,木,いいえ,"-1,123","2,838",9,4,1/218,-144,"7,109",31,17,1/148,"-2,992","5,285",14,8,1/240,"+3,740","2,964",24,10,1/87,-334,"1,798",7,5,1/150,"+1,279","2,391",15,5,1/120,"-2,673","3,950",9,7,1/247,-916,"1,379",2,5,1/197
2025-08-06,水,はい,-298,"7,181",31,14,1/160,"-1,143","5,208",16,18,1/153,"+1,978","3,090",21,7,1/110,-698,"1,745",7,0,1/249,+902,"2,819",13,11,1/117,+189,"1,912",8,7,1/127,-651,"5,349",20,17,1/145,-74,427,2,2,1/107
2025-08-05,火,いいえ,"-1,675","5,782",19,15,1/170,"-2,443","5,722",16,13,1/197,-38,"7,308",32,15,1/155,+851,"4,890",25,10,1/140,"-4,232","6,080",12,13,1/243,"+1,823","2,930",19,5,1/122,"+1,346","3,617",21,7,1/129,"+1,787","3,581",21,8,1/123
2025-08-03,日,はい,"-1,528","7,752",26,20,1/169,"-1,802","4,534",14,10,1/189,"+1,098","4,052",19,14,1/123,"+1,509","2,921",18,5,1/127,"+3,185","4,953",30,14,1/113,"-2,697","3,866",8,7,1/258,"+1,650","2,333",14,9,1/101,+922,"8,510",40,18,1/147
2025-08-02,土,いいえ,"-2,044","4,629",12,14,1/178,"-1,162","4,391",18,3,1/209,"-1,381","3,266",10,7,1/192,"+2,584","6,810",36,19,1/124,"+3,715","6,622",37,27,1/103,"+1,590","2,017",13,7,1/101,"-1,356","3,556",12,4,1/222,"+1,422","2,907",18,4,1/132
2025-08-01,金,いいえ,"-1,963","5,030",17,7,1/210,"+3,302","1,945",18,8,1/75,"+1,154",742,7,2,1/82,+583,"3,342",16,8,1/139,+98,"6,162",25,13,1/162,+495,"5,820",24,19,1/135,+657,434,4,1,1/87,"-1,924","2,987",6,9,1/199
2025-07-31,木,いいえ,"-3,702","4,570",9,8,1/269,-190,"2,442",11,3,1/174,"+2,478","4,536",28,10,1/119,"+1,043","3,046",15,11,1/117,"+1,101","2,998",17,7,1/125,+443,916,5,3,1/115,+512,"2,178",11,7,1/121,"-2,136","3,684",10,7,1/217
2025-07-30,水,いいえ,-280,"1,624",7,2,1/180,+301,"1,732",8,4,1/144,"-1,690","2,884",7,8,1/192,+233,"2,079",10,3,1/160,-183,903,4,4,1/113,"+6,548","5,333",43,17,1/89,+498,510,3,3,1/85,-309,"1,350",4,5,1/150
2025-07-29,火,いいえ,-980,"2,416",7,6,1/186,-268,"1,567",6,3,1/174,"-1,158",924,1,1,1/462,"-1,811","3,320",9,6,1/221,"-1,004","2,579",9,3,1/215,"-2,233","4,547",13,8,1/217,+300,"1,233",6,3,1/137,-42,"2,235",10,4,1/160
2025-07-28,月,いいえ,"-3,408","7,508",21,15,1/209,-559,855,2,3,1/171,-475,333,0,1,1/333,"-1,476","3,507",11,5,1/219,"-1,669","6,980",23,17,1/175,"-1,302","1,750",3,5,1/219,+876,"1,507",8,7,1/100,+91,"1,104",5,3,1/138
2025-07-27,日,いいえ,+233,"5,337",21,18,1/137,-616,"1,584",5,4,1/176,"-2,843","9,787",30,27,1/172,"+2,291","2,929",20,6,1/113,"-6,486","7,319",11,14,1/293,+28,"2,408",10,6,1/151,+662,"6,788",30,17,1/144,"-1,716","4,730",16,8,1/197
2025-07-26,土,はい,"+4,590","5,628",36,21,1/99,"+5,067","7,098",45,21,1/108,"-2,794","4,998",13,9,1/227,-205,"5,528",22,15,1/149,"-4,231","7,414",21,9,1/247,"-1,470","4,588",13,15,1/164,"-1,350","7,569",26,21,1/161,"-1,555","5,583",15,20,1/160
2025-07-25,金,いいえ,"+1,328","5,378",27,13,1/134,+875,"3,573",16,12,1/128,+73,"1,015",4,3,1/145,+604,"6,056",26,18,1/138,"+1,559","2,011",13,7,1/101,"+2,144","3,322",22,6,1/119,"+1,961","4,460",24,15,1/114,"-1,385",936,0,1,1/936
2025-07-24,木,いいえ,"-1,111","4,804",16,14,1/160,-226,"4,134",16,13,1/143,+142,966,3,6,1/107,-33,438,2,2,1/110,"-1,618","2,344",6,2,1/293,-278,"1,427",6,2,1/178,+302,481,3,1,1/120,"-1,411","2,946",8,6,1/210
2025-07-23,水,はい,"-4,891","5,658",9,11,1/283,"-1,091","2,255",7,4,1/205,+522,"5,056",24,10,1/149,+412,"3,720",16,12,1/133,-339,818,4,1,1/164,-539,"1,458",5,2,1/208,+597,"3,930",17,12,1/136,"-2,510","6,039",14,20,1/178
2025-07-22,火,いいえ,-760,"1,642",5,3,1/205,"-1,286","5,584",18,16,1/164,"-1,858","3,776",11,5,1/236,"+1,843","1,551",11,7,1/86,-863,"3,312",12,7,1/174,-358,228,0,0,-,-725,"5,451",19,18,1/147,-506,"1,697",5,6,1/154
2025-07-21,月,いいえ,"+2,480","4,379",28,10,1/115,"-3,289","6,543",17,15,1/204,"-1,121","3,376",13,4,1/199,"-1,320","7,429",28,17,1/165,"+4,997","5,762",39,21,1/96,+146,"6,828",30,15,1/152,"-2,432","3,935",9,7,1/246,+521,"4,451",19,15,1/131
2025-07-20,日,いいえ,-228,"4,617",17,13,1/154,-414,"5,385",20,16,1/150,"-1,311","6,244",22,16,1/164,-970,"1,806",5,3,1/226,"-2,799","7,138",25,10,1/204,+743,"3,799",19,7,1/146,"+4,745","3,353",26,17,1/78,+864,604,5,3,1/76
2025-07-19,土,いいえ,+0,"3,543",17,3,1/177,+313,"3,591",16,11,1/133,+189,888,4,3,1/127,+355,488,3,2,1/98,+475,"1,590",6,9,1/106,-48,"2,476",11,4,1/165,+642,"1,401",8,3,1/127,"+3,184","2,174",18,10,1/78
2025-07-18,金,いいえ,-625,"2,391",8,6,1/171,+666,599,4,3,1/86,-309,"1,354",5,2,1/193,"-1,314","1,384",2,2,1/346,-514,"1,894",7,2,1/210,"+1,046","2,049",12,4,1/128,+381,925,5,4,1/103,"-5,269","3,964",2,4,1/661
2025-07-17,木,いいえ,+738,"1,011",6,4,1/101,+415,449,3,2,1/90,-630,"1,513",4,4,1/189,"-2,373","2,131",1,5,1/355,+443,"3,331",15,9,1/139,"-1,411","2,367",5,6,1/215,"-1,760","2,589",7,2,1/288,"-1,543","5,277",16,14,1/176
2025-07-16,水,はい,"+1,096","2,668",15,7,1/121,"+4,414","7,983",46,24,1/114,-245,"1,769",8,1,1/197,"-2,517","2,505",3,4,1/358,-183,"2,936",11,10,1/140,"+1,277","1,405",11,1,1/117,"-1,561","1,050",0,1,1/1050,-874,"1,327",4,0,1/332
2025-07-15,火,いいえ,"+1,719","3,525",17,16,1/107,+222,"1,506",7,5,1/126,"+1,873",832,10,2,1/69,-108,560,2,3,1/112,"-2,723","4,768",13,8,1/227,+762,"1,948",10,6,1/122,"-1,128","1,365",3,2,1/273,-240,658,4,0,1/165
2025-07-14,月,いいえ,-414,283,0,0,-,"-3,467","4,456",8,9,1/262,-364,239,0,0,-,+114,844,4,1,1/169,-473,289,0,0,-,"+1,452","2,074",12,9,1/99,+164,"8,701",40,15,1/158,-370,222,0,0,-
2025-07-13,日,はい,-191,"6,569",26,21,1/140,"+1,438","7,841",37,21,1/135,+910,"5,161",22,19,1/126,"+2,481","7,267",34,26,1/121,-334,"3,026",13,4,1/178,"-1,438","2,450",6,5,1/223,-683,"2,788",9,6,1/186,-560,"2,524",9,7,1/158
2025-07-12,土,いいえ,"+1,022","3,808",19,10,1/131,-393,260,0,0,-,"-2,182","2,682",6,2,1/335,"-2,790","3,178",5,6,1/289,"+1,913","5,849",30,17,1/124,-334,202,0,0,-,"-4,438","6,000",13,9,1/273,-395,255,0,0,-
2025-07-11,金,いいえ,"-1,901","2,956",7,4,1/269,-639,"2,263",7,6,1/174,-216,"2,031",9,3,1/169,-640,629,1,2,1/210,-608,403,0,0,-,"+2,001","3,432",19,12,1/111,"+3,181","1,376",15,7,1/63,"+1,938","1,556",10,10,1/78
2025-07-10,木,いいえ,+593,"1,374",8,4,1/115,-490,"7,848",30,25,1/143,"-2,762","3,345",6,4,1/335,+358,"3,649",14,14,1/130,+674,"3,506",17,12,1/121,-542,"1,505",6,1,1/215,-962,"3,574",12,9,1/170,"-1,221","3,917",12,9,1/187
2025-07-08,火,いいえ,-580,"3,576",13,8,1/170,+385,754,5,0,1/151,-690,923,2,4,1/154,-861,"2,509",8,5,1/193,-623,412,0,0,-,+520,"1,800",9,5,1/129,"+1,083","1,367",8,6,1/98,-787,497,0,0,-
2025-07-07,月,いいえ,"-1,586","5,324",19,9,1/190,-971,660,0,1,1/660,"+1,114","4,748",23,12,1/136,-502,"1,990",7,5,1/166,"-2,184","2,535",5,2,1/362,"+2,825","5,105",29,17,1/111,"-1,632","1,055",0,1,1/1055,"+1,227","3,132",16,11,1/116
2025-07-06,日,はい,"+1,862","3,770",21,11,1/118,"-2,820","6,676",19,18,1/180,"+2,472","3,480",22,11,1/105,"-2,156","6,121",19,14,1/185,"+1,276","2,710",15,7,1/123,-931,"3,436",12,7,1/181,-385,"4,843",18,14,1/151,"-2,526","3,071",6,4,1/307
