日付,曜日,特定日,343番台,,,,,,344番台,,,,,,345番台,,,,,,346番台,,,,,,347番台,,,,,,348番台,,,,,,349番台,,,,,,350番台,,,,,,351番台,,,,,,352番台,,,,,,418番台,,,,,,419番台,,,,,,420番台,,,,,,421番台,,,,,,422番台,,,,,,423番台,,,,,,424番台,,,,,,425番台,,,,,,426番台,,,,,,427番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2026-02-12,木,いいえ,+960,"2,496",13,7,1/125,3.22,-398,789,2,2,1/197,3.25,-390,"3,765",14,11,1/151,2.96,-258,602,2,0,1/301,2.96,"+1,096","5,881",26,23,1/120,4.14,+227,167,2,0,1/84,3.42,-4,805,4,1,1/161,3.08,-931,"1,343",2,3,1/269,2.94,-411,"1,163",2,5,1/166,3.60,"+2,142","4,128",23,17,1/103,4.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-11,水,いいえ,+796,"3,193",18,5,1/139,2.36,-395,262,0,0,-,3.22,+942,"4,018",17,23,1/100,5.07,-407,"2,662",10,5,1/177,2.52,"-1,249","4,148",9,14,1/180,3.08,-491,"2,236",7,3,1/224,2.38,-300,812,3,0,1/271,2.80,-957,"3,695",10,13,1/161,3.31,"+1,930","2,748",19,9,1/98,3.77,+944,"2,376",15,4,1/125,2.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-10,火,いいえ,-467,"4,722",18,9,1/175,2.08,-110,543,2,0,1/272,3.02,-350,"1,342",4,3,1/192,3.02,-453,"3,702",12,12,1/154,3.16,-195,894,3,3,1/149,3.44,-503,"2,565",8,6,1/183,2.73,-450,411,0,0,-,3.06,"+1,626","5,850",30,19,1/119,3.47,+397,"3,011",12,12,1/125,3.84,-593,"1,186",3,1,1/297,2.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-09,月,いいえ,+204,"4,831",18,16,1/142,3.24,"+1,773","3,547",23,9,1/111,3.09,-443,"1,612",5,6,1/147,3.52,-555,"1,203",1,8,1/134,4.18,-322,669,1,1,1/335,3.09,+195,"1,513",7,6,1/116,3.72,"+1,936","7,576",36,25,1/124,3.41,-503,887,1,3,1/222,3.35,-467,"3,266",9,15,1/136,4.10,-178,143,0,0,-,3.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-08,日,はい,"-1,141","4,293",10,18,1/153,3.83,-102,"4,520",17,18,1/129,3.94,"+1,626","7,051",34,23,1/124,3.38,+422,"6,642",26,24,1/133,3.64,-796,"4,012",12,11,1/174,2.69,"-1,532","3,138",6,15,1/149,4.08,-570,"2,724",6,11,1/160,3.61,+217,"5,801",25,16,1/141,2.65,+253,"5,374",24,12,1/149,2.24,-853,"1,007",0,3,1/336,3.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-07,土,いいえ,-319,"2,300",8,6,1/164,2.96,-675,828,1,1,1/414,2.93,-263,"1,098",5,1,1/183,2.84,"+2,057","6,577",32,24,1/117,3.99,-296,894,2,3,1/179,3.39,"+1,666","3,670",20,16,1/102,4.48,-386,824,2,1,1/275,2.98,-951,"4,796",17,13,1/160,2.61,"+2,002","5,992",26,30,1/107,5.07,-360,"1,611",4,5,1/179,3.23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-06,金,いいえ,+229,"5,221",16,29,1/116,5.01,+53,"3,415",15,8,1/148,2.66,-159,862,3,2,1/172,3.22,-127,"3,358",10,16,1/129,4.26,-258,476,1,2,1/159,3.54,-279,687,2,1,1/229,3.11,-97,"1,190",5,2,1/170,2.98,+169,"4,460",20,13,1/135,2.99,+481,"1,897",9,7,1/119,3.66,-135,792,3,2,1/158,3.30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-05,木,はい,"+2,100","5,838",31,24,1/106,4.62,+64,"7,106",25,27,1/137,3.80,"+1,466","8,376",39,29,1/123,3.68,"-1,056","3,738",11,12,1/163,3.08,-608,"5,499",18,22,1/137,3.92,+154,"4,326",20,9,1/149,2.32,-711,"3,001",8,11,1/158,3.43,+278,"6,411",29,15,1/146,2.19,-223,"3,943",14,13,1/146,3.24,"-2,463","4,316",4,18,1/196,3.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-03,火,いいえ,-449,"8,204",27,35,1/132,4.41,+264,"1,971",10,4,1/141,2.90,-816,"1,187",2,3,1/237,3.09,-111,"1,734",7,3,1/173,2.77,"+2,566","4,137",29,10,1/106,3.00,-234,"1,633",6,4,1/163,3.06,-27,"2,982",12,8,1/149,2.93,"+1,442","5,521",29,12,1/135,2.26,-996,"1,567",4,1,1/313,2.42,-502,"1,666",5,5,1/167,3.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-02,月,いいえ,-512,923,2,1,1/308,2.88,-159,"4,186",16,12,1/150,2.87,-351,892,4,0,1/223,2.76,+185,"3,382",13,14,1/125,3.97,-569,"1,201",2,4,1/200,3.31,-290,890,2,4,1/148,3.64,-952,"4,126",11,17,1/147,3.82,-125,"1,461",5,2,1/209,2.73,-355,"2,097",7,6,1/161,3.11,+96,"1,512",7,3,1/151,2.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-01,日,いいえ,+419,"1,932",10,6,1/121,3.42,"-1,050","5,568",15,22,1/150,3.73,+308,"3,290",15,9,1/137,2.99,-433,865,2,1,1/288,2.94,-536,669,1,2,1/223,3.33,+443,"2,247",11,5,1/140,2.90,+593,"3,344",15,11,1/129,3.41,-922,"3,496",9,14,1/152,3.67,-323,"1,176",4,3,1/168,3.19,+41,"1,368",5,4,1/152,3.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-31,土,いいえ,-266,"2,381",9,6,1/159,2.92,"-1,002",931,1,0,1/931,2.63,-72,"1,927",7,5,1/161,3.05,-936,"3,741",11,11,1/170,2.87,-265,693,2,0,1/347,2.87,"+1,909","5,972",30,22,1/115,4.05,-457,687,1,2,1/229,3.31,"+3,653","7,130",39,30,1/103,4.94,+56,"1,777",8,4,1/148,3.00,-185,"4,108",16,13,1/142,3.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-30,金,いいえ,-20,"3,057",9,15,1/127,4.28,+146,"2,407",11,7,1/134,3.22,+227,"2,842",10,15,1/114,4.51,-591,962,2,0,1/481,2.63,"+2,029","5,318",31,16,1/113,3.34,-244,527,1,2,1/176,3.48,-208,"3,096",11,13,1/129,3.93,+433,"3,400",15,12,1/126,3.59,-637,584,0,1,1/584,3.13,-245,447,1,1,1/224,3.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-29,木,いいえ,+125,"6,213",26,19,1/138,2.95,-86,88,0,0,-,3.40,"+1,068","3,659",20,10,1/122,3.07,+84,369,2,1,1/123,3.45,-287,"3,726",13,11,1/155,2.95,-351,"1,244",3,5,1/156,3.56,-332,975,3,1,1/244,2.87,-194,"1,564",5,5,1/156,3.32,+222,"1,645",6,8,1/118,4.01,-296,583,1,3,1/146,3.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-28,水,はい,-191,"6,396",19,31,1/128,4.72,-20,"2,783",12,7,1/146,2.89,-319,"1,414",5,5,1/141,3.48,-30,278,1,0,1/278,3.25,"+2,797","8,729",36,50,1/102,5.52,+478,"1,235",7,4,1/112,3.52,"+1,238","3,765",19,12,1/121,3.41,-574,"4,373",14,15,1/151,3.28,-559,"2,153",8,2,1/215,2.30,+723,"1,165",7,5,1/97,3.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-27,火,いいえ,-194,"3,555",12,15,1/132,3.98,-557,500,0,1,1/500,3.21,-414,563,1,0,1/563,2.96,"-1,086","2,518",6,8,1/180,3.13,-225,758,3,0,1/253,2.85,-337,284,0,0,-,3.19,-637,"3,811",14,7,1/181,2.20,-893,"1,857",3,6,1/206,3.18,-309,218,0,0,-,3.26,+332,979,5,3,1/122,3.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-26,月,いいえ,-158,"1,086",4,1,1/217,2.81,-350,993,3,2,1/199,3.09,-233,"2,197",8,5,1/169,2.83,-292,210,0,0,-,3.27,+799,"4,112",18,16,1/121,3.95,-439,841,2,1,1/280,2.96,+405,"2,845",12,12,1/119,4.01,-611,"1,026",1,3,1/257,3.21,"-1,508","3,206",6,9,1/214,2.75,+42,637,3,1,1/159,3.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-25,日,はい,"+2,774","7,769",36,35,1/109,5.02,+125,"3,760",15,12,1/139,3.23,"+1,395","6,384",31,19,1/128,2.98,-734,"3,538",11,10,1/168,2.83,-678,"6,442",24,19,1/150,2.70,+681,"7,846",31,29,1/131,3.81,+605,"5,158",21,20,1/126,3.95,"+1,838","8,329",35,39,1/113,5.07,-827,"1,887",7,2,1/210,2.45,-382,"3,113",11,11,1/142,3.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-24,土,いいえ,-808,"4,337",16,13,1/150,2.95,+186,"5,327",23,16,1/137,2.98,"-1,074","1,027",0,2,1/514,2.93,-231,"3,248",12,12,1/135,3.60,-525,"1,642",4,7,1/149,3.68,-526,"1,262",4,0,1/316,2.46,"+2,101","3,804",23,13,1/106,3.83,"+1,715","6,401",32,20,1/123,3.23,+477,"4,712",19,17,1/131,3.62,-182,"2,585",9,7,1/162,2.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-23,金,いいえ,-275,871,4,0,1/218,2.78,-867,800,0,3,1/267,3.39,-602,"2,175",5,10,1/145,3.88,+499,"5,671",23,22,1/126,3.99,-572,"1,904",5,6,1/173,3.22,-262,234,0,0,-,3.25,+910,"3,862",21,8,1/133,2.50,-843,"1,245",3,2,1/249,2.85,-257,150,0,0,-,3.34,"+1,380","3,397",17,14,1/110,4.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-22,木,いいえ,"-1,023","2,159",4,8,1/180,3.39,-438,"1,050",3,1,1/263,2.80,-699,"1,516",3,5,1/190,3.28,-408,"1,260",3,4,1/180,3.30,-277,204,0,0,-,3.28,+663,"4,996",21,18,1/128,3.67,-568,973,2,2,1/243,3.07,+534,"4,232",19,13,1/132,3.17,-677,932,1,2,1/311,3.06,-144,748,3,0,1/249,2.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-21,水,いいえ,-278,"1,833",7,4,1/167,2.91,-595,"1,538",3,6,1/171,3.50,-261,"4,010",14,14,1/143,3.40,-362,695,2,1,1/232,3.10,+198,"1,127",7,0,1/161,2.67,+563,"4,320",18,18,1/120,4.18,"+1,245","2,384",14,6,1/119,3.14,-143,"1,172",4,4,1/147,3.44,+290,"1,955",7,8,1/130,3.74,-93,75,0,0,-,3.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-20,火,いいえ,-667,"4,281",16,11,1/159,2.60,+380,"2,030",9,9,1/113,4.00,+191,"4,503",23,9,1/141,2.28,+53,"1,226",6,2,1/153,2.99,"+2,336","7,028",36,24,1/117,3.74,-491,740,1,1,1/370,3.02,-533,"1,220",3,1,1/305,2.66,+302,"3,460",14,14,1/124,3.95,+975,"3,372",18,10,1/120,3.28,-73,259,1,0,1/259,3.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-19,月,いいえ,-981,"2,260",5,8,1/174,3.33,+75,765,3,2,1/153,3.33,-386,423,0,1,1/423,3.29,+427,"4,465",20,12,1/140,2.77,+501,"2,562",12,7,1/135,3.11,-415,354,0,0,-,3.12,-656,"1,177",3,1,1/294,2.69,-524,"2,338",7,5,1/195,2.68,-253,"1,377",3,8,1/125,4.12,-486,946,1,4,1/189,3.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-18,日,はい,-491,"6,370",22,26,1/133,4.11,"+2,309","6,552",36,25,1/107,4.44,-615,757,1,1,1/379,3.00,+204,"4,220",16,14,1/141,3.28,-570,"4,832",16,16,1/151,3.16,+266,"4,759",21,12,1/144,2.57,"-1,622","6,577",20,19,1/169,2.51,"-1,933","5,415",16,15,1/175,2.51,-981,"3,070",7,9,1/192,2.89,+984,"3,283",17,9,1/126,3.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-17,土,いいえ,"-1,458","3,341",8,8,1/209,2.52,+793,"2,806",15,6,1/134,2.77,"+2,054","4,735",27,16,1/110,3.77,-423,"1,054",3,1,1/264,2.80,+655,"6,988",28,28,1/125,4.23,-546,579,0,2,1/290,3.38,-406,"3,001",10,11,1/143,3.52,-181,"4,051",13,18,1/131,4.18,+373,591,4,1,1/118,3.31,"+2,008","4,588",22,20,1/109,4.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-16,金,いいえ,-38,951,4,1,1/190,2.94,"+1,047","3,874",19,14,1/117,3.78,-75,970,3,5,1/121,3.85,-358,"1,218",4,3,1/174,3.15,-599,414,0,0,-,3.06,-841,"2,705",6,11,1/159,3.63,+708,"3,024",15,10,1/121,3.50,-465,726,1,3,1/182,3.52,-606,"2,860",8,7,1/191,2.69,-311,207,0,0,-,3.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-15,木,はい,"-1,495","6,846",17,34,1/134,4.73,"-1,374","9,094",23,44,1/136,4.78,"+1,034","6,219",28,17,1/138,2.61,-783,"3,537",12,9,1/168,2.67,+22,"6,664",25,22,1/142,3.15,-33,"8,119",32,26,1/140,2.98,-257,"8,190",29,26,1/149,2.84,-237,"6,942",26,23,1/142,3.15,-821,"4,842",16,17,1/147,3.37,-864,"1,839",5,4,1/204,2.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-14,水,いいえ,-591,"1,120",2,3,1/224,3.16,"-1,016","1,471",1,5,1/245,3.24,-452,714,1,3,1/179,3.53,+716,"2,893",14,10,1/121,3.59,+958,"2,733",16,6,1/124,2.87,-266,"1,790",6,6,1/149,3.38,-396,417,1,0,1/417,3.10,-984,"1,192",2,2,1/298,2.86,+962,"4,887",22,17,1/125,3.59,-125,91,0,0,-,3.40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-13,火,いいえ,+239,"2,464",11,7,1/137,3.16,-214,142,0,0,-,3.34,-857,"5,543",18,22,1/139,3.88,-286,269,0,0,-,3.21,-115,230,1,0,1/230,3.30,"+1,750","6,526",32,24,1/117,4.04,-40,932,4,3,1/133,3.45,"-1,353","2,688",7,7,1/192,2.80,"+2,334","3,814",23,16,1/98,4.50,-5,4,0,0,-,3.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-12,月,いいえ,+637,"4,865",18,23,1/119,4.61,-125,692,3,0,1/231,2.91,+618,"1,579",9,5,1/113,3.51,-638,646,0,1,1/646,3.07,+422,"4,806",19,20,1/123,4.18,-496,532,0,2,1/266,3.43,-890,"1,935",5,3,1/242,2.55,-745,"3,428",11,8,1/180,2.53,-881,"1,473",1,7,1/184,3.70,-251,468,0,3,1/156,3.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-11,日,いいえ,+770,"3,655",17,11,1/131,3.18,-387,"4,810",17,17,1/141,3.44,+28,"3,134",11,15,1/121,4.31,-284,"3,182",11,12,1/138,3.62,-421,441,0,1,1/441,3.28,+430,"3,929",16,14,1/131,3.57,-332,935,2,3,1/187,3.35,-378,"4,888",17,21,1/129,4.21,+817,"4,439",18,17,1/127,3.85,-347,"1,334",4,5,1/148,3.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-10,土,いいえ,+818,"4,624",22,15,1/125,3.38,-538,"1,285",3,3,1/214,3.04,-914,"2,289",6,6,1/191,2.89,+990,"3,094",15,12,1/115,3.91,-69,"4,427",19,10,1/153,2.40,-385,412,1,0,1/412,3.11,-990,"1,978",4,7,1/180,3.34,-974,"2,956",7,8,1/197,2.78,+495,"3,543",16,13,1/122,3.73,-700,932,2,1,1/311,2.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-08,木,はい,"-1,227","2,087",5,4,1/232,2.62,-441,"3,082",10,11,1/147,3.44,"+1,592","3,940",17,27,1/90,5.38,-126,"1,421",5,3,1/178,2.99,-135,148,0,0,-,3.34,"+4,701","6,774",39,38,1/88,5.60,-517,803,2,1,1/268,3.00,+848,"4,078",21,9,1/136,2.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-07,水,いいえ,-264,"1,152",5,0,1/230,2.58,-573,"1,252",3,3,1/209,3.07,-196,"1,037",3,3,1/173,3.29,+760,"3,336",17,10,1/124,3.27,+119,"1,782",8,5,1/137,3.24,-734,987,2,0,1/494,2.61,-440,"1,132",3,3,1/189,3.19,-631,"1,547",5,2,1/221,2.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-06,火,いいえ,+17,"2,885",13,6,1/152,2.63,-510,603,0,2,1/302,3.35,-75,"2,008",8,6,1/143,3.25,-407,586,1,1,1/293,3.17,-253,"1,071",3,4,1/153,3.50,-426,"1,359",3,6,1/151,3.68,+193,684,4,1,1/137,3.21,-140,"6,611",22,27,1/135,4.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-05,月,はい,"-2,656","3,168",3,6,1/352,2.21,-211,"4,878",20,11,1/157,2.30,"+2,386","7,558",41,19,1/126,2.37,+460,"6,872",27,27,1/127,4.10,+851,"8,795",35,33,1/129,3.95,+328,"7,234",30,21,1/142,2.65,-757,"6,713",24,23,1/143,3.28,+543,"9,450",33,42,1/126,4.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-04,日,いいえ,-301,"4,500",17,14,1/145,3.06,+380,"5,030",20,19,1/129,3.81,"-1,141","2,228",5,5,1/223,2.70,-535,781,2,1,1/260,3.02,+675,"2,528",13,7,1/126,3.19,-672,"2,601",7,11,1/145,3.78,+171,"1,356",8,0,1/170,2.51,-491,"3,255",13,7,1/163,2.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-03,土,いいえ,+603,"3,535",16,9,1/141,2.80,-278,"3,942",12,19,1/127,4.41,-159,"2,570",10,5,1/171,2.59,+368,"4,674",20,14,1/137,3.02,-253,267,0,1,1/267,3.46,-531,"6,283",21,22,1/146,3.33,+186,"3,945",14,20,1/116,4.65,-865,"2,809",9,6,1/187,2.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-02,金,いいえ,-602,739,1,1,1/370,3.02,+182,"4,687",20,16,1/130,3.46,-344,933,2,4,1/156,3.59,-221,807,3,1,1/202,3.04,-311,698,2,0,1/349,2.87,-334,"1,727",5,6,1/157,3.40,-215,"2,012",7,5,1/168,2.96,-270,"1,351",4,5,1/150,3.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-01,木,いいえ,-792,"1,648",4,4,1/206,2.96,-124,"4,472",15,19,1/132,4.10,-50,62,0,0,-,3.43,"+1,453","2,478",16,6,1/113,3.13,"+1,890","5,593",29,20,1/114,3.93,+0,892,4,2,1/149,3.24,+170,"3,746",15,12,1/139,3.24,-667,"1,887",5,7,1/157,3.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
