日付,曜日,特定日,1044番台,,,,,,,1045番台,,,,,,,1046番台,,,,,,,1047番台,,,,,,,1048番台,,,,,,,1050番台,,,,,,,1051番台,,,,,,,1052番台,,,,,,,1053番台,,,,,,,1054番台,,,,,,,1055番台,,,,,,,1056番台,,,,,,,1057番台,,,,,,,1058番台,,,,,,,1059番台,,,,,,,1060番台,,,,,,,1061番台,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定
2026-03-03,火,いいえ,-,-,-,-,-,-,-,+850,"2,736",12,9,1/130,1/5.63,3.74,-780,"1,083",1,3,1/271,1/6.09,3.27,-280,"2,057",6,7,1/158,1/6.00,3.64,-450,"2,027",6,6,1/169,1/6.25,3.36,-190,"1,647",5,5,1/165,1/5.88,3.43,-530,"1,622",4,2,1/270,1/5.46,2.51,-930,"4,026",12,10,1/183,1/6.10,2.72,"-1,330","2,354",5,3,1/294,1/6.11,2.19,"-1,130","2,438",4,11,1/163,1/6.55,4.31,-450,630,1,0,1/630,1/5.64,2.81,-870,"4,667",16,10,1/180,1/6.27,2.32,+660,"1,533",8,5,1/118,1/6.00,3.68,-460,"2,888",8,8,1/181,1/5.68,3.12,-350,597,1,0,1/597,1/5.25,2.84,+260,"5,814",16,31,1/124,1/5.84,5.30,-550,495,0,1,1/495,1/6.52,3.25
2026-03-02,月,いいえ,-,-,-,-,-,-,-,"-1,000","3,900",10,11,1/186,1/5.89,3.04,-317,289,0,0,-,1/5.57,3.15,-300,925,3,1,1/231,1/6.22,2.88,-317,556,1,2,1/185,1/6.88,3.55,+38,"3,205",13,9,1/146,1/6.40,3.28,+55,"2,208",8,8,1/138,1/6.18,3.86,"+1,333","1,787",12,5,1/105,1/6.08,3.55,"+1,866","4,942",22,23,1/110,1/5.98,5.09,"+1,666","2,161",14,6,1/108,1/5.71,3.53,-250,272,0,0,-,1/4.96,3.17,-967,"4,594",14,12,1/177,1/6.14,2.79,+50,"3,022",8,18,1/116,1/6.12,5.13,+422,"4,088",14,19,1/124,1/6.04,4.88,-345,320,0,1,1/320,1/6.93,3.46,-678,"1,463",4,2,1/244,1/6.41,2.66,-362,"3,000",10,10,1/150,1/6.40,3.68
2026-03-01,日,はい,+600,"6,044",24,16,1/151,1/5.82,2.86,-89,"5,353",19,16,1/153,1/6.00,3.33,"+1,222","7,984",30,35,1/123,1/6.08,5.17,+133,"7,178",26,25,1/141,1/6.14,4.15,+566,"6,205",26,18,1/141,1/6.21,3.30,+777,"7,240",29,24,1/137,1/6.10,3.97,"-2,089","4,601",9,13,1/209,1/6.09,2.89,"+3,288","6,624",38,13,1/130,1/5.74,2.17,-178,"4,285",17,10,1/159,1/6.32,2.65,-67,"7,071",25,23,1/147,1/6.07,3.75,-150,"4,228",14,13,1/157,1/5.86,3.43,-400,"2,554",7,8,1/170,1/5.78,3.44,"+1,600","8,396",34,33,1/125,1/6.05,4.89,"-1,312","5,151",13,17,1/172,1/6.04,3.59,"+1,522","8,123",36,26,1/131,1/6.18,3.90,-323,"4,890",18,12,1/163,1/6.15,2.66,"-1,645","4,501",12,8,1/225,1/6.04,1.97
2026-02-28,土,いいえ,-340,485,0,1,1/485,1/4.90,3.26,+390,"2,732",12,7,1/144,1/6.06,3.13,-580,836,1,2,1/279,1/6.12,3.22,-820,"2,454",7,6,1/189,1/6.43,2.94,-180,"3,182",11,8,1/167,1/5.87,2.93,"+1,970","7,296",36,21,1/128,1/6.25,3.41,-440,983,2,2,1/246,1/5.81,3.09,-860,"1,107",2,0,1/554,1/6.15,2.38,-470,"1,104",3,1,1/276,1/5.99,2.69,+200,"2,795",11,8,1/147,1/5.99,3.34,-880,"1,782",3,5,1/223,1/5.95,3.20,-120,816,3,2,1/163,1/6.55,3.33,+340,"1,244",7,1,1/156,1/6.11,2.69,-400,417,0,1,1/417,1/5.96,3.34,"-1,130","3,973",9,17,1/153,1/6.33,4.51,-430,"1,750",6,3,1/194,1/6.36,2.73,"+1,060","5,448",25,14,1/140,1/6.05,2.90
2026-02-27,金,いいえ,-460,443,0,1,1/443,1/6.26,3.31,-500,"2,238",8,2,1/224,1/6.05,2.14,-220,0,0,0,-,-,-,-420,"3,448",15,5,1/172,1/6.82,2.11,"-1,380","1,546",1,5,1/258,1/6.86,3.39,-210,0,0,0,-,-,-,"+3,340","6,782",38,17,1/123,1/5.84,2.92,-250,"2,444",8,7,1/163,1/6.02,3.29,-260,0,0,0,-,-,-,-240,0,0,0,-,-,-,-640,"2,416",8,4,1/201,1/6.28,2.46,-90,212,1,0,1/212,1/8.72,3.29,-140,576,3,0,1/192,1/8.20,2.94,+990,"4,931",22,10,1/154,1/5.66,2.29,-260,"2,083",7,7,1/149,1/6.47,3.65,+140,"1,925",9,6,1/128,1/7.11,3.60,-690,"2,585",8,3,1/235,1/5.82,2.11
2026-02-26,木,いいえ,-60,487,1,1,1/244,1/4.72,3.30,-380,349,0,1,1/349,1/6.85,3.42,-630,"1,394",3,4,1/199,1/6.34,3.32,-260,701,2,1,1/234,1/6.13,3.09,+50,"4,008",14,11,1/160,1/5.71,3.07,-580,"2,989",8,8,1/187,1/5.69,3.02,+430,"2,550",11,8,1/134,1/6.10,3.60,+540,"3,377",16,6,1/154,1/6.03,2.39,-240,0,0,0,-,-,-,-210,0,0,0,-,-,-,-380,513,1,0,1/513,1/6.15,2.93,+400,"2,356",11,7,1/131,1/6.46,3.51,+390,"2,564",11,9,1/128,1/6.33,3.89,-100,"2,008",7,4,1/183,1/5.67,2.80,-120,0,0,0,-,-,-,"+1,720","3,514",18,15,1/106,1/6.07,4.69,-300,284,0,1,1/284,1/7.03,3.50
2026-02-25,水,いいえ,-520,749,1,0,1/749,1/5.33,2.68,+140,"3,702",14,12,1/142,1/6.13,3.68,-210,"1,110",4,1,1/222,1/5.94,2.72,-580,"2,476",7,6,1/190,1/5.92,2.92,"+1,050","4,856",22,17,1/125,1/6.30,4.17,-380,"2,538",8,7,1/169,1/6.05,3.19,+400,"1,749",7,8,1/117,1/6.10,4.29,-360,898,3,0,1/299,1/6.21,2.60,"+2,100","6,256",31,21,1/120,1/6.18,4.18,-800,937,1,3,1/234,1/7.26,3.44,+350,"3,656",14,13,1/135,1/6.06,4.01,"+1,770","8,115",33,31,1/127,1/5.90,4.76,+840,"2,673",13,9,1/122,1/6.17,3.85,+520,"2,244",9,10,1/118,1/6.04,4.40,+760,"6,188",27,18,1/138,1/6.28,3.35,-200,"1,445",5,2,1/206,1/5.76,2.71,+330,"4,371",18,14,1/137,1/6.34,3.71
2026-02-24,火,いいえ,-600,679,1,1,1/340,1/7.04,3.07,-428,355,0,0,-,1/6.02,3.07,-550,939,2,2,1/235,1/6.64,3.14,+288,"4,655",21,9,1/155,1/6.30,2.25,-395,"2,235",8,4,1/186,1/6.25,2.62,-889,"2,852",7,10,1/168,1/6.33,3.73,-439,702,1,2,1/234,1/6.28,3.38,-317,"1,377",4,4,1/172,1/6.20,3.38,+61,"1,932",8,6,1/138,1/6.55,3.55,+427,"1,874",9,7,1/117,1/6.73,3.96,"+1,588","6,391",30,20,1/128,1/6.17,3.78,+511,"4,310",17,13,1/144,1/5.86,3.45,-32,215,1,0,1/215,1/6.61,3.28,-189,109,0,0,-,1/10.00,3.37,-84,"6,526",25,18,1/152,1/6.21,2.98,-739,981,1,3,1/245,1/6.51,3.39,+100,"2,804",10,10,1/140,1/6.04,3.89
2026-02-23,月,いいえ,"+1,050","4,333",19,16,1/124,1/6.09,4.30,-780,"1,396",3,1,1/349,1/5.87,2.42,"+1,430","5,107",27,11,1/134,1/6.29,2.51,+810,"4,658",20,15,1/133,1/6.09,3.77,"-1,050","3,222",8,10,1/179,1/6.24,3.37,+420,"5,582",22,16,1/147,1/5.98,3.21,-440,"2,776",10,4,1/198,1/6.03,2.23,-530,"1,537",5,1,1/256,1/6.13,2.36,-340,"2,990",12,5,1/176,1/6.42,2.35,-490,"2,674",8,6,1/191,1/5.80,2.75,+550,"6,605",28,20,1/138,1/6.38,3.52,+40,"3,203",13,9,1/146,1/6.40,3.28,-350,"2,990",10,6,1/187,1/5.80,2.53,-690,801,1,0,1/801,1/5.90,2.63,+210,"2,483",10,6,1/155,1/5.85,3.02,-50,"3,485",12,12,1/145,1/6.07,3.83,-300,"4,121",16,8,1/172,1/6.19,2.28
2026-02-22,日,いいえ,+288,"3,993",17,8,1/160,1/5.98,2.40,"+1,266","6,977",30,23,1/132,1/6.10,3.99,+294,"4,189",19,8,1/155,1/6.28,2.31,+466,"5,711",24,13,1/154,1/5.99,2.42,"-1,178","3,312",9,5,1/237,1/5.94,2.06,"-1,256","7,154",25,16,1/174,1/6.35,2.12,-628,"1,598",5,2,1/228,1/6.50,2.56,+322,"5,315",19,20,1/136,1/6.02,4.37,-828,"1,448",2,4,1/241,1/5.94,3.22,-778,"4,019",13,5,1/223,1/5.70,1.79,-6,"2,000",8,3,1/182,1/5.81,2.56,"+2,133","3,794",23,11,1/112,1/6.22,3.63,-189,"4,585",15,17,1/143,1/6.11,4.19,-289,747,2,1,1/249,1/5.96,3.03,+33,"2,603",11,7,1/145,1/6.56,3.23,-745,"1,266",2,4,1/211,1/6.44,3.42,+266,"4,810",21,12,1/146,1/6.42,2.83
2026-02-21,土,はい,+772,"3,923",19,7,1/151,1/5.99,2.29,-712,"1,721",4,3,1/246,1/5.86,2.69,"-1,512","4,510",11,14,1/180,1/6.23,3.32,"-1,534","5,557",16,13,1/192,1/6.13,2.33,-756,"3,330",10,10,1/167,1/6.35,3.33,"+1,711","5,651",30,10,1/141,1/6.04,2.03,-100,"8,627",29,33,1/139,1/6.13,4.67,"+3,266","7,592",41,23,1/119,1/6.11,3.81,"-1,012","1,433",2,3,1/287,1/6.28,2.92,"-1,112","2,922",5,8,1/225,1/5.49,2.98,"-1,167","3,670",9,10,1/193,1/6.00,2.95,+94,"4,061",19,5,1/169,1/6.37,1.86,"+1,044","5,652",23,21,1/128,1/6.00,4.43,-317,"2,501",10,3,1/192,1/6.24,2.21,"-1,123","3,621",9,10,1/191,1/6.02,3.00,-839,"3,256",10,6,1/204,1/6.05,2.32,-967,"4,816",15,16,1/155,1/6.52,3.72
2026-02-20,金,いいえ,-428,"5,733",19,19,1/151,1/6.14,3.77,-384,"1,006",2,3,1/201,1/5.87,3.40,-439,"1,948",6,3,1/216,1/5.79,2.54,-262,"2,272",9,5,1/162,1/6.63,2.90,-117,"3,323",12,7,1/175,1/5.78,2.56,"+1,711","5,893",30,12,1/140,1/5.96,2.25,-28,"1,235",4,3,1/176,1/5.48,3.21,-556,"5,199",17,16,1/158,1/6.13,3.41,"-1,167","1,899",3,5,1/237,1/6.32,3.07,-839,"1,445",2,5,1/206,1/6.30,3.54,-395,729,1,2,1/243,1/5.79,3.35,"+1,011","3,704",19,9,1/132,1/6.26,2.98,-973,"1,829",3,5,1/229,1/6.04,3.15,-745,969,1,2,1/323,1/6.13,3.07,-267,"3,765",12,13,1/151,1/6.04,3.83,-128,"2,348",7,10,1/138,1/6.08,4.24,-412,"2,477",7,7,1/177,1/5.79,3.22
2026-02-19,木,いいえ,"+1,033","5,759",24,23,1/123,1/6.27,4.73,-45,"1,314",5,3,1/164,1/6.07,3.16,-212,358,1,0,1/358,1/6.47,3.11,-789,"1,073",2,1,1/358,1/6.46,2.69,+283,"1,649",7,1,1/206,1/5.08,2.32,-450,"5,106",17,12,1/176,1/5.80,2.46,-334,"2,229",7,6,1/171,1/6.01,3.18,-74,254,1,0,1/254,1/6.41,3.23,"+1,933","4,397",25,11,1/122,1/6.17,3.08,+588,"1,413",7,4,1/128,1/5.61,3.46,-234,"1,749",6,3,1/194,1/5.85,2.73,+83,"4,565",17,14,1/147,1/6.08,3.48,"+1,133","4,293",19,15,1/126,1/5.95,4.09,+11,322,1,1,1/161,1/5.39,3.49,+572,"1,631",7,5,1/136,1/5.31,3.53,-156,625,1,4,1/125,1/6.33,4.11,"+1,944","5,051",26,17,1/117,1/6.18,4.13
2026-02-18,水,いいえ,-130,"2,491",10,4,1/178,1/6.09,2.45,+880,"3,635",17,8,1/145,1/5.78,2.70,-350,"1,155",3,3,1/193,1/6.04,3.26,+110,"1,433",6,4,1/143,1/6.23,3.39,-500,753,1,1,1/377,1/5.69,2.99,+220,"3,105",13,6,1/163,1/5.88,2.52,-350,361,0,1,1/361,1/6.17,3.41,-250,"1,371",4,4,1/171,1/6.00,3.38,-180,"3,300",13,7,1/165,1/6.25,2.61,+390,"2,740",12,7,1/144,1/6.04,3.12,-440,823,1,2,1/274,1/5.49,3.24,-570,590,1,2,1/197,1/9.85,3.51,+440,"1,904",9,4,1/146,1/5.84,2.98,-440,"1,399",4,3,1/200,1/6.20,3.03,-230,"2,276",7,7,1/163,1/5.88,3.44,-300,0,0,0,-,-,-,-290,"3,527",12,10,1/160,1/6.06,3.20
2026-02-17,火,いいえ,+770,"4,650",21,10,1/150,1/5.92,2.46,-190,735,3,1,1/184,1/7.19,3.09,-460,0,0,0,-,-,-,-150,438,1,1,1/219,1/5.74,3.36,"+2,320","6,593",33,20,1/124,1/6.02,3.70,-530,773,1,2,1/258,1/6.29,3.30,-190,386,1,0,1/386,1/5.77,3.08,-140,806,2,2,1/202,1/5.35,3.30,"+1,440","5,556",28,13,1/136,1/6.18,2.65,-140,"1,323",5,2,1/189,1/6.02,2.84,-330,821,2,2,1/205,1/6.24,3.28,-180,772,3,1,1/193,1/6.70,3.05,-600,"1,345",3,4,1/192,1/6.46,3.37,-400,413,1,0,1/413,1/8.39,3.05,-490,446,0,1,1/446,1/6.56,3.30,-730,"1,972",4,6,1/197,1/5.89,3.35,-360,"1,709",7,1,1/214,1/6.49,2.28
2026-02-16,月,いいえ,-270,"1,650",5,4,1/183,1/5.83,3.11,"+1,470","2,424",15,8,1/105,1/6.35,3.89,-170,305,1,0,1/305,1/6.97,3.17,-280,847,3,1,1/212,1/6.70,2.96,-630,"1,068",2,1,1/356,1/5.79,2.69,-550,536,0,1,1/536,1/6.03,3.20,-230,"1,193",4,2,1/199,1/6.00,2.94,-250,863,3,1,1/216,1/6.38,2.94,-10,"3,248",12,8,1/162,1/5.88,2.90,-230,"1,152",3,3,1/192,1/5.61,3.27,"-1,410","3,080",6,10,1/193,1/6.29,3.45,-400,573,1,1,1/287,1/6.52,3.20,-240,388,1,0,1/388,1/6.33,3.08,+190,913,5,1,1/152,1/6.38,2.97,-270,648,1,1,1/324,1/5.07,3.11,-320,952,3,1,1/238,1/6.15,2.85,"+1,680","4,700",25,10,1/134,1/5.96,2.54
2026-02-15,日,いいえ,-745,"2,466",8,4,1/206,1/6.37,2.41,-517,"9,154",29,33,1/148,1/6.01,4.34,-684,"3,454",11,9,1/173,1/6.25,2.95,-639,"3,407",11,8,1/179,1/6.13,2.71,-200,"3,956",13,15,1/141,1/6.21,4.20,"+2,044","7,757",40,16,1/139,1/6.17,2.09,"-1,778","7,200",19,19,1/189,1/5.86,2.52,-417,"3,685",12,10,1/168,1/5.98,3.04,+33,"2,488",9,8,1/146,1/6.04,3.59,-734,"5,125",17,14,1/165,1/6.20,2.94,"-1,478","6,129",13,24,1/166,1/5.80,4.39,+311,"6,887",24,26,1/138,1/5.99,4.51,"+3,733","7,531",41,23,1/118,1/5.88,3.86,"-1,012","3,883",11,15,1/149,1/6.75,4.20,"+1,133","2,966",16,5,1/141,1/5.75,2.48,-289,"5,150",21,12,1/156,1/6.54,2.54,-84,"4,027",18,7,1/161,1/6.58,2.19
2026-02-14,土,いいえ,+0,"2,115",4,6,1/212,1/4.49,3.19,+0,"2,934",8,5,1/226,1/4.76,2.28,+0,"3,007",8,6,1/215,1/4.79,2.46,+0,"1,257",3,2,1/251,1/4.50,2.83,+0,"3,280",14,3,1/193,1/5.85,1.85,+0,"2,794",10,7,1/164,1/5.76,2.99,+0,"2,146",5,3,1/268,1/4.42,2.35,+0,"1,225",1,2,1/408,1/3.69,2.79,+0,"1,617",4,3,1/231,1/4.62,2.80,+0,"4,318",23,8,1/139,1/7.92,2.32,+0,503,1,0,1/503,1/3.94,2.95,+0,"1,974",8,4,1/165,1/6.08,2.87,+0,"3,372",14,7,1/161,1/6.22,2.58,+0,"6,491",24,22,1/141,1/6.28,3.99,+0,"5,550",24,16,1/139,1/6.87,3.31,+0,892,0,2,1/446,1/3.45,3.12,+0,"5,651",24,19,1/131,1/7.03,4.01
2026-02-13,金,いいえ,+0,"1,295",2,2,1/324,1/4.01,2.76,+0,"2,222",8,6,1/159,1/5.86,3.22,+0,"1,439",8,2,1/144,1/8.04,2.82,+0,"3,126",10,10,1/156,1/5.64,3.55,+0,500,1,0,1/500,1/3.94,2.95,+0,"1,110",0,2,1/555,1/3.39,2.88,+0,"1,050",4,3,1/150,1/6.17,3.43,+0,"1,977",6,2,1/247,1/4.79,2.27,+0,"3,274",11,9,1/164,1/5.63,3.13,+0,609,0,1,1/609,1/3.37,3.11,+0,842,2,1,1/281,1/4.40,2.93,+0,"1,842",3,6,1/205,1/4.42,3.45,+0,"4,297",14,13,1/159,1/5.63,3.36,+0,457,0,1,1/457,1/3.44,3.29,+0,"1,463",4,2,1/244,1/4.67,2.66,+0,"2,454",10,4,1/175,1/5.94,2.48,+0,"3,458",10,13,1/150,1/5.55,4.06
2026-02-11,水,はい,"+1,366","8,315",35,27,1/134,1/6.05,3.93,"-1,567","4,992",13,13,1/192,1/6.10,2.67,+666,"8,549",34,28,1/138,1/6.19,3.93,"+3,177","7,877",41,26,1/118,1/6.13,4.24,"-1,000","5,202",16,12,1/186,1/5.96,2.37,"+1,644","7,496",35,24,1/127,1/6.32,3.94,+188,"7,524",25,29,1/139,1/5.93,4.63,-678,"2,038",6,2,1/255,1/5.87,2.23,"+3,200","7,465",36,31,1/111,1/5.95,5.10,-817,"4,119",12,13,1/165,1/6.17,3.47,-112,"2,171",9,5,1/155,1/6.59,3.01,-378,"5,799",21,15,1/161,1/6.13,2.73,-667,"1,895",5,3,1/237,1/5.87,2.56,"-1,734","6,384",14,22,1/177,1/5.81,3.76,"-1,467","2,654",5,5,1/265,1/6.04,2.42,-239,"3,976",14,10,1/166,1/5.96,2.83,"+1,044","7,963",32,23,1/145,1/5.83,3.20
2026-02-10,火,いいえ,"-1,220","3,978",8,14,1/181,1/5.80,3.75,"-1,150","2,358",5,6,1/214,1/6.32,2.96,+780,"3,205",16,5,1/153,1/5.86,2.29,-410,427,0,1,1/427,1/5.94,3.33,+790,"2,221",11,7,1/123,1/5.99,3.66,+240,"4,301",18,9,1/159,1/6.01,2.42,+260,"2,574",10,7,1/151,1/5.75,3.23,-870,"2,040",4,7,1/185,1/6.24,3.59,"+2,390","4,641",26,16,1/111,1/6.14,4.25,-20,"1,078",5,1,1/180,1/6.38,2.79,-490,611,1,0,1/611,1/6.07,2.83,-370,0,0,0,-,-,-,+110,953,4,1,1/191,1/5.37,2.88,+720,"7,428",28,32,1/124,1/6.33,5.09,-330,0,0,0,-,-,-,-640,"3,772",11,12,1/164,1/6.05,3.50,-200,"1,069",3,2,1/214,1/5.49,3.04
2026-02-09,月,いいえ,-189,111,1,0,1/111,-,3.41,-300,987,3,3,1/165,1/6.84,3.46,-323,436,2,1,1/145,1/19.43,3.40,-639,494,1,2,1/165,1/23.74,3.63,+11,"2,645",13,5,1/147,1/7.18,2.67,"+5,433","6,872",43,30,1/94,1/6.04,5.28,-534,432,0,2,1/216,1/9.40,3.66,-506,678,2,1,1/226,1/8.89,3.11,+522,"3,998",17,15,1/125,1/6.51,4.29,+272,181,3,0,1/60,-,3.41,-434,"5,300",17,22,1/136,1/6.44,4.70,-156,472,2,1,1/157,1/8.62,3.36,-189,0,0,0,-,-,-,+866,"4,663",18,20,1/123,1/6.01,4.79,-284,417,1,1,1/209,1/7.88,3.38,-439,710,2,0,1/355,1/6.64,2.76,-756,588,1,3,1/147,1/24.63,3.84
2026-02-08,日,いいえ,-700,"3,891",12,12,1/162,1/6.26,3.41,-823,"3,366",8,11,1/177,1/5.82,3.52,-278,"3,323",12,7,1/175,1/5.99,2.56,-517,562,0,2,1/281,1/6.30,3.50,"+1,444","7,358",32,26,1/127,1/6.19,4.39,+400,"4,211",19,11,1/140,1/6.46,3.05,-606,919,3,0,1/306,1/7.62,2.58,-795,"2,355",6,6,1/196,1/6.12,3.00,-517,"1,095",2,3,1/219,1/5.99,3.29,-345,"6,515",23,21,1/148,1/6.26,3.69,+455,"3,171",13,10,1/138,1/5.98,3.62,"+2,355","4,546",23,16,1/117,1/5.57,4.24,+144,"3,401",13,11,1/142,1/6.16,3.67,+655,"1,470",8,4,1/123,1/5.96,3.43,+83,"1,720",8,2,1/172,1/6.18,2.55,"+1,566","4,578",23,16,1/117,1/6.30,4.21,"+2,666","7,166",38,19,1/126,1/6.10,3.09
2026-02-07,土,いいえ,"-1,420","2,542",3,8,1/231,1/5.82,3.30,-130,"3,355",11,11,1/153,1/5.92,3.64,"+1,010","6,820",26,29,1/124,1/6.11,5.01,-100,"1,684",6,3,1/187,1/5.70,2.80,"-1,690","2,976",4,11,1/198,1/6.30,3.78,"+1,000","5,156",22,21,1/120,1/6.36,4.74,-490,"1,506",3,5,1/188,1/5.77,3.51,"+1,640","6,804",28,27,1/124,1/5.91,4.81,-800,"2,734",6,10,1/171,1/5.99,3.82,-650,"1,163",2,5,1/166,1/7.10,3.86,"+1,320","5,517",25,18,1/128,1/6.08,3.92,-230,"1,295",4,4,1/162,1/6.26,3.47,-280,"3,432",11,9,1/172,1/5.75,2.97,-300,"2,382",9,3,1/199,1/6.00,2.27,-640,"1,215",4,0,1/304,1/6.81,2.35,-560,"1,624",4,5,1/180,1/6.30,3.42,"-1,390","3,198",6,11,1/188,1/6.18,3.62
2026-02-06,金,いいえ,"+1,122","4,503",21,15,1/125,1/6.23,3.96,-273,354,1,0,1/354,1/7.63,3.12,-217,357,1,0,1/357,1/6.57,3.11,"+3,022","5,692",33,14,1/121,1/5.87,2.95,-84,"2,258",9,4,1/174,1/6.06,2.63,-495,713,1,0,1/713,1/5.39,2.72,-378,466,1,1,1/233,1/8.22,3.32,+766,"2,413",14,4,1/134,1/6.52,2.65,+22,"1,010",4,1,1/202,1/5.48,2.82,-228,155,0,0,-,1/7.53,3.31,-445,"1,224",4,1,1/245,1/6.32,2.61,+266,"3,557",13,12,1/142,1/5.88,3.80,-200,129,0,0,-,1/8.14,3.34,-350,761,2,1,1/254,1/6.23,3.02,+122,"2,996",13,5,1/166,1/6.07,2.37,-84,"1,049",3,4,1/150,1/5.86,3.72,"-1,534","3,446",7,10,1/203,1/6.17,3.10
