日付,曜日,特定日,186番台,,,,,,,187番台,,,,,,,188番台,,,,,,,189番台,,,,,,,190番台,,,,,,,191番台,,,,,,,192番台,,,,,,,193番台,,,,,,,194番台,,,,,,,195番台,,,,,,,196番台,,,,,,,197番台,,,,,,,198番台,,,,,,,199番台,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定,差枚,G数,BB,RB,合成,ブドウ,設定
2026-03-11,水,いいえ,+56,"1,445",6,6,1/120,1/7.12,4.01,"+1,116","4,140",18,17,1/118,1/6.11,4.63,+404,"6,068",24,20,1/138,1/6.23,3.88,"+1,739","2,246",16,4,1/112,1/5.98,2.88,-537,"1,470",4,2,1/245,1/5.93,2.65,+164,"3,752",17,9,1/144,1/6.66,2.86,+379,"3,892",14,18,1/122,1/6.27,4.85,"-1,229","4,296",14,6,1/215,1/6.20,1.82,-963,"2,679",7,5,1/223,1/5.99,2.45,"-1,119","3,400",8,12,1/170,1/6.30,3.77,-474,"3,711",13,8,1/177,1/6.09,2.51,-873,"2,915",8,7,1/194,1/6.11,2.80,-503,"1,888",5,3,1/236,1/5.53,2.57,"-1,018","4,686",14,12,1/180,1/6.08,2.71
2026-03-10,火,いいえ,-869,"3,295",11,5,1/206,1/6.25,2.11,-927,"4,302",13,15,1/154,1/6.56,3.88,-375,"3,302",10,12,1/150,1/6.13,3.95,-726,"1,433",3,3,1/239,1/6.17,2.95,-64,"3,007",11,7,1/167,1/5.86,2.82,-224,"5,557",20,17,1/150,1/6.20,3.44,"+1,046","7,404",34,17,1/145,1/6.18,2.34,+995,"3,491",18,5,1/152,1/5.80,2.15,-157,"6,735",23,23,1/146,1/6.06,3.98,-511,"1,172",3,3,1/195,1/6.64,3.24,-355,"4,717",16,15,1/152,1/6.17,3.57,-775,945,1,1,1/473,1/5.95,2.78,+208,"4,888",20,12,1/153,1/6.12,2.72,"-1,728","3,515",10,3,1/270,1/6.44,1.70
2026-03-09,月,いいえ,"-1,245","3,346",7,10,1/197,1/5.95,3.20,-488,865,2,1,1/288,1/6.28,2.90,+77,"3,924",18,7,1/157,1/6.54,2.26,-792,"2,859",9,3,1/238,1/5.88,1.97,-806,"1,053",1,2,1/351,1/5.95,2.98,"+1,539","4,379",22,10,1/137,1/5.73,2.72,"+5,769","7,120",47,26,1/98,1/6.04,4.87,-278,"2,388",10,1,1/217,1/6.06,1.91,-572,"1,989",6,2,1/249,1/5.77,2.26,"-1,015","2,500",5,9,1/179,1/6.27,3.73,"-1,405","5,377",13,19,1/168,1/6.05,3.90,-444,974,2,2,1/244,1/5.88,3.10,-185,"1,576",5,3,1/197,1/5.59,2.87,+411,"6,749",28,13,1/165,1/5.88,1.92
2026-03-08,日,いいえ,+425,"6,889",25,29,1/128,1/6.28,4.96,+0,"4,690",16,20,1/130,1/6.34,4.73,"+2,384","7,820",38,23,1/128,1/6.02,3.51,+20,"3,339",13,7,1/167,1/5.91,2.58,-751,"3,978",12,12,1/166,1/6.19,3.32,-802,"2,481",9,1,1/248,1/6.37,1.85,-915,"4,187",13,9,1/190,1/6.04,2.37,"+1,793","6,595",31,20,1/129,1/6.03,3.63,"-1,225","5,342",15,18,1/162,1/6.30,3.74,-714,"3,875",12,11,1/168,1/6.18,3.14,-598,"2,253",8,2,1/225,1/6.22,2.13,-716,"3,255",10,7,1/191,1/6.01,2.56,"-1,372","3,972",11,7,1/221,1/6.07,2.07,+310,"5,303",22,14,1/147,1/6.20,2.94
2026-03-07,土,いいえ,-298,"2,464",8,5,1/190,1/5.72,2.68,-441,"1,208",3,3,1/201,1/6.14,3.20,"+1,316","7,881",34,25,1/134,1/6.13,3.81,-916,"3,950",12,11,1/172,1/6.32,3.06,-938,"2,531",7,4,1/230,1/6.10,2.33,"+3,650","5,778",36,13,1/118,1/5.82,2.72,"-1,334","6,980",21,16,1/189,1/5.87,2.14,+865,"5,685",24,15,1/146,1/5.86,2.92,-491,"3,681",11,9,1/184,1/5.67,2.73,"-1,102","3,238",8,11,1/170,1/6.44,3.65,"-1,175","3,423",10,8,1/190,1/6.52,2.67,-773,"2,772",7,8,1/185,1/5.97,3.21,"-1,123","1,809",4,3,1/258,1/6.70,2.61,+275,"5,455",20,19,1/140,1/6.05,4.06
2026-03-06,金,はい,+30,"5,782",22,17,1/148,1/6.18,3.29,+419,"4,616",18,15,1/140,1/6.03,3.75,"-1,509","2,421",6,0,1/404,1/6.23,1.70,+393,"5,764",24,16,1/144,1/6.24,3.11,+886,"4,902",19,19,1/129,1/5.87,4.48,"+1,291","8,624",36,29,1/133,1/6.13,4.14,+734,"5,090",20,18,1/134,1/5.95,4.14,"-2,249","5,523",13,12,1/221,1/6.05,2.11,-911,"4,550",15,7,1/207,1/5.91,1.86,"-1,393","4,221",10,10,1/211,1/5.81,2.49,+269,"6,719",26,20,1/146,1/6.11,3.35,-105,"3,196",12,6,1/178,1/5.83,2.42,"-1,052","4,664",14,11,1/187,1/6.05,2.49,"-1,596","6,334",20,9,1/218,1/5.94,1.55
2026-03-05,木,いいえ,+220,"3,856",16,10,1/148,1/6.19,3.01,-740,"1,850",5,3,1/231,1/6.18,2.60,-884,"2,798",7,9,1/175,1/6.27,3.49,-343,"6,368",22,24,1/138,1/6.43,4.46,-355,"2,031",7,3,1/203,1/5.94,2.50,"+2,189","5,602",30,14,1/127,1/6.01,2.93,-791,"4,947",14,19,1/150,1/6.21,4.31,"+2,261","6,994",31,30,1/115,1/6.04,5.11,-582,664,1,0,1/664,1/6.27,2.77,+725,"2,526",12,9,1/120,1/6.26,3.97,-406,"2,454",7,8,1/164,1/6.00,3.55,-909,"1,311",2,2,1/328,1/6.12,2.74,"-1,425","2,359",5,4,1/262,1/6.50,2.42,-566,"3,271",11,5,1/204,1/5.86,2.13
2026-03-04,水,いいえ,-264,"3,539",13,9,1/161,1/6.22,2.93,-626,"1,509",4,2,1/252,1/6.05,2.61,"+1,977","4,177",22,12,1/123,1/5.71,3.48,-110,"1,890",7,2,1/210,1/5.56,2.37,"-1,195","2,062",4,4,1/258,1/6.26,2.65,+97,"5,373",17,19,1/149,1/5.66,4.03,"-1,622","3,257",7,6,1/251,1/6.08,2.24,+657,"5,319",23,18,1/130,1/6.45,4.03,+548,"3,403",17,4,1/162,1/6.06,2.00,"-1,358","2,551",6,4,1/255,1/6.37,2.29,"-1,197","4,122",13,10,1/179,1/6.60,2.66,-187,"2,695",11,4,1/180,1/6.20,2.32,+166,"2,353",10,6,1/147,1/6.22,3.16,-407,"7,331",25,26,1/144,1/6.27,4.21
2026-03-03,火,いいえ,-231,"3,408",13,8,1/162,1/6.27,2.78,"+2,431","6,376",35,14,1/130,1/6.07,2.45,-419,"2,144",7,2,1/238,1/5.62,2.18,"+1,063","8,835",34,33,1/132,1/6.05,4.66,-319,"3,472",13,8,1/165,1/6.28,2.72,+218,902,5,1,1/150,1/6.30,2.98,"+2,453","4,533",27,12,1/116,1/6.08,3.30,+443,"3,589",17,4,1/171,1/5.91,1.90,+976,"7,745",31,27,1/134,1/6.09,4.27,-640,"1,479",4,3,1/211,1/6.54,2.94,"-1,016","7,754",22,26,1/162,1/5.87,3.77,-931,"4,793",13,17,1/160,1/6.09,3.93,"-1,088","2,750",6,7,1/212,1/5.96,2.90,+178,"5,395",23,9,1/169,1/6.02,1.88
2026-03-02,月,いいえ,-674,"2,532",8,4,1/211,1/6.07,2.36,-651,935,2,0,1/468,1/6.17,2.53,"+2,575","6,051",32,17,1/123,1/5.91,3.38,+848,"5,971",23,21,1/136,1/5.86,4.17,"-1,262","2,109",3,6,1/234,1/6.15,3.16,-303,"1,965",7,2,1/218,1/5.79,2.31,-250,"6,344",23,17,1/159,1/6.06,2.82,+644,"4,969",21,14,1/142,1/6.04,3.22,-434,918,3,1,1/230,1/7.08,2.88,+380,"4,050",16,10,1/156,1/5.75,2.82,-253,"1,525",6,1,1/218,1/6.10,2.40,-249,"4,267",14,14,1/152,1/6.01,3.67,"-1,492","3,615",7,11,1/201,1/5.98,3.22,-736,"1,464",4,2,1/244,1/6.62,2.66
2026-03-01,日,いいえ,+585,"5,676",23,18,1/138,1/6.11,3.70,"+1,841","7,398",35,22,1/130,1/6.15,3.54,+344,"5,330",23,12,1/152,1/6.19,2.46,-657,"3,904",14,6,1/195,1/6.10,2.00,-605,"2,738",8,6,1/196,1/5.87,2.69,"+1,821","7,859",33,27,1/131,1/5.82,4.24,+498,"6,087",26,17,1/142,1/6.31,3.14,"-1,316","6,149",21,12,1/186,1/6.30,1.93,"-1,710","3,706",7,13,1/185,1/6.36,3.71,-605,"3,350",10,8,1/186,1/5.84,2.73,+390,"8,047",28,31,1/136,1/6.00,4.69,+702,"4,865",22,11,1/147,1/6.07,2.56,"-1,336","4,241",13,7,1/212,1/6.22,1.97,"-1,702","5,140",15,7,1/234,1/5.99,1.65
2026-02-28,土,いいえ,"-1,333","2,863",6,5,1/260,1/5.84,2.28,-710,"2,426",7,4,1/221,1/5.91,2.42,"-2,186","5,674",14,11,1/227,1/5.98,1.90,"-1,128","1,537",2,3,1/307,1/6.24,2.81,"-1,331","5,560",16,15,1/179,1/6.12,2.78,-570,"1,428",5,0,1/286,1/6.40,2.21,-286,"6,397",23,18,1/156,1/6.11,3.03,+989,"7,036",31,17,1/147,1/6.02,2.51,-468,"2,607",8,6,1/186,1/5.89,2.82,-199,"6,545",26,16,1/156,1/6.33,2.52,-644,"3,340",11,6,1/196,1/5.99,2.28,-806,"3,715",11,9,1/186,1/5.99,2.70,-629,"5,360",17,10,1/199,1/5.57,1.94,"+1,787","6,985",32,23,1/127,1/6.08,4.05
2026-02-27,金,いいえ,"+2,683","6,957",37,19,1/124,1/6.09,3.24,+257,"2,989",13,7,1/149,1/6.17,2.90,+642,"4,956",20,18,1/130,1/6.18,4.26,"-1,301","1,289",1,1,1/645,1/6.38,2.45,+296,"3,493",16,4,1/175,1/5.92,1.93,+60,"6,020",24,20,1/137,1/6.57,3.92,-716,"3,841",13,9,1/175,1/6.32,2.65,+588,"5,630",24,15,1/144,1/6.13,2.97,-163,"1,358",5,0,1/272,1/5.39,2.26,"+2,285","5,682",30,15,1/126,1/5.93,3.12,-641,"2,207",6,4,1/221,1/5.79,2.58,-520,"3,084",11,7,1/171,1/6.42,2.74,-458,"1,898",7,2,1/211,1/6.35,2.36,-98,"4,778",18,12,1/159,1/6.06,2.76
2026-02-26,木,はい,+762,"7,994",30,31,1/131,1/6.12,4.76,"-1,439","7,277",22,19,1/177,1/6.06,2.54,-923,"3,527",12,6,1/196,1/6.41,2.18,-634,"5,705",19,15,1/168,1/6.02,2.75,-317,"4,207",11,19,1/140,1/5.87,4.75,"+2,286","7,689",37,19,1/137,1/5.81,2.63,"+1,774","6,958",30,21,1/136,1/5.68,3.52,"-2,343","4,485",8,12,1/224,1/6.14,2.71,"-1,019","5,640",16,17,1/171,1/5.94,3.22,"-2,986","5,128",10,13,1/223,1/6.59,2.49,-246,"3,935",14,10,1/164,1/6.02,2.86,+266,"8,009",29,32,1/131,1/6.31,4.87,-744,"4,900",17,8,1/196,1/5.93,1.87,"+2,121","7,006",34,26,1/117,1/6.38,4.67
2026-02-25,水,いいえ,-833,"2,170",6,3,1/241,1/6.07,2.36,"-1,304","3,035",6,13,1/160,1/6.71,4.32,"+3,444","4,263",29,14,1/99,1/6.12,4.20,+712,"4,777",22,13,1/136,1/6.36,3.16,"+1,865","2,847",18,7,1/114,1/5.90,3.24,+691,"2,809",15,3,1/156,1/6.02,2.13,+175,"3,859",14,13,1/143,1/5.98,3.81,-363,"3,962",15,5,1/198,1/5.86,1.84,+761,"3,040",12,16,1/109,1/6.25,4.98,+99,"1,911",8,4,1/159,1/6.03,2.94,"+1,676","5,534",23,19,1/132,1/5.49,4.08,"+1,591","3,916",22,10,1/122,1/6.27,3.17,"-1,178","1,405",2,1,1/468,1/6.31,2.38,+712,"6,051",29,5,1/178,1/5.87,1.42
2026-02-24,火,いいえ,+855,"6,369",24,26,1/127,1/6.05,4.83,"+1,753","2,971",18,7,1/119,1/5.85,3.11,"+1,263","5,745",25,20,1/128,1/6.06,4.20,+797,"3,213",15,9,1/134,1/6.00,3.34,"+1,483","7,660",34,20,1/142,1/5.90,2.79,"-1,021","1,550",2,4,1/258,1/6.15,3.10,-597,"5,120",16,16,1/160,1/6.03,3.45,+426,"2,531",13,3,1/158,1/6.20,2.27,-72,"5,109",21,15,1/142,1/6.67,3.36,-876,"3,120",10,5,1/208,1/6.21,2.20,+186,"3,708",15,4,1/195,1/5.48,1.81,-561,"2,803",9,10,1/148,1/6.79,3.86,-668,"2,171",5,7,1/181,1/6.00,3.48,-698,"4,878",15,15,1/163,1/6.07,3.38
2026-02-23,月,いいえ,+817,"4,190",20,9,1/144,1/6.08,2.57,-949,"6,282",18,22,1/157,1/6.05,3.98,-665,"7,769",23,30,1/147,1/6.02,4.59,+486,"8,125",28,33,1/133,1/6.01,4.91,+437,"5,690",25,12,1/154,1/6.16,2.26,+972,"6,263",27,19,1/136,1/6.11,3.54,+406,"5,270",25,8,1/160,1/6.32,1.84,+432,"6,047",22,27,1/123,1/6.37,5.05,"+2,357","6,688",32,22,1/124,1/5.88,4.07,"+1,558","6,812",30,22,1/131,1/5.97,3.90,-83,"7,370",27,24,1/145,1/6.23,3.79,-863,"5,858",17,19,1/163,1/5.96,3.58,+910,"8,256",31,31,1/133,1/6.00,4.63,-407,"3,665",15,6,1/175,1/6.50,2.16
2026-02-22,日,いいえ,"+1,887","7,236",34,24,1/125,1/6.21,4.12,"-1,584","4,760",13,10,1/207,1/6.11,2.19,-313,"4,424",16,9,1/177,1/5.91,2.28,"-1,357","3,886",10,10,1/194,1/6.22,2.78,"-2,068","5,160",10,16,1/198,1/5.95,3.21,+408,"5,760",25,12,1/156,1/6.12,2.21,"+2,032","7,943",37,22,1/135,1/5.94,3.13,+44,"4,345",18,6,1/181,1/5.86,1.86,"+1,932","7,692",34,29,1/122,1/6.13,4.73,"+1,082","7,590",31,25,1/136,1/6.02,3.96,-556,"4,477",17,7,1/187,1/6.15,1.92,+761,"8,137",29,32,1/133,1/5.93,4.80,-34,"6,026",21,18,1/155,1/5.88,3.30,"+3,502","8,811",42,38,1/110,1/6.10,5.27
2026-02-21,土,いいえ,"+2,055","6,943",29,33,1/112,1/6.08,5.29,"-1,139","4,502",13,10,1/196,1/5.98,2.36,+239,"6,485",25,20,1/144,1/6.15,3.53,"-3,226","5,907",9,14,1/257,1/5.82,2.16,+205,"4,734",20,7,1/175,1/5.85,1.85,"-1,605","4,487",11,11,1/204,1/6.06,2.55,+422,"7,928",30,27,1/139,1/6.14,4.10,+834,"8,450",32,28,1/141,1/5.89,3.95,-878,"6,175",18,20,1/163,1/5.95,3.58,-681,"6,969",25,20,1/155,1/6.38,3.09,-101,"7,075",22,30,1/136,1/6.04,4.94,-823,"5,775",21,11,1/180,1/6.20,1.96,+601,"5,932",23,18,1/145,1/5.87,3.45,"+3,361","8,811",40,38,1/113,1/5.91,5.25
2026-02-20,金,いいえ,-698,"6,203",18,22,1/155,1/5.94,4.05,"+2,074","7,891",34,30,1/123,1/5.96,4.76,"+1,886","5,930",26,26,1/114,1/6.05,5.06,"+1,402","6,484",25,27,1/125,1/5.82,4.92,"+2,686","7,914",37,27,1/124,1/5.86,4.31,+955,"7,846",27,30,1/138,1/5.64,4.63,"+2,428","7,258",26,44,1/104,1/5.80,5.47,"-1,685","7,272",21,17,1/191,1/5.94,2.15,-132,"5,272",19,13,1/165,1/5.88,2.62,"-2,092","5,958",14,20,1/175,1/6.32,3.65,+488,"5,292",21,16,1/143,1/6.00,3.46,-844,"4,916",18,7,1/197,1/6.15,1.75,-455,"4,531",15,11,1/174,1/5.87,2.63,"+4,523","6,675",39,28,1/100,1/6.01,5.15
2026-02-19,木,いいえ,-51,"5,580",21,15,1/155,1/6.08,2.92,-461,"2,013",6,4,1/201,1/5.88,2.76,"+1,154","6,812",30,21,1/134,1/6.18,3.65,-934,938,1,1,1/469,1/6.86,2.79,-626,"8,646",28,30,1/149,1/6.11,4.10,-244,"1,240",4,3,1/177,1/6.21,3.21,+711,"4,648",18,19,1/126,1/6.08,4.64,"+2,031","4,066",24,9,1/123,1/6.02,2.80,+73,"1,893",9,2,1/172,1/6.30,2.43,-611,"2,319",4,11,1/155,1/5.81,4.41,-670,"2,280",7,7,1/163,1/6.85,3.44,"-1,017","2,648",7,3,1/265,1/5.83,2.05,-194,"3,571",12,9,1/170,1/5.76,2.87,"-1,668","4,605",13,9,1/209,1/6.30,2.10
2026-02-18,水,いいえ,+567,"8,055",31,29,1/134,1/6.22,4.43,+669,"2,098",12,3,1/140,1/6.30,2.60,+261,"2,965",13,7,1/148,1/6.22,2.93,-897,"1,137",2,1,1/379,1/6.58,2.62,+677,"4,821",21,13,1/142,1/6.09,3.09,"-1,051","2,648",7,5,1/221,1/6.22,2.48,-216,"4,490",17,11,1/160,1/6.19,2.72,+712,"4,368",19,17,1/121,1/6.54,4.49,+434,"3,294",15,7,1/150,1/6.10,2.68,"+1,225","5,943",28,15,1/138,1/6.12,2.82,-868,"1,364",3,2,1/273,1/6.66,2.72,+690,"5,051",23,9,1/158,1/5.93,2.05,-604,"1,129",2,3,1/226,1/6.18,3.25,"-1,711","5,838",13,24,1/158,1/6.24,4.59
2026-02-17,火,いいえ,-405,"2,249",7,7,1/161,1/6.31,3.47,-396,"3,916",12,11,1/170,1/5.76,3.10,"+1,914","6,901",31,24,1/125,1/5.96,4.30,-437,767,2,0,1/384,1/6.13,2.70,+291,"4,029",16,11,1/149,1/5.97,3.12,-333,"1,129",3,2,1/226,1/5.73,2.97,"+4,137","5,930",33,28,1/97,1/5.83,5.29,"-1,513","6,900",22,13,1/197,1/6.03,1.78,"-1,055","2,166",4,7,1/197,1/6.30,3.45,+615,"3,677",14,14,1/131,1/5.83,4.24,+98,"4,152",12,20,1/130,1/5.87,4.94,-122,"4,497",17,11,1/161,1/6.08,2.72,"+1,773","4,644",23,18,1/113,1/6.19,4.58,-458,"1,765",5,3,1/221,1/5.73,2.68
2026-02-16,月,はい,-272,"3,056",11,4,1/204,1/5.67,2.07,"-1,161","5,123",13,16,1/177,1/5.86,3.34,"+3,972","7,267",37,36,1/100,1/6.07,5.41,+335,"5,334",20,15,1/152,1/5.80,3.11,"+1,584","6,480",32,15,1/138,1/6.12,2.51,"+1,263","3,814",18,13,1/123,1/5.95,3.99,"+2,357","7,799",33,29,1/126,1/5.68,4.64,+729,"6,082",21,27,1/127,1/5.91,5.02,"+2,593","8,774",40,31,1/124,1/5.98,4.51,"+1,679","4,928",29,7,1/137,1/6.39,1.91,-500,"4,530",16,9,1/181,1/5.97,2.21,"+1,351","5,403",27,9,1/150,1/5.88,1.95,-584,"6,559",17,29,1/143,1/5.87,4.97,"+3,268","6,469",36,19,1/118,1/5.92,3.66
2026-02-15,日,いいえ,"+1,738","7,568",35,26,1/124,1/6.33,4.31,-379,"3,159",11,8,1/166,1/6.20,2.95,+200,"6,838",25,22,1/145,1/6.01,3.71,-253,"2,206",7,5,1/184,1/5.72,2.90,"+1,254","8,304",31,35,1/126,1/5.99,5.09,+230,"3,614",16,8,1/151,1/6.32,2.69,"-1,896","3,865",7,11,1/215,1/6.10,2.97,"+1,062","7,339",30,27,1/129,1/6.19,4.53,"-1,102","3,425",12,4,1/214,1/6.59,1.89,-453,"4,139",16,7,1/180,1/6.23,2.08,-899,"2,537",7,7,1/181,1/6.58,3.15,"-1,533","3,130",6,6,1/261,1/5.82,2.31,-203,"4,183",15,10,1/167,1/5.93,2.67,"-2,089","3,025",4,5,1/336,1/5.93,2.13
2026-02-14,土,いいえ,+730,"5,937",24,21,1/132,1/6.18,4.23,+344,"4,541",18,16,1/134,1/6.30,4.08,"-1,070","3,244",10,5,1/216,1/6.27,2.12,"-2,043","6,882",16,24,1/172,1/6.09,3.87,-321,"2,886",10,5,1/192,1/5.79,2.37,"+1,157","7,859",31,30,1/129,1/6.07,4.71,-803,"4,991",17,10,1/185,1/6.06,2.14,"-1,901","6,287",15,20,1/180,1/6.05,3.38,"-1,704","2,523",3,6,1/280,1/6.02,2.73,-134,"5,074",19,14,1/154,1/6.17,3.05,+975,"5,454",25,8,1/165,1/5.66,1.76,"+2,743","7,869",37,26,1/125,1/5.81,4.13,+303,"2,636",12,3,1/176,1/5.76,2.17,"+3,333","7,726",42,23,1/119,1/6.13,3.72
2026-02-13,金,いいえ,-787,"2,821",8,4,1/235,1/5.71,2.15,+831,"3,160",17,7,1/132,1/6.53,2.87,"-1,022","2,359",6,2,1/295,1/5.81,2.02,"-1,336","1,961",2,4,1/327,1/5.72,2.68,-985,"4,120",12,10,1/187,1/6.04,2.63,+269,"5,250",20,15,1/150,1/5.94,3.19,-520,"3,149",12,2,1/225,1/5.95,1.74,"-1,069","1,471",2,2,1/368,1/6.00,2.58,"+2,288","5,309",28,13,1/129,1/5.73,2.87,-228,"6,418",23,17,1/160,1/5.98,2.76,+120,"6,232",22,20,1/148,1/5.91,3.66,-433,"5,438",19,17,1/151,1/6.30,3.52,+887,"4,805",22,13,1/137,1/6.15,3.14,-808,"4,152",12,10,1/189,1/5.81,2.61
2026-02-12,木,いいえ,-160,"3,420",12,13,1/137,1/6.48,4.17,+241,"3,468",16,7,1/151,1/6.43,2.56,"-2,067","1,960",0,2,1/980,1/5.80,2.14,+916,"5,532",22,19,1/135,1/5.86,4.05,-439,"2,279",7,7,1/163,1/6.30,3.44,"-1,018","1,783",3,1,1/446,1/5.39,2.12,+450,"4,524",18,13,1/146,1/5.92,3.27,+781,"4,133",20,7,1/153,1/5.98,2.17,-917,"1,778",3,5,1/222,1/6.06,3.21,-540,"2,998",9,9,1/167,1/6.12,3.35,"-1,019","5,324",18,9,1/197,1/6.03,1.84,"+2,056","6,123",30,23,1/116,1/6.30,4.64,-366,"2,384",9,3,1/199,1/6.13,2.27,+711,"6,284",22,23,1/140,1/5.67,4.32
2026-02-11,水,いいえ,-572,"3,432",11,5,1/215,1/5.64,2.03,-302,"5,006",15,19,1/147,1/5.92,4.29,+568,"5,488",24,15,1/141,1/6.30,3.10,"-1,284","3,259",9,4,1/251,1/6.04,1.92,"-1,408","3,540",9,6,1/236,1/6.01,2.11,+638,"6,458",25,24,1/132,1/6.17,4.47,-194,"3,982",16,8,1/166,1/6.27,2.38,+170,"7,321",28,23,1/144,1/6.21,3.63,"-1,552","4,919",13,12,1/197,1/6.08,2.50,"-1,826","3,785",7,8,1/252,1/5.80,2.30,-757,"7,209",26,21,1/153,1/6.47,3.16,"+1,366","6,818",31,19,1/136,1/6.07,3.17,+648,"4,958",22,12,1/146,1/6.10,2.73,"-1,671","7,180",20,17,1/194,1/5.84,2.18
2026-02-10,火,いいえ,"+2,575","6,244",30,24,1/116,1/5.87,4.73,"-1,001","3,800",9,12,1/181,1/5.85,3.40,-878,"3,627",11,8,1/191,1/6.09,2.52,-89,"2,247",9,5,1/161,1/6.31,2.93,-681,"5,945",21,17,1/156,1/6.39,3.11,-288,"2,126",8,3,1/193,1/6.10,2.45,"+2,786","6,718",31,32,1/107,1/6.04,5.31,+88,"4,100",17,11,1/146,1/6.40,3.09,"+1,182","5,687",26,21,1/121,1/6.50,4.48,"-1,137","2,545",5,6,1/231,1/5.87,2.78,"-1,922","7,530",19,22,1/184,1/5.88,2.93,-974,"2,546",6,4,1/255,1/5.70,2.30,-752,"3,152",9,9,1/175,1/6.16,3.18,-328,"4,059",15,7,1/185,1/5.91,2.10
2026-02-09,月,いいえ,+561,"5,232",21,17,1/138,1/6.08,3.79,-611,"1,906",5,3,1/238,1/5.72,2.55,"+3,566","8,214",42,29,1/116,1/5.98,4.58,-449,"1,610",5,3,1/201,1/6.20,2.84,+489,"3,257",12,14,1/125,1/5.97,4.53,-374,951,3,0,1/317,1/5.95,2.55,"+1,367","5,750",27,17,1/131,1/6.15,3.50,-793,"3,129",8,12,1/156,1/6.32,4.05,-562,809,1,1,1/405,1/5.68,2.93,+343,"7,256",25,31,1/130,1/6.16,5.02,"-1,515","3,936",11,5,1/246,1/6.06,1.79,+245,"2,937",13,6,1/155,1/6.14,2.67,-648,"2,660",8,5,1/205,1/5.93,2.50,+280,"4,475",16,14,1/149,1/5.75,3.54
2026-02-08,日,いいえ,-688,"2,812",11,1,1/234,1/6.31,1.74,"+2,598","6,670",31,29,1/111,1/6.01,5.13,+21,"2,890",10,8,1/161,1/5.71,3.19,"+1,770","5,176",25,19,1/118,1/6.14,4.44,+597,"5,559",24,14,1/146,1/6.12,2.78,-611,"1,280",4,1,1/256,1/6.71,2.55,"+1,382","6,311",29,17,1/137,1/6.00,3.04,+764,"5,321",24,13,1/144,1/6.14,2.73,"+1,016","4,155",21,9,1/139,1/6.19,2.63,"-1,597","3,813",8,12,1/191,1/6.24,3.35,"-1,925","4,292",8,15,1/187,1/6.26,3.71,-328,"2,713",10,5,1/181,1/6.13,2.51,+392,"4,635",21,9,1/155,1/6.22,2.26,"-1,725","4,816",12,11,1/209,1/6.03,2.33
2026-02-07,土,いいえ,+43,"8,001",27,30,1/140,1/6.03,4.54,-408,"2,296",7,6,1/177,1/6.00,3.10,"-1,103","2,993",8,3,1/272,1/5.74,1.88,"-1,193","3,163",8,7,1/211,1/6.13,2.58,"+1,150","3,524",21,4,1/141,1/6.42,2.01,"-2,675","5,713",10,23,1/173,1/6.48,4.42,+778,"5,468",25,10,1/156,1/5.95,2.03,+26,"4,879",19,13,1/152,1/6.16,2.96,+496,"5,904",24,15,1/151,1/5.94,2.73,+186,"3,743",14,10,1/156,1/5.79,3.05,+81,"3,462",13,9,1/157,1/5.89,3.01,-410,"3,517",12,10,1/160,1/6.24,3.21,-908,"1,734",3,4,1/248,1/5.92,2.94,+267,"5,965",24,15,1/153,1/6.06,2.68
2026-02-06,金,はい,"-1,827","6,342",18,18,1/176,1/6.37,2.92,-910,"2,222",5,5,1/222,1/5.97,2.81,"+1,544","7,449",32,23,1/135,1/5.89,3.64,"+1,417","8,188",35,25,1/136,1/6.00,3.58,-334,"3,105",10,8,1/173,1/5.86,2.97,-649,"6,274",21,21,1/149,1/6.34,3.84,"-2,069","7,064",18,16,1/208,1/5.80,2.04,"+1,279","6,962",28,24,1/134,1/5.84,4.17,-966,"5,931",18,17,1/169,1/6.02,3.02,"-1,119","7,116",23,22,1/158,1/6.34,3.40,-209,"4,329",16,7,1/188,1/5.73,1.98,"+1,522","6,777",27,25,1/130,1/5.73,4.48,-461,"2,965",10,4,1/212,1/5.73,2.11,+407,"7,095",29,21,1/142,1/6.28,3.36
