日付,曜日,特定日,1511番台,,,,,,,1512番台,,,,,,,1513番台,,,,,,,1514番台,,,,,,,1515番台,,,,,,,1516番台,,,,,,,1517番台,,,,,,,1518番台,,,,,,
,,,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差,差枚,G数,BB,RB,合成,狙度,次差
2025-10-19,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+316,"3,079",0,6,1/513,14,10.0,"+1,102","3,606",0,10,1/361,4,4.0,"+3,415","3,348",0,4,1/837,0,-,-505,646,0,3,1/215,28,14.0
2025-10-18,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,296","2,328",0,7,1/333,29,5.0,"+2,510","3,185",0,9,1/354,4,-,-595,"1,576",0,4,1/394,8,4.0,-403,"3,074",0,5,1/615,24,16.0
2025-10-17,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,414","3,892",0,10,1/389,25,5.0,-500,623,0,2,1/312,20,11.0,"+2,004","3,326",0,6,1/554,9,-,"-1,091","2,219",0,4,1/555,36,11.0
2025-10-16,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,697","1,809",0,3,1/603,25,8.0,"+1,313","2,120",0,2,1/1060,17,-,+108,454,0,1,1/454,33,2.0,-502,"2,467",0,8,1/308,31,6.0
2025-10-15,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+201,368,0,1,1/368,26,3.0,+316,310,0,1,1/310,18,-,+407,930,0,2,1/465,23,5.0,"+2,315","4,739",0,13,1/365,18,-
2025-10-14,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,284","4,077",0,6,1/680,40,6.0,"+1,697","5,910",0,10,1/591,25,-,-599,"1,947",0,4,1/487,34,7.0,+114,"3,855",0,10,1/386,27,2.0
2025-10-13,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,086","3,456",0,6,1/576,34,7.0,"-1,596","2,633",0,7,1/376,39,4.0,"+1,817","6,067",0,16,1/379,35,1.0,+509,"1,002",0,2,1/501,27,-
2025-10-12,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,599","5,188",0,10,1/519,33,1.0,"+3,301","8,644",0,25,1/346,32,-,-790,"3,877",0,9,1/431,59,5.0,-896,"3,189",0,7,1/456,54,21.0
2025-10-11,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,092","3,889",0,10,1/389,29,2.0,"-2,396","2,463",0,4,1/616,41,12.0,"-1,289","7,503",0,17,1/441,59,18.0,"-2,303","4,122",0,9,1/458,27,-
2025-10-10,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,003","4,667",0,7,1/667,13,5.0,-704,563,0,1,1/563,21,8.0,"-1,688","2,398",0,4,1/600,63,42.0,"-1,194","2,183",0,4,1/546,8,-
2025-10-09,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,300","2,492",0,6,1/415,27,18.0,"+2,222","3,356",0,7,1/479,9,8.0,"+4,204","3,551",0,6,1/592,38,11.0,+715,"2,806",0,6,1/468,1,-
2025-10-08,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,911","2,092",0,3,1/697,41,11.0,-700,956,0,4,1/239,30,17.0,-699,614,0,2,1/307,69,28.0,"+1,206","3,557",0,6,1/593,13,-
2025-10-07,火,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-799,663,0,2,1/332,66,5.0,-792,"5,988",0,20,1/299,30,15.0,"-1,902","3,824",0,9,1/425,61,31.0,+0,144,0,1,1/144,15,-
2025-10-05,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,903","2,698",0,5,1/540,47,3.0,"-1,386","1,544",0,4,1/386,22,-,-300,"2,857",0,9,1/317,44,18.0,"-1,086","2,892",0,9,1/321,26,4.0
2025-10-04,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,292","6,425",0,13,1/494,29,6.0,"+3,209","7,871",0,18,1/437,23,1.0,"-1,899","4,710",0,13,1/362,51,22.0,"+2,590","6,640",0,16,1/415,22,-
2025-10-03,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+201,"2,763",0,8,1/345,6,-,+313,"1,271",0,2,1/636,55,26.0,"-2,887","4,888",0,11,1/444,22,16.0,"+3,596","4,218",0,6,1/703,29,7.0
2025-10-02,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-497,502,0,1,1/502,20,7.0,+116,"3,828",0,6,1/638,68,48.0,"+2,405","3,792",0,6,1/632,13,-,-699,"2,363",0,5,1/473,74,6.0
2025-10-01,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-503,"2,012",0,5,1/402,8,-,-789,"3,006",0,9,1/334,92,60.0,+515,"1,331",0,3,1/444,19,11.0,"-1,406","2,882",0,6,1/480,32,13.0
2025-09-30,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+619,"2,956",0,4,1/739,1,-,"-1,197","1,672",0,4,1/418,82,49.0,+0,483,0,1,1/483,33,4.0,+409,"3,885",0,7,1/555,29,28.0
2025-09-29,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+797,"1,813",0,4,1/453,14,-,-195,535,0,2,1/268,78,24.0,-97,276,0,1,1/276,54,6.0,"-1,684","1,648",0,2,1/824,48,34.0
2025-09-28,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-497,"4,882",0,16,1/305,15,-,"-1,986","2,458",0,6,1/410,72,30.0,"-1,690","2,019",0,4,1/505,42,3.0,-499,"5,753",0,12,1/479,39,24.0
2025-09-27,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,313","3,984",0,7,1/569,13,-,-193,"2,681",0,8,1/335,60,21.0,"+5,191","6,807",0,15,1/454,38,25.0,-103,414,0,2,1/207,39,1.0
2025-09-26,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-997,"4,160",0,10,1/416,25,-,"-1,093","2,279",0,6,1/380,27,2.0,"-1,296","4,985",0,13,1/383,85,53.0,"-1,085","2,647",0,5,1/529,32,5.0
2025-09-25,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,019","5,543",0,9,1/616,22,6.0,-193,615,0,2,1/308,16,-,-502,746,0,2,1/373,76,48.0,"+4,914","7,797",0,13,1/600,28,6.0
2025-09-24,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+6,409","9,091",0,19,1/478,31,21.0,+309,"1,834",0,5,1/367,10,-,"-1,593","3,793",0,11,1/345,73,18.0,"-1,195","1,623",0,2,1/812,55,24.0
2025-09-23,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,693","1,811",0,3,1/604,35,22.0,"-1,297","2,787",0,5,1/557,13,-,"-2,390","4,345",0,11,1/395,70,26.0,-300,"3,581",0,8,1/448,44,9.0
2025-09-22,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,095","1,575",0,3,1/525,28,26.0,+0,548,0,1,1/548,2,-,+307,"2,361",0,5,1/472,66,17.0,-791,987,0,4,1/247,49,21.0
2025-09-21,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-792,"7,106",0,18,1/395,42,1.0,-897,"4,132",0,14,1/295,8,-,"-1,298","5,685",0,13,1/437,57,15.0,"-1,089","7,021",0,18,1/390,41,33.0
2025-09-20,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-788,"3,745",0,9,1/416,29,20.0,"+2,716","6,242",0,13,1/480,9,-,"-2,891","2,566",0,4,1/642,59,8.0,"+3,799","6,338",0,20,1/317,51,22.0
2025-09-19,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,504","2,409",0,5,1/482,17,-,-97,190,0,1,1/190,34,17.0,+497,"4,324",0,10,1/432,44,10.0,"-1,085","1,310",0,4,1/328,96,52.0
2025-09-18,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-704,"2,762",0,8,1/345,3,-,+402,"1,963",0,6,1/327,36,33.0,-697,772,0,2,1/386,70,34.0,-898,"3,523",0,10,1/352,70,34.0
2025-09-17,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+5,113","3,610",0,5,1/722,0,-,+114,133,0,1,1/133,38,38.0,-191,"1,706",0,5,1/341,65,8.0,-594,964,0,3,1/321,57,19.0
2025-09-16,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-597,502,0,1,1/502,3,-,+215,"6,546",0,18,1/364,15,12.0,"-1,387","1,597",0,5,1/319,63,23.0,"-1,086",971,0,2,1/486,40,25.0
2025-09-15,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+910,"2,091",0,5,1/418,1,-,-396,"1,740",0,5,1/348,33,2.0,"+2,003","4,355",0,9,1/484,31,8.0,-193,263,0,1,1/263,23,22.0
2025-09-14,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+109,"4,532",0,13,1/349,1,-,"-1,690","5,556",0,16,1/347,36,19.0,"-2,207","4,064",0,13,1/313,51,15.0,"-3,198","6,446",0,18,1/358,17,16.0
2025-09-13,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,698","4,530",0,11,1/412,0,-,-101,329,0,1,1/329,22,19.0,-999,"5,017",0,11,1/456,38,16.0,-591,"3,626",0,12,1/302,3,3.0
2025-09-12,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,489","4,380",0,6,1/730,9,9.0,-596,693,0,1,1/693,23,14.0,"-1,087",849,0,2,1/425,40,17.0,"+3,299","5,588",0,13,1/430,0,-
2025-09-11,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,415","4,033",0,6,1/672,9,7.0,+116,"5,848",0,16,1/366,11,2.0,-301,436,0,2,1/218,34,23.0,+0,855,0,3,1/285,2,-
2025-09-10,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-193,"1,808",0,5,1/362,24,14.0,"+3,504","2,578",0,4,1/645,10,10.0,-794,"2,110",0,5,1/422,31,7.0,"+3,212","2,680",0,4,1/670,0,-
2025-09-09,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+712,"2,051",0,9,1/228,48,20.0,-102,502,0,1,1/502,24,17.0,"+4,204","4,326",0,9,1/481,28,4.0,+109,"1,561",0,5,1/312,7,-
2025-09-07,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-788,"1,411",0,4,1/353,66,7.0,-994,893,0,2,1/447,26,15.0,"+1,111","3,799",0,4,1/950,59,33.0,"+1,697","2,659",0,6,1/443,11,-
2025-09-06,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+906,"3,911",0,7,1/559,58,43.0,-191,564,0,3,1/188,11,-,-698,"1,992",0,5,1/398,95,37.0,+0,"2,124",0,5,1/425,15,4.0
2025-09-05,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,197","1,627",0,5,1/325,69,37.0,-599,690,0,2,1/345,8,-,"-1,798","2,567",0,6,1/428,81,12.0,-199,863,0,4,1/216,32,24.0
2025-09-04,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+112,"3,889",0,10,1/389,66,27.0,"+1,609","4,601",0,11,1/418,5,-,-794,599,0,1,1/599,78,12.0,-504,"2,065",0,6,1/344,39,34.0
2025-09-03,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-395,608,0,1,1/608,80,5.0,"+1,013","1,329",0,2,1/665,5,-,-590,510,0,1,1/510,75,38.0,+204,"2,228",0,5,1/446,37,32.0
2025-09-02,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,999","3,165",0,5,1/633,79,8.0,+804,"4,293",0,11,1/390,19,-,-497,409,0,1,1/409,71,41.0,-99,"3,558",0,7,1/508,30,11.0
2025-09-01,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,608","3,274",0,9,1/364,75,6.0,-700,"2,837",0,7,1/405,21,-,"-1,088","3,666",0,8,1/458,69,48.0,-599,"5,717",0,18,1/318,21,-
2025-08-31,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+203,"6,214",0,18,1/345,71,5.0,"+4,801","7,222",0,13,1/556,18,-,"-2,798","2,979",0,5,1/596,66,48.0,"+1,296","4,411",0,12,1/368,18,-
2025-08-30,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,297","4,815",0,11,1/438,97,51.0,-297,338,0,1,1/338,46,-,"+2,214","5,014",0,6,1/836,46,-,"-1,004","2,101",0,5,1/420,46,-
2025-08-29,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-893,"1,293",0,4,1/323,52,4.0,-103,267,0,1,1/267,48,6.0,"-2,485","4,758",0,13,1/366,85,33.0,"-1,190","2,544",0,5,1/509,42,-
2025-08-28,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,599","1,395",0,3,1/465,51,18.0,+111,"1,024",0,3,1/341,55,4.0,-304,"3,241",0,10,1/324,66,11.0,-496,606,0,3,1/202,33,-
2025-08-27,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-191,724,0,2,1/362,33,-,"-2,303","5,143",0,10,1/514,39,5.0,-302,315,0,1,1/315,71,32.0,"+5,193","7,923",0,10,1/792,34,1.0
2025-08-26,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-290,"3,070",0,7,1/439,34,12.0,"+2,003","3,888",0,10,1/389,22,-,-902,"1,323",0,4,1/331,73,19.0,"+3,419","3,439",0,8,1/430,54,20.0
2025-08-25,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-796,"1,584",0,3,1/528,31,-,-991,876,0,2,1/438,45,14.0,"-2,297","3,175",0,8,1/397,71,26.0,-391,"5,325",0,13,1/410,94,23.0
2025-08-24,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-492,"6,937",0,14,1/496,26,-,"-1,089","4,152",0,11,1/377,44,18.0,"+1,004","8,254",0,17,1/486,61,17.0,"-3,086","4,852",0,8,1/607,91,30.0
2025-08-23,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,803","7,143",0,17,1/420,24,-,"-1,297","2,728",0,6,1/455,40,16.0,-890,"1,868",0,4,1/467,73,31.0,"-1,091","4,227",0,12,1/352,42,2.0
2025-08-22,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-995,"1,432",0,3,1/477,58,31.0,"-1,190","1,297",0,3,1/432,26,-,-296,"1,632",0,5,1/326,70,12.0,-190,"1,795",0,3,1/598,27,1.0
2025-08-21,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+110,"3,730",0,10,1/373,56,19.0,"+5,320","7,091",0,17,1/417,22,-,-994,990,0,3,1/330,74,18.0,"-1,600","1,623",0,3,1/541,37,15.0
2025-08-20,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-703,"1,378",0,4,1/345,87,21.0,+110,"3,304",0,12,1/275,47,27.0,"-1,499","2,095",0,4,1/524,66,19.0,-894,"1,911",0,6,1/319,20,-
2025-08-19,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-397,"1,448",0,3,1/483,86,21.0,-793,"3,346",0,8,1/418,65,1.0,-501,"3,093",0,9,1/344,64,58.0,-188,"2,240",0,3,1/747,6,-
2025-08-18,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,088","2,358",0,6,1/393,53,37.0,"-1,597","2,529",0,8,1/316,62,9.0,"-1,199","1,227",0,2,1/614,66,4.0,+110,"1,998",0,5,1/400,16,-
2025-08-17,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-101,"5,439",0,12,1/453,49,1.0,-788,"2,613",0,7,1/373,48,17.0,"+1,507","3,400",0,4,1/850,31,8.0,"+3,925","4,206",0,7,1/601,23,-
2025-08-16,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-700,"4,819",0,16,1/301,42,14.0,"+2,591","5,698",0,11,1/518,28,-,-900,"1,777",0,4,1/444,65,23.0,"+3,300","5,687",0,10,1/569,28,-
2025-08-15,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-596,"1,940",0,6,1/323,42,5.0,"-1,793","1,968",0,3,1/656,46,4.0,"-1,092","1,608",0,3,1/536,66,20.0,"-2,484","3,070",0,8,1/384,37,-
2025-08-14,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,093","6,490",0,16,1/406,39,10.0,"-1,004","4,342",0,8,1/543,39,10.0,-297,"4,541",0,8,1/568,64,25.0,"+5,107","7,367",0,15,1/491,29,-
2025-08-13,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-997,925,0,2,1/463,34,4.0,-399,"6,295",0,13,1/484,30,-,"-1,690","4,671",0,8,1/584,65,6.0,"+1,313","3,278",0,10,1/328,59,25.0
2025-08-12,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+10,736","8,139",0,13,1/626,28,-,-496,"3,077",0,6,1/513,30,2.0,"-1,390","3,019",0,9,1/335,55,25.0,"-3,200","3,408",0,8,1/426,79,24.0
2025-08-11,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,086","3,074",0,6,1/512,41,3.0,-595,"3,849",0,9,1/428,31,-,"+4,592","6,943",0,20,1/347,38,7.0,"-1,085","2,313",0,7,1/330,74,33.0
2025-08-10,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,005","5,814",0,11,1/529,34,-,"+2,803","8,178",0,16,1/511,34,-,"-1,899","2,404",0,4,1/601,88,17.0,"-2,204","2,542",0,6,1/424,71,37.0
2025-08-09,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,904","4,063",0,12,1/339,82,16.0,"+6,122","5,534",0,11,1/503,35,-,"-1,299","2,112",0,4,1/528,55,20.0,"+1,010","4,999",0,12,1/417,66,11.0
2025-08-08,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-195,408,0,2,1/204,75,24.0,-798,"1,486",0,5,1/297,51,12.0,"-2,087","2,677",0,6,1/446,39,-,"-1,087","2,475",0,5,1/495,96,21.0
2025-08-07,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-997,"2,443",0,5,1/489,77,30.0,-194,"2,240",0,6,1/373,47,31.0,-894,"4,198",0,11,1/382,16,-,"-2,211","1,814",0,3,1/605,97,20.0
2025-08-05,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-391,577,0,3,1/192,42,2.0,"-1,004","1,362",0,3,1/454,40,38.0,-392,"1,492",0,4,1/373,2,-,"-1,194","1,382",0,2,1/691,90,48.0
2025-08-04,月,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+405,"6,604",0,10,1/660,30,29.0,"-1,599","2,336",0,7,1/334,33,3.0,+113,"4,026",0,8,1/503,1,-,-899,"2,506",0,7,1/358,78,45.0
2025-08-03,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-890,"4,667",0,9,1/519,57,30.0,"-2,889","4,493",0,10,1/449,27,14.0,"-1,190","2,430",0,5,1/486,13,-,"-3,696","4,317",0,11,1/392,77,20.0
2025-08-02,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,384","2,765",0,4,1/691,47,6.0,+199,"3,751",0,9,1/417,6,-,"+3,115","6,399",0,15,1/427,17,11.0,"-2,609","3,468",0,8,1/434,41,24.0
2025-08-01,金,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,194","2,431",0,6,1/405,30,25.0,"+6,495","6,200",0,11,1/564,5,-,+0,"1,410",0,4,1/353,44,11.0,"-1,091","2,144",0,5,1/429,33,3.0
2025-07-31,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,208","3,144",0,8,1/393,30,5.0,-701,897,0,2,1/449,8,-,"+1,307","3,781",0,10,1/378,54,24.0,-894,"1,222",0,3,1/407,25,17.0
2025-07-30,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,804","4,859",0,9,1/540,9,8.0,+905,"3,030",0,8,1/379,1,-,+0,581,0,2,1/291,72,57.0,+0,"2,097",0,8,1/262,15,6.0
2025-07-29,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+110,327,0,1,1/327,19,6.0,-398,635,0,3,1/212,11,-,-497,915,0,4,1/229,94,75.0,"+1,016","3,538",0,4,1/885,13,2.0
2025-07-28,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-590,"3,026",0,6,1/504,25,13.0,-505,456,0,1,1/456,12,-,-794,553,0,1,1/553,83,54.0,"-1,499","2,909",0,8,1/364,29,4.0
2025-07-27,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-189,"4,210",0,10,1/421,15,11.0,"+4,903","4,771",0,5,1/954,4,-,"-2,999","4,637",0,13,1/357,81,53.0,"+7,684","7,381",0,10,1/738,28,13.0
2025-07-26,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+7,528","5,298",0,4,1/1325,17,12.0,+203,"3,320",0,10,1/332,5,-,-395,955,0,3,1/318,37,20.0,"-2,391","2,889",0,5,1/578,52,15.0
2025-07-25,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,091","3,036",0,6,1/506,22,17.0,+514,"2,975",0,10,1/298,5,-,-994,"1,184",0,2,1/592,25,1.0,-97,"3,792",0,13,1/292,24,2.0
2025-07-24,木,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+307,"2,339",0,3,1/780,14,1.0,"+2,209","6,871",0,23,1/299,13,-,"-1,193",984,0,2,1/492,22,8.0,"+3,590","7,441",0,22,1/338,22,8.0
2025-07-23,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,000","2,261",0,7,1/323,17,5.0,-793,616,0,1,1/616,20,3.0,-190,202,0,1,1/202,12,-,+203,629,0,4,1/157,25,5.0
2025-07-22,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+4,097","4,588",0,7,1/655,17,7.0,"-1,384","2,291",0,6,1/382,8,-,"+1,316","2,526",0,5,1/505,10,2.0,"-1,594","3,200",0,9,1/356,35,18.0
