日付,曜日,特定日,763番台,,,,,,765番台,,,,,,766番台,,,,,,767番台,,,,,,768番台,,,,,,770番台,,,,,
,,,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定,差枚,G数,BB,RB,合成,設定
2025-08-13,水,いいえ,-241,"7,722",24,30,1/143,4.40,-714,"3,135",9,9,1/174,3.13,-891,"4,610",17,5,1/210,1.83,-811,"4,324",13,11,1/180,2.76,+710,"5,100",24,11,1/146,2.77,"+2,662","6,329",35,19,1/117,4.36
2025-08-12,火,いいえ,-851,"4,360",15,9,1/182,2.45,-927,"2,009",4,4,1/251,2.68,+689,"7,233",30,20,1/145,3.25,-50,"4,810",18,13,1/155,3.09,-546,"6,383",22,20,1/152,3.49,"+1,738","7,137",33,22,1/130,4.02
2025-08-11,月,いいえ,-327,"6,472",22,18,1/162,2.98,"+3,503","7,773",38,33,1/109,5.49,"+2,709","7,206",36,29,1/111,5.33,"-1,178","2,831",7,4,1/257,2.22,"+1,167","5,656",24,19,1/132,4.12,-168,"6,234",24,14,1/164,2.48
2025-08-10,日,はい,"-1,318","4,419",13,10,1/192,2.49,-629,"8,379",24,36,1/140,4.76,-716,"5,040",15,17,1/158,3.59,+163,"4,117",17,10,1/152,2.98,"+1,133","7,453",30,29,1/126,4.82,-473,"6,019",22,15,1/163,2.73
2025-08-09,土,いいえ,+785,"6,683",28,23,1/131,4.29,"-1,371","5,295",15,12,1/196,2.35,-105,"5,355",19,15,1/158,3.11,"+1,544","6,312",29,22,1/124,4.52,-716,"2,048",5,5,1/205,2.94,-819,"5,319",18,15,1/161,3.08
2025-08-08,金,いいえ,+303,"3,483",15,10,1/139,3.49,-567,"1,710",4,4,1/214,2.96,"+1,511","7,074",35,16,1/139,2.82,"+2,519","8,568",41,26,1/128,4.12,+759,"1,162",8,2,1/116,3.39,-884,"2,421",7,3,1/242,2.32
2025-08-07,木,いいえ,-490,"4,346",15,11,1/167,2.86,+80,"7,932",28,28,1/142,4.15,"-1,122","2,531",5,5,1/253,2.52,"-1,869","5,237",14,9,1/228,1.94,"+2,992","7,548",37,29,1/114,5.18,+867,"5,476",25,15,1/137,3.43
2025-08-06,水,いいえ,-136,"6,211",21,19,1/155,3.36,-208,"4,835",19,11,1/161,2.69,"+2,239","6,416",32,21,1/121,4.45,-699,"6,420",21,22,1/149,3.82,-575,"5,164",17,16,1/156,3.38,-211,"6,554",23,19,1/156,3.18
2025-08-04,月,いいえ,+21,"5,895",23,17,1/147,3.34,"-1,040","3,641",10,10,1/182,2.95,+686,"4,630",20,11,1/149,2.93,-370,"2,358",9,4,1/181,2.69,"-1,527","5,946",17,15,1/186,2.54,-345,"6,077",19,18,1/164,3.13
2025-08-03,日,いいえ,"-1,744","4,938",13,9,1/224,2.04,"-1,225","6,027",20,14,1/177,2.44,"+2,263","6,998",34,24,1/121,4.65,"-1,634","4,902",13,12,1/196,2.52,"-1,035","3,248",11,5,1/203,2.30,-749,"5,191",19,9,1/185,2.11
2025-08-02,土,いいえ,"-2,464","4,916",12,5,1/289,1.63,"-1,194","2,453",6,2,1/307,2.10,"+1,889","7,809",34,30,1/122,4.96,"+1,322","8,047",34,26,1/134,4.08,-335,"2,240",7,8,1/149,3.68,"+1,413","6,765",31,23,1/125,4.44
2025-08-01,金,いいえ,+716,"3,371",16,10,1/130,3.71,+751,"7,048",27,24,1/138,4.08,"-1,162","2,450",6,4,1/245,2.44,-908,"2,715",8,4,1/226,2.35,"+3,242","9,105",46,36,1/111,5.47,"+1,502","4,813",25,12,1/130,3.38
2025-07-31,木,いいえ,-733,"1,132",1,4,1/226,3.35,"-1,054","1,881",3,3,1/314,2.51,"-1,755","2,909",6,3,1/323,2.00,-411,"4,708",17,12,1/162,2.89,"-1,054","3,867",11,10,1/184,2.82,+693,"7,973",30,29,1/135,4.42
2025-07-30,水,はい,"+2,892","6,304",32,24,1/113,5.08,"-1,036","5,864",17,13,1/195,2.26,"+3,121","7,535",42,23,1/116,4.59,+326,"8,363",33,26,1/142,3.73,"-1,458","2,393",4,6,1/239,2.79,"-1,584","4,032",11,9,1/202,2.48
2025-07-29,火,いいえ,-961,"2,724",6,9,1/182,3.33,+178,"5,861",23,17,1/147,3.37,"-1,640","4,536",14,6,1/227,1.89,"-1,053","4,705",16,9,1/188,2.27,-43,"2,621",9,10,1/138,3.95,-790,"3,578",9,11,1/179,3.18
2025-07-28,月,いいえ,-205,"3,634",11,14,1/145,4.00,"+1,277","5,674",28,14,1/135,3.20,-304,"1,534",5,3,1/192,2.97,-722,"4,321",14,9,1/188,2.43,-119,"2,434",9,5,1/174,2.85,+226,"4,845",21,10,1/156,2.59
2025-07-27,日,いいえ,-390,"1,916",7,4,1/174,2.98,"+1,386","5,172",26,11,1/140,2.83,-740,"1,858",4,5,1/206,3.06,+381,"6,650",25,21,1/145,3.67,+327,"5,047",19,17,1/140,3.89,+590,"6,500",28,16,1/148,2.89
2025-07-26,土,いいえ,-178,"2,958",11,7,1/164,2.96,"+2,712","7,576",37,28,1/117,5.04,"+2,769","7,420",39,23,1/120,4.45,"-1,089","6,652",21,19,1/166,2.98,"+3,359","6,950",38,22,1/116,4.63,"-1,673","3,503",7,7,1/250,2.30
2025-07-25,金,いいえ,"+3,391","8,009",40,32,1/111,5.39,-855,"3,306",11,8,1/174,2.87,"+2,739","6,433",35,19,1/119,4.24,"-1,180","5,861",19,14,1/178,2.51,"-1,088","1,459",2,3,1/292,2.82,+805,"8,204",32,31,1/130,4.69
2025-07-24,木,いいえ,-234,"5,509",23,8,1/178,1.96,"-1,178","1,926",3,4,1/275,2.69,-451,"5,608",19,16,1/160,3.11,-234,"5,424",21,15,1/151,3.18,"-1,016","2,315",5,5,1/232,2.70,-246,"2,009",8,2,1/201,2.49
2025-07-23,水,いいえ,"-1,304","5,624",18,10,1/201,2.00,+501,"4,833",23,8,1/156,2.32,-561,"4,869",19,9,1/174,2.29,+156,"4,559",18,11,1/157,2.87,"+1,558","6,458",31,20,1/127,4.10,+216,"5,770",20,20,1/144,3.92
2025-07-22,火,いいえ,-454,"1,326",4,1,1/265,2.61,"+1,186","5,277",25,16,1/129,3.90,-99,"6,168",25,17,1/147,3.22,+160,"6,489",26,17,1/151,2.99,-445,"3,844",13,12,1/154,3.45,"-2,110","4,112",9,5,1/294,1.81
2025-07-21,月,いいえ,"+2,073","7,686",34,28,1/124,4.76,+514,"5,584",24,16,1/140,3.48,"-1,017","4,916",15,12,1/182,2.61,+531,"5,515",22,20,1/131,4.32,-369,"3,731",13,7,1/187,2.43,-538,"5,856",19,20,1/150,3.77
2025-07-20,日,はい,"-1,322","1,627",1,3,1/407,2.61,"+3,715","8,251",43,31,1/112,5.31,+262,"4,176",16,10,1/161,2.86,"-1,004","4,264",11,11,1/194,2.70,"+3,798","9,510",47,38,1/112,5.49,-484,"4,021",15,7,1/183,2.32
2025-07-19,土,いいえ,-662,"6,630",22,24,1/144,4.10,-938,"5,396",16,15,1/174,2.89,"+1,132","6,671",31,10,1/163,1.93,"-2,089","4,366",7,13,1/218,2.81,-399,"5,800",22,14,1/161,2.70,-351,"5,574",24,13,1/151,2.79
2025-07-18,金,いいえ,-856,"4,589",15,12,1/170,2.87,-182,"3,360",13,7,1/168,2.72,"+1,051","6,894",32,17,1/141,3.01,-383,"5,240",20,12,1/164,2.63,-496,"3,935",16,5,1/187,2.10,+23,"6,304",24,24,1/131,4.52
2025-07-17,木,いいえ,-514,"2,104",7,3,1/210,2.56,+63,"3,423",13,9,1/156,3.14,+749,"7,845",32,23,1/143,3.49,-643,"4,467",15,9,1/186,2.37,-743,"1,107",3,1,1/277,2.75,+328,"6,365",25,18,1/148,3.26
2025-07-16,水,いいえ,-313,"3,860",15,7,1/175,2.43,"+1,891","6,613",29,27,1/118,5.07,-346,"5,018",17,17,1/148,3.76,+377,"5,086",22,14,1/141,3.35,"+1,985","5,395",29,14,1/125,3.60,+336,"6,598",27,18,1/147,3.18
2025-07-15,火,いいえ,"+1,086","7,176",32,17,1/146,2.77,-426,"3,054",10,8,1/170,3.04,-91,"4,091",17,5,1/186,2.05,-679,"3,229",10,8,1/179,2.87,-821,"3,532",10,8,1/196,2.61,+513,"5,572",26,10,1/155,2.32
2025-07-14,月,いいえ,-562,"1,595",5,2,1/228,2.66,+0,"6,265",22,23,1/139,4.23,+693,"5,018",23,12,1/143,3.00,+404,"4,097",20,6,1/158,2.33,-487,"2,745",8,8,1/172,3.21,+76,"4,692",19,11,1/156,2.81
2025-07-13,日,いいえ,+729,"7,394",32,23,1/134,3.91,-257,"4,761",18,8,1/183,2.16,-202,"5,441",23,6,1/188,1.78,+477,"5,634",22,18,1/141,3.76,+16,"5,253",19,18,1/142,3.91,"-1,190","5,870",19,14,1/178,2.50
2025-07-12,土,いいえ,-256,"4,492",15,14,1/155,3.43,"+1,697","7,249",33,23,1/129,4.13,"-1,774","5,665",17,13,1/189,2.37,"-1,548","3,346",8,7,1/223,2.45,+604,"7,176",31,19,1/144,3.14,+437,"5,653",24,15,1/145,3.17
2025-07-11,金,いいえ,-418,"5,638",22,9,1/182,2.00,-924,"1,589",3,4,1/227,3.01,"+2,627","7,378",39,16,1/134,2.81,"-1,090","2,689",6,4,1/269,2.27,"+2,452","7,546",39,20,1/128,3.60,+320,"6,339",27,13,1/158,2.38
2025-07-10,木,はい,"+1,510","7,822",35,21,1/140,3.26,+79,"6,910",24,27,1/135,4.54,"-1,691","3,557",7,8,1/237,2.44,"+3,242","9,110",45,29,1/123,4.52,"-1,074","2,547",6,7,1/196,3.01,+227,"6,466",25,20,1/144,3.62
2025-07-09,水,いいえ,-873,"8,086",25,27,1/156,3.66,-505,"5,701",19,16,1/163,3.03,-269,"6,431",23,19,1/153,3.29,"+1,119","6,623",29,21,1/132,4.00,"+1,172","6,222",27,21,1/130,4.24,"-1,579","5,917",18,12,1/197,2.12
2025-07-07,月,いいえ,-579,"1,026",1,3,1/257,3.20,-315,"2,227",7,7,1/159,3.43,"-2,038","5,985",17,11,1/214,1.94,-981,"3,967",11,10,1/189,2.73,+730,"5,323",24,16,1/133,3.76,-397,"5,429",22,12,1/160,2.59
2025-07-06,日,いいえ,-101,"6,110",24,15,1/157,2.77,-258,"4,726",21,7,1/169,2.15,"-1,216","5,542",17,16,1/168,3.04,-510,"6,697",24,20,1/152,3.34,"-1,111","4,181",14,7,1/199,2.18,"+1,066","7,267",30,25,1/132,4.30
2025-07-05,土,いいえ,-300,"5,939",21,13,1/175,2.37,"-1,213","3,880",8,16,1/162,3.97,+67,"6,576",21,26,1/140,4.44,"+2,221","6,781",34,23,1/119,4.66,+175,"4,709",19,13,1/147,3.26,+955,"6,492",29,13,1/155,2.37
2025-07-04,金,いいえ,"-1,687","3,082",7,3,1/308,1.95,+919,"4,622",23,9,1/144,2.68,+330,"7,258",28,26,1/134,4.35,-846,"4,039",14,7,1/192,2.27,-169,"6,509",26,15,1/159,2.57,-421,"5,764",24,12,1/160,2.45
2025-07-03,木,いいえ,"+1,627","6,129",31,16,1/130,3.46,"+1,065","6,175",31,14,1/137,2.92,-701,"6,125",19,23,1/146,4.14,-992,"4,498",13,13,1/173,3.05,-686,"6,056",23,16,1/155,2.97,+552,"6,294",27,14,1/154,2.59
2025-07-02,水,いいえ,+190,"4,663",18,14,1/146,3.48,"+2,432","6,837",34,22,1/122,4.41,-864,"6,115",22,12,1/180,2.16,-548,"5,537",22,11,1/168,2.33,"+1,320","6,572",31,15,1/143,2.79,"+1,592","7,154",32,22,1/132,3.93
2025-07-01,火,いいえ,+663,"5,215",24,10,1/153,2.47,"+1,349","7,299",30,25,1/133,4.27,"+2,454","6,378",32,21,1/120,4.49,+485,"5,698",24,15,1/146,3.13,+551,"3,434",18,6,1/143,2.75,-640,"5,884",20,15,1/168,2.73
2025-06-30,月,はい,"+1,897","6,598",32,18,1/132,3.55,-562,"3,226",11,6,1/190,2.50,"+1,702","6,986",37,16,1/132,3.04,-403,"6,327",21,23,1/144,4.10,"-1,623","2,998",6,7,1/231,2.61,-98,"5,373",22,11,1/163,2.44
2025-06-29,日,いいえ,-680,"3,721",13,8,1/177,2.63,"+1,455","6,684",31,18,1/136,3.38,-310,"4,449",16,11,1/165,2.84,+460,"5,925",28,15,1/138,3.19,+833,"5,136",26,9,1/147,2.44,+618,"6,883",30,17,1/146,2.90
2025-06-28,土,いいえ,-587,"1,677",5,2,1/240,2.59,-556,"6,197",22,18,1/155,3.22,"-1,490","4,806",16,5,1/229,1.74,"-1,358","6,014",20,14,1/177,2.45,"+2,830","6,388",36,20,1/114,4.61,+396,"4,895",20,15,1/140,3.64
2025-06-27,金,いいえ,"+2,966","6,437",37,21,1/111,4.84,"+1,530","5,881",29,14,1/137,3.07,-809,"3,114",9,9,1/173,3.15,-962,"6,436",26,11,1/174,2.00,"+1,046","7,160",30,19,1/146,3.09,-997,"3,941",9,12,1/188,3.07
2025-06-26,木,いいえ,"+1,916","6,807",35,17,1/131,3.31,+457,"5,341",21,17,1/141,3.74,+709,"5,427",24,15,1/139,3.40,"+1,749","8,411",38,26,1/131,4.04,-591,"3,177",11,6,1/187,2.54,-182,"5,119",19,10,1/177,2.30
2025-06-25,水,いいえ,-304,"3,454",10,12,1/157,3.62,+628,"5,456",23,15,1/144,3.29,-378,"5,775",23,13,1/160,2.58,+182,"6,372",27,14,1/155,2.53,"-1,314","3,107",8,7,1/207,2.64,-545,"5,312",21,9,1/177,2.12
2025-06-24,火,いいえ,+825,"2,899",15,7,1/132,3.35,-519,"1,895",5,5,1/190,3.10,+127,"5,256",23,9,1/164,2.23,+738,"5,546",23,19,1/132,4.15,+77,"5,010",20,11,1/162,2.61,-204,"2,970",12,4,1/186,2.36
2025-06-23,月,いいえ,"+4,774","8,359",51,23,1/113,4.51,-803,"1,234",1,5,1/206,3.51,"-1,014","5,468",17,12,1/189,2.33,"-1,772","5,287",12,16,1/189,2.96,"+1,838","6,206",28,25,1/117,5.03,+381,"6,400",25,20,1/142,3.69
2025-06-22,日,いいえ,+961,"6,002",28,11,1/154,2.30,-486,"4,561",17,9,1/175,2.40,"-1,602","4,925",14,12,1/189,2.55,-552,"6,171",24,14,1/162,2.53,"-1,113","4,678",12,17,1/161,3.72,-651,"5,387",19,10,1/186,2.15
2025-06-21,土,いいえ,+79,"5,191",19,16,1/148,3.50,"+1,098","5,837",30,10,1/146,2.33,"-1,418","4,541",12,13,1/182,2.95,-149,"5,616",22,12,1/165,2.45,"-1,254","6,250",19,18,1/169,2.99,"-1,191","4,916",16,6,1/223,1.80
2025-06-20,金,はい,"-1,479","4,652",13,14,1/172,3.13,"+1,522","6,025",30,14,1/137,3.00,+986,"7,291",34,16,1/146,2.59,"+2,089","7,391",38,19,1/130,3.43,-607,"1,689",6,0,1/282,2.24,"+2,103","9,060",39,33,1/126,4.80
2025-06-19,木,いいえ,-744,"5,651",19,13,1/177,2.47,+174,"5,133",23,11,1/151,2.68,-933,"4,600",14,12,1/177,2.80,-834,"5,811",17,16,1/176,2.82,-617,"3,542",13,6,1/186,2.38,-508,"5,767",23,9,1/180,1.97
2025-06-18,水,いいえ,+528,"5,154",21,15,1/143,3.45,-712,"1,860",5,3,1/233,2.65,+456,"5,365",22,17,1/138,3.80,"+2,262","7,746",36,26,1/125,4.51,"+2,014","5,123",26,21,1/109,5.12,"-1,210","4,967",13,19,1/155,3.95
2025-06-17,火,いいえ,-368,"2,522",11,3,1/180,2.45,+853,"3,288",16,8,1/137,3.26,+721,"4,346",23,6,1/150,2.30,"-1,914","6,279",16,17,1/190,2.62,+903,"4,994",21,17,1/131,4.10,-163,"6,176",24,14,1/163,2.52
2025-06-16,月,いいえ,"+1,193","6,191",28,19,1/132,3.90,-179,"4,500",18,6,1/188,2.02,"+1,185","7,050",33,13,1/153,2.20,"-1,809","5,024",12,15,1/186,2.97,-532,"6,621",24,21,1/147,3.63,-776,"6,408",21,22,1/149,3.83
2025-06-15,日,いいえ,+48,"5,858",20,21,1/143,4.05,-767,"7,765",21,32,1/147,4.48,+887,"6,802",30,13,1/158,2.22,"+2,268","5,275",32,10,1/126,2.92,"+1,099","5,849",25,16,1/143,3.29,-326,"4,770",19,8,1/177,2.19
2025-06-14,土,いいえ,"+2,382","7,785",40,18,1/134,2.95,-728,"6,076",19,19,1/160,3.35,"+1,627","7,190",35,18,1/136,3.17,+111,"5,077",19,17,1/141,3.85,+394,"6,066",27,15,1/144,2.99,-67,"6,212",27,9,1/173,1.90
2025-06-13,金,いいえ,+166,"6,070",26,14,1/152,2.71,"-1,522","2,975",5,8,1/229,2.78,-200,"7,066",28,14,1/168,2.16,"-1,147","5,102",16,13,1/176,2.72,-880,"2,588",6,8,1/185,3.22,"+3,349","6,886",41,10,1/135,2.16
2025-06-12,木,いいえ,"-1,465","4,665",12,12,1/194,2.64,-611,"1,317",3,2,1/263,2.79,-555,"5,190",21,10,1/167,2.34,"-1,657","3,062",7,5,1/255,2.25,"+2,602","8,348",38,31,1/121,4.97,-715,"4,588",15,9,1/191,2.30
2025-06-11,水,いいえ,-488,"2,842",9,5,1/203,2.49,+206,"5,242",22,13,1/150,2.96,+385,"6,385",25,19,1/145,3.47,"+1,573","5,597",29,13,1/133,3.11,-872,"4,103",12,11,1/178,2.89,-95,"4,834",18,15,1/146,3.55
2025-06-10,火,はい,"+1,261","4,504",23,10,1/136,3.03,"+1,189","6,322",29,19,1/132,3.84,-678,"3,301",12,6,1/183,2.50,-515,"5,839",25,7,1/182,1.79,-840,"1,659",4,2,1/277,2.54,+57,"6,226",26,10,1/173,1.98
2025-06-09,月,いいえ,"+1,109","4,735",21,14,1/135,3.65,-966,"3,051",9,6,1/203,2.53,-598,"1,514",3,4,1/216,3.09,+579,"6,685",26,20,1/145,3.48,"+1,127","5,217",20,21,1/127,4.63,+988,"3,844",19,8,1/142,2.91
