日付,曜日,特定日,873番台,,,,,,,,875番台,,,,,,,,876番台,,,,,,,,877番台,,,,,,,,878番台,,,,,,,,880番台,,,,,,,,881番台,,,,,,,,882番台,,,,,,,,883番台,,,,,,,,885番台,,,,,,,,886番台,,,,,,,,887番台,,,,,,,,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2025-08-31,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,340","5,686",0,14,1/406,-,31,2.0,"-2,814","3,129",0,6,1/522,-,37,6.0,"-2,484","4,060",0,8,1/508,-,29,6.0,"-2,015","6,473",0,14,1/462,-,50,13.0,+245,"7,163",0,20,1/358,-,56,6.0,-167,"3,933",0,10,1/393,-,84,10.0,"+1,257","2,192",0,3,1/731,-,16,-,-881,"5,379",0,18,1/299,-,68,12.0,"-2,790","2,936",0,5,1/587,-,88,4.0,"-1,726","2,495",0,6,1/416,-,74,6.0,"+2,215","8,607",0,19,1/453,-,23,7.0,"-2,156","6,462",0,17,1/380,-,88,4.0
2025-08-30,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,085","7,328",0,19,1/386,-,25,7.0,"+3,006","8,607",0,13,1/662,-,30,5.0,-422,"3,198",0,5,1/640,-,18,-,+591,"5,102",0,13,1/392,-,35,5.0,"-2,627","4,339",0,11,1/394,-,52,11.0,"-2,534","6,402",0,13,1/492,-,72,9.0,+432,"5,582",0,13,1/429,-,38,3.0,"-1,369","6,813",0,19,1/359,-,63,11.0,"-2,204","5,239",0,13,1/403,-,88,1.0,"-1,453","5,262",0,13,1/405,-,74,2.0,"+2,382","8,455",0,26,1/325,-,41,3.0,"-1,867","3,861",0,9,1/429,-,87,13.0
2025-08-29,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,579","2,382",0,2,1/1191,-,19,5.0,"-1,640","4,276",0,10,1/428,-,51,1.0,"+1,836","4,962",0,7,1/709,-,14,-,"-1,246","2,258",0,4,1/565,-,57,6.0,"-2,018","3,709",0,11,1/337,-,50,5.0,"-1,088","2,604",0,9,1/289,-,66,5.0,-677,"6,315",0,16,1/395,-,24,5.0,"-1,852","1,974",0,4,1/494,-,45,10.0,"-1,233","4,393",0,13,1/338,-,87,21.0,-650,"3,316",0,9,1/368,-,35,11.0,"+1,159","4,298",0,10,1/430,-,61,4.0,"-1,357","7,431",0,17,1/437,-,87,21.0
2025-08-28,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-226,"5,138",0,11,1/467,-,21,2.0,"+2,913","7,331",0,17,1/431,-,32,9.0,"+2,431","2,662",0,4,1/666,-,19,-,+698,"2,420",0,5,1/484,-,49,10.0,"-1,215","2,023",0,4,1/506,-,33,1.0,+76,"3,355",0,9,1/373,-,64,15.0,+736,"1,386",0,3,1/462,-,23,2.0,"+5,734","5,739",0,12,1/478,-,34,1.0,"-2,580","6,179",0,15,1/412,-,88,2.0,-940,"1,293",0,2,1/647,-,39,5.0,"-2,186","6,249",0,14,1/446,-,92,4.0,-984,"5,022",0,13,1/386,-,86,22.0
2025-08-27,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+7,123","7,488",0,14,1/535,-,20,-,-433,"2,285",0,6,1/381,-,89,3.0,-104,332,0,1,1/332,-,37,6.0,-814,682,0,2,1/341,-,83,9.0,"-2,065","3,487",0,7,1/498,-,31,6.0,-400,"4,140",0,10,1/414,-,86,3.0,-522,"3,428",0,7,1/490,-,46,9.0,"-3,286","6,108",0,13,1/470,-,71,25.0,-859,"1,679",0,4,1/420,-,86,3.0,"-3,703","4,279",0,8,1/535,-,25,5.0,-705,"5,234",0,13,1/403,-,74,3.0,-667,919,0,3,1/306,-,86,3.0
2025-08-26,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+407,"7,056",0,18,1/392,-,49,25.0,"-1,225","1,962",0,4,1/491,-,72,23.0,"-2,254","3,126",0,6,1/521,-,24,2.0,-275,"3,855",0,11,1/350,-,88,4.0,-727,624,0,1,1/624,-,18,-,"-1,873","3,524",0,10,1/352,-,78,6.0,"-2,066","3,494",0,8,1/437,-,22,3.0,-990,"1,913",0,5,1/383,-,49,25.0,-442,"4,467",0,13,1/344,-,84,6.0,"+3,006","2,481",0,4,1/620,-,19,1.0,"-2,230","3,399",0,9,1/378,-,84,6.0,"-1,742","3,192",0,8,1/399,-,92,4.0
2025-08-25,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,899","5,849",0,14,1/418,-,51,1.0,"-1,054","3,009",0,6,1/502,-,50,15.0,"+5,066","5,656",0,9,1/628,-,11,-,-645,"3,164",0,8,1/396,-,82,8.0,"+2,290","5,199",0,10,1/520,-,13,2.0,"-1,190","2,060",0,3,1/687,-,61,2.0,+404,"4,426",0,12,1/369,-,19,6.0,"-2,156","2,203",0,4,1/551,-,51,1.0,"-2,583","3,422",0,10,1/342,-,59,8.0,"+1,299","5,717",0,10,1/572,-,20,1.0,-884,"1,514",0,4,1/379,-,35,15.0,"-2,116","3,908",0,9,1/434,-,74,13.0
2025-08-24,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,348","7,167",0,15,1/478,-,45,19.0,"-1,545","6,058",0,13,1/466,-,53,3.0,"-1,056","4,372",0,10,1/437,-,14,-,-100,"4,327",0,9,1/481,-,71,1.0,"+6,268","7,839",0,13,1/603,-,16,2.0,"-1,851","4,891",0,13,1/376,-,46,1.0,"-1,714","3,346",0,6,1/558,-,21,5.0,"-2,347","1,925",0,4,1/481,-,25,4.0,"-3,986","7,559",0,15,1/504,-,50,4.0,"-2,275","3,290",0,7,1/470,-,25,4.0,-120,"4,418",0,8,1/552,-,26,1.0,"-1,456","7,303",0,14,1/522,-,70,17.0
2025-08-23,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+785,"6,487",0,13,1/499,-,35,1.0,"-1,545","5,051",0,13,1/389,-,23,1.0,"+5,276","7,192",0,15,1/479,-,16,-,"-2,375","5,213",0,13,1/401,-,66,27.0,"-3,320","6,071",0,16,1/379,-,25,1.0,-184,"6,790",0,20,1/340,-,24,1.0,"+2,330","8,106",0,19,1/427,-,19,3.0,"+1,098","7,097",0,14,1/507,-,16,-,"-2,747","2,997",0,6,1/500,-,39,4.0,"+1,274","7,596",0,13,1/584,-,16,-,"-2,626","4,577",0,14,1/327,-,22,3.0,"-1,102","6,469",0,13,1/498,-,34,9.0
2025-08-22,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,045","4,618",0,11,1/420,-,55,8.0,"+1,209","1,747",0,3,1/582,-,23,1.0,"-1,146","2,891",0,11,1/263,-,31,5.0,+81,"4,851",0,13,1/373,-,64,9.0,"+4,496","5,007",0,9,1/556,-,22,3.0,-807,621,0,1,1/621,-,19,2.0,-657,587,0,1,1/587,-,47,8.0,-19,"4,277",0,11,1/389,-,17,2.0,-211,422,0,1,1/422,-,31,5.0,"-1,320","1,396",0,3,1/465,-,26,3.0,"+1,101","3,546",0,10,1/355,-,15,-,"-1,903","2,755",0,4,1/689,-,39,8.0
2025-08-21,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,468","2,899",0,5,1/580,-,68,42.0,"-1,145","3,020",0,10,1/302,-,25,1.0,-790,"2,693",0,6,1/449,-,24,3.0,-621,"1,465",0,3,1/488,-,86,18.0,-879,"4,020",0,10,1/402,-,26,1.0,-399,"6,601",0,15,1/440,-,7,-,-500,503,0,1,1/503,-,21,3.0,"+4,489","8,469",0,23,1/368,-,18,3.0,-484,"1,572",0,2,1/786,-,15,1.0,+560,"6,067",0,13,1/467,-,14,7.0,"+1,828","2,685",0,5,1/537,-,15,1.0,-609,"2,530",0,10,1/253,-,18,3.0
2025-08-20,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,406","6,018",0,12,1/502,-,61,34.0,"+1,920","7,631",0,17,1/449,-,21,2.0,"+3,570","8,264",0,17,1/486,-,19,1.0,"-1,142","2,018",0,4,1/505,-,87,26.0,"+3,421","3,663",0,4,1/916,-,19,1.0,"+2,967","7,381",0,17,1/434,-,6,-,"+1,679","6,726",0,15,1/448,-,16,10.0,"-2,326","4,822",0,10,1/482,-,27,5.0,"+4,452","7,348",0,13,1/565,-,16,10.0,"-2,540","3,578",0,9,1/398,-,22,1.0,"-3,440","4,064",0,9,1/452,-,18,2.0,"+1,208","6,775",0,15,1/452,-,18,2.0
2025-08-19,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,042","8,986",0,19,1/473,-,58,30.0,-315,637,0,2,1/319,-,28,2.0,"+7,773","9,541",0,17,1/561,-,19,1.0,-274,622,0,2,1/311,-,86,28.0,"+1,720","3,048",0,6,1/508,-,19,1.0,-887,"3,273",0,10,1/327,-,8,-,"-1,408","6,753",0,17,1/397,-,18,7.0,"-2,113","3,105",0,6,1/518,-,11,2.0,"+2,735","8,332",0,21,1/397,-,26,7.0,"+2,075","4,350",0,5,1/870,-,9,1.0,"+2,930","5,781",0,12,1/482,-,11,2.0,"+2,273","6,948",0,18,1/386,-,18,7.0
2025-08-18,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,722","2,463",0,5,1/493,-,91,21.0,"-2,323","5,664",0,14,1/405,-,24,6.0,+134,"3,696",0,7,1/528,-,45,3.0,"-1,656","2,693",0,7,1/385,-,64,19.0,-187,"2,510",0,4,1/628,-,42,1.0,+569,"3,069",0,7,1/438,-,9,1.0,"+1,896","2,762",0,7,1/395,-,14,5.0,"+1,792","8,613",0,14,1/615,-,8,-,-441,"4,776",0,12,1/398,-,70,6.0,+818,"2,947",0,6,1/491,-,15,1.0,"+2,830","3,270",0,6,1/545,-,18,3.0,"-1,543","3,349",0,8,1/419,-,41,17.0
2025-08-17,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,110","7,434",0,12,1/620,-,82,23.0,"+2,805","6,133",0,14,1/438,-,11,3.0,"-2,491","5,983",0,13,1/460,-,59,11.0,-559,"4,615",0,10,1/462,-,46,10.0,"-4,338","4,488",0,9,1/499,-,36,2.0,"+1,364","3,215",0,6,1/536,-,8,-,"-2,143","4,728",0,10,1/473,-,22,6.0,"+1,669","3,696",0,7,1/528,-,16,5.0,-535,"6,758",0,15,1/451,-,34,9.0,"-1,066","3,416",0,9,1/380,-,22,6.0,"-1,952","6,456",0,16,1/404,-,25,3.0,+673,"6,962",0,16,1/435,-,48,2.0
2025-08-16,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,937","6,154",0,12,1/513,-,48,4.0,"-2,406","5,528",0,12,1/461,-,19,3.0,"-2,578","5,150",0,15,1/343,-,44,8.0,"-1,931","5,047",0,14,1/361,-,36,13.0,"-2,869","8,190",0,23,1/356,-,23,1.0,+923,"7,816",0,19,1/411,-,15,5.0,-932,"7,016",0,15,1/468,-,19,3.0,"+1,436","7,965",0,19,1/419,-,22,3.0,-895,"4,342",0,8,1/543,-,16,1.0,-337,"5,819",0,13,1/448,-,10,-,"+6,304","7,026",0,14,1/502,-,23,1.0,"-2,415","7,659",0,23,1/333,-,60,12.0
2025-08-15,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,112","5,631",0,13,1/433,-,31,1.0,"+1,682","4,606",0,7,1/658,-,9,-,"-3,145","3,971",0,11,1/361,-,16,3.0,-673,"4,139",0,9,1/460,-,21,2.0,"+1,204","4,063",0,11,1/369,-,19,2.0,"+1,840","5,800",0,14,1/414,-,30,6.0,"+2,096","4,099",0,8,1/512,-,13,2.0,-661,"5,756",0,16,1/360,-,24,3.0,+407,"6,725",0,16,1/420,-,17,1.0,"+1,554","7,679",0,22,1/349,-,11,2.0,+524,"5,728",0,10,1/573,-,37,6.0,"+1,304","7,867",0,24,1/328,-,57,20.0
2025-08-14,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,826","5,196",0,11,1/472,-,21,1.0,-268,"4,912",0,13,1/378,-,18,10.0,"+1,152","5,175",0,8,1/647,-,8,-,"-1,543","5,355",0,16,1/335,-,22,1.0,"+3,032","6,131",0,11,1/557,-,30,8.0,"+1,323","7,587",0,21,1/361,-,46,1.0,+675,"6,317",0,13,1/486,-,20,2.0,"+1,139","5,845",0,12,1/487,-,18,10.0,"-1,371","2,818",0,9,1/313,-,45,9.0,-78,"6,732",0,22,1/306,-,22,1.0,"+2,274","5,981",0,10,1/598,-,36,6.0,"-1,347","6,583",0,15,1/439,-,45,9.0
2025-08-13,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,234","2,889",0,4,1/722,-,18,2.0,"+1,742","2,540",0,3,1/847,-,16,7.0,+86,"2,070",0,7,1/296,-,9,-,-185,"1,650",0,4,1/413,-,9,-,"+1,609","2,508",0,5,1/502,-,57,9.0,+566,"4,171",0,12,1/348,-,46,4.0,"+2,128","3,284",0,9,1/365,-,19,1.0,"+3,679","5,018",0,8,1/627,-,22,3.0,-267,423,0,2,1/212,-,48,2.0,"+2,515","6,953",0,10,1/695,-,24,1.0,"-1,227","1,161",0,3,1/387,-,42,18.0,"+1,421","4,849",0,8,1/606,-,23,1.0
2025-08-12,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,832","8,029",0,17,1/472,-,16,3.0,-3,"1,546",0,3,1/515,-,29,8.0,+924,"5,406",0,14,1/386,-,18,2.0,"+3,594","6,845",0,15,1/456,-,13,-,"-1,653","3,744",0,9,1/416,-,59,5.0,"-2,157","2,052",0,5,1/410,-,59,5.0,-317,"2,922",0,6,1/487,-,21,3.0,"-2,276","3,961",0,10,1/396,-,34,3.0,-102,"4,577",0,11,1/416,-,53,13.0,"-1,315","4,754",0,12,1/396,-,54,1.0,"-2,351","2,210",0,4,1/553,-,31,2.0,"-2,913","5,907",0,13,1/454,-,40,6.0
2025-08-11,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,451","7,031",0,15,1/469,-,27,1.0,"+3,956","7,896",0,16,1/494,-,19,3.0,"-1,362","7,174",0,15,1/478,-,25,1.0,"+3,325","7,887",0,17,1/464,-,13,-,+360,"8,243",0,14,1/589,-,25,1.0,"+2,120","7,177",0,19,1/378,-,55,14.0,"+7,891","7,689",0,12,1/641,-,16,3.0,"-1,970","5,604",0,16,1/350,-,26,1.0,"+4,982","7,834",0,10,1/783,-,41,10.0,+392,"7,200",0,14,1/514,-,58,3.0,"-2,790","6,731",0,15,1/449,-,24,5.0,"-3,113","4,948",0,13,1/381,-,31,4.0
2025-08-10,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+3,625","5,522",0,10,1/552,-,42,3.0,-966,"4,312",0,9,1/479,-,21,5.0,+661,"4,964",0,12,1/414,-,23,1.0,+464,"7,826",0,15,1/522,-,16,5.0,"-1,886","3,750",0,7,1/536,-,39,15.0,"-3,698","4,523",0,12,1/377,-,85,24.0,"-4,266","5,634",0,12,1/470,-,22,1.0,"-1,127","4,195",0,10,1/420,-,22,1.0,+386,"9,081",0,17,1/534,-,61,19.0,"+1,034","6,801",0,18,1/378,-,61,19.0,"-2,862","6,317",0,12,1/526,-,11,-,"-1,759","5,690",0,11,1/517,-,24,1.0
2025-08-09,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,510","7,363",0,19,1/388,-,48,7.0,"+1,294","7,759",0,18,1/431,-,14,3.0,"+6,781","7,937",0,14,1/567,-,22,2.0,"+4,082","7,319",0,15,1/488,-,19,1.0,"-2,652","3,792",0,11,1/345,-,34,12.0,"-3,582","4,805",0,10,1/481,-,41,7.0,+908,"3,602",0,7,1/515,-,18,4.0,"+3,551","6,125",0,12,1/510,-,19,1.0,"-1,428","7,054",0,12,1/588,-,83,35.0,"-1,318","4,130",0,11,1/375,-,87,4.0,"+1,724","8,601",0,19,1/453,-,11,-,"-1,997","7,802",0,25,1/312,-,20,1.0
2025-08-08,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+202,"5,079",0,12,1/423,-,43,15.0,"-1,808","3,121",0,6,1/520,-,24,2.0,-869,"2,901",0,9,1/322,-,46,3.0,"-2,064","6,496",0,18,1/361,-,22,2.0,-934,916,0,3,1/305,-,28,4.0,"-2,023","3,269",0,7,1/467,-,22,2.0,"-1,848","2,876",0,7,1/411,-,20,1.0,"+3,960","5,758",0,16,1/360,-,19,8.0,"-3,349","3,483",0,9,1/387,-,77,31.0,"-2,258","3,850",0,9,1/428,-,88,11.0,+479,"3,535",0,10,1/354,-,11,-,"+6,127","7,503",0,12,1/625,-,11,-
2025-08-07,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,522","5,123",0,11,1/466,-,49,24.0,"-1,127","6,797",0,15,1/453,-,19,4.0,"+4,743","6,388",0,7,1/913,-,25,6.0,"+3,037","6,757",0,14,1/483,-,14,3.0,"-2,822","3,484",0,7,1/498,-,25,6.0,+52,"6,625",0,15,1/442,-,15,1.0,"+2,410","5,606",0,11,1/510,-,19,4.0,"-2,510","3,981",0,9,1/442,-,25,6.0,"-3,020","4,095",0,9,1/455,-,64,15.0,"-1,015","6,796",0,17,1/400,-,79,15.0,"+5,935","8,081",0,23,1/351,-,11,-,"+1,368","5,621",0,14,1/402,-,11,-
