日付,曜日,特定日,1165番台,,,,,,,,,1166番台,,,,,,,,,1167番台,,,,,,,,,1168番台,,,,,,,,,1170番台,,,,,,,,,1171番台,,,,,,,,,1172番台,,,,,,,,,1173番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2026-02-04,水,いいえ,+548,"5,271",20,15,1/151,-,3.91,27,11.0,-584,"3,522",10,11,1/168,-,3.58,44,3.0,-290,"3,129",8,9,1/184,-,3.31,41,4.0,-645,"1,955",4,6,1/196,-,3.33,37,3.0,-785,"4,778",15,7,1/217,-,2.35,34,3.0,-415,"1,146",2,3,1/229,-,3.24,31,4.0,+362,"3,382",16,6,1/154,-,3.42,16,4.0,+182,"4,986",19,13,1/156,-,3.67,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-03,火,いいえ,-309,"2,228",7,3,1/223,-,2.83,28,11.0,-465,905,2,0,1/453,-,2.86,34,6.0,"+1,519","6,527",33,9,1/155,-,3.10,40,6.0,-391,798,2,1,1/266,-,3.16,34,6.0,+734,"5,041",18,17,1/144,-,4.25,17,3.0,-430,454,0,1,1/454,-,3.25,14,2.0,-703,"6,302",19,14,1/191,-,2.73,45,5.0,+381,"4,368",16,11,1/162,-,3.49,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-02-01,日,はい,"+3,501","6,523",37,20,1/114,-,5.21,26,2.0,-428,"4,278",12,14,1/165,-,3.70,31,2.0,"-1,652","2,087",4,1,1/417,-,2.31,47,11.0,"-1,459","2,628",4,5,1/292,-,2.55,29,3.0,-181,"2,021",7,3,1/202,-,3.01,36,1.0,"+2,429","8,139",38,26,1/127,-,5.06,14,-,-455,"3,495",11,8,1/184,-,3.12,35,4.0,-74,"1,198",5,2,1/171,-,3.36,24,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-31,土,はい,-407,"3,449",10,8,1/192,-,3.05,48,10.0,-643,"1,774",4,4,1/222,-,3.09,14,-,"-1,087","1,344",1,1,1/672,-,2.56,34,1.0,"+2,593","6,096",34,13,1/130,-,4.35,26,5.0,-617,805,1,0,1/805,-,2.83,19,5.0,-379,"2,594",9,5,1/185,-,3.12,38,4.0,"-1,039","8,455",27,22,1/173,-,3.20,33,7.0,-783,"2,061",5,4,1/229,-,2.94,21,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-30,金,はい,-815,"3,722",11,7,1/207,-,2.74,42,11.0,"+2,311","6,196",29,19,1/129,-,4.73,12,-,+348,"3,712",13,9,1/169,-,3.35,31,12.0,"+1,139","4,247",19,12,1/137,-,4.15,49,7.0,"+1,137","5,488",22,18,1/137,-,4.46,19,1.0,+250,"7,582",21,30,1/149,-,4.63,12,-,-280,"1,547",4,3,1/221,-,3.10,14,2.0,+218,"3,353",14,6,1/168,-,3.20,18,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-29,木,いいえ,"-1,141","1,427",2,1,1/476,-,2.60,50,3.0,-270,935,3,1,1/234,-,3.15,29,13.0,-390,672,1,1,1/336,-,3.16,40,7.0,-262,"7,450",23,27,1/149,-,4.46,84,34.0,-615,"4,104",12,8,1/205,-,2.71,47,7.0,-596,698,1,0,1/698,-,2.93,33,2.0,+784,"3,634",16,10,1/140,-,3.99,16,-,-198,888,2,2,1/222,-,3.29,31,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-28,水,いいえ,-463,"1,658",5,1,1/276,-,2.72,35,9.0,-444,"1,115",3,1,1/279,-,2.98,14,-,-595,"2,166",8,0,1/271,-,2.45,26,9.0,"-1,073","4,418",13,5,1/245,-,2.15,86,45.0,-817,"1,563",3,3,1/261,-,2.97,41,6.0,-416,"1,080",3,1,1/270,-,3.01,16,1.0,"+1,963","4,034",24,8,1/126,-,4.16,15,1.0,"+1,190","4,261",22,9,1/137,-,3.91,17,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-27,火,いいえ,"+1,243","3,432",19,4,1/149,-,3.32,22,7.0,"+2,284","5,192",27,14,1/127,-,4.54,14,-,-581,"1,699",3,4,1/243,-,3.04,14,-,-598,"1,476",4,1,1/295,-,2.77,86,45.0,+357,"2,800",11,6,1/165,-,3.37,34,9.0,+462,"3,333",15,7,1/152,-,3.55,15,1.0,-881,"3,812",13,8,1/182,-,3.06,25,3.0,+249,"1,964",9,3,1/164,-,3.31,41,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-26,月,いいえ,-458,"2,152",8,1,1/239,-,2.63,49,11.0,-258,860,3,1,1/215,-,3.23,32,2.0,"+1,827","3,183",18,9,1/118,-,4.43,6,-,-289,"7,498",22,22,1/170,-,3.47,56,7.0,-626,981,2,0,1/491,-,2.79,30,8.0,-951,"1,193",1,2,1/398,-,2.87,38,6.0,-115,"1,905",7,5,1/159,-,3.54,22,16.0,-973,975,0,2,1/488,-,2.96,64,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-25,日,はい,+623,"6,480",22,27,1/132,-,5.01,49,15.0,+336,"2,943",11,8,1/155,-,3.64,34,6.0,-917,"1,998",5,3,1/250,-,2.81,21,5.0,"-1,427","5,052",14,9,1/220,-,2.38,49,15.0,"+1,049","4,228",22,8,1/141,-,3.74,15,-,-34,"1,152",4,2,1/192,-,3.28,28,7.0,-349,647,2,0,1/324,-,3.10,16,1.0,-578,"1,583",4,2,1/264,-,2.87,57,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-24,土,はい,-767,"3,620",14,4,1/201,-,2.60,43,11.0,-303,"6,248",19,17,1/174,-,3.30,52,8.0,"-1,035","1,798",4,2,1/300,-,2.68,9,-,"-1,144","2,496",6,4,1/250,-,2.68,44,1.0,"-1,125","1,977",3,4,1/282,-,2.79,32,6.0,"+2,121","7,036",32,20,1/135,-,4.54,26,12.0,"+1,820","4,827",25,13,1/127,-,4.47,14,5.0,-450,"1,723",5,3,1/215,-,3.05,54,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-23,金,いいえ,"-1,825","5,002",13,7,1/250,-,2.08,26,1.0,-723,"2,489",6,5,1/226,-,2.87,31,5.0,+604,"2,735",14,4,1/152,-,3.39,7,-,-570,"4,249",13,12,1/170,-,3.45,36,4.0,-432,"4,309",15,8,1/187,-,2.86,25,9.0,-911,"2,072",4,6,1/207,-,3.22,32,1.0,-967,"3,513",9,9,1/195,-,3.07,16,9.0,-621,"1,344",2,4,1/224,-,3.26,26,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-22,木,いいえ,-228,"2,956",11,5,1/185,-,3.02,16,4.0,"+1,011","5,274",22,12,1/155,-,3.55,26,1.0,+371,"3,631",19,2,1/173,-,2.75,11,-,-799,650,0,0,-,-,2.86,35,9.0,-475,426,0,0,-,-,3.07,19,1.0,"+1,697","8,551",38,18,1/153,-,3.57,18,2.0,+30,"3,155",9,13,1/143,-,4.20,12,1.0,+980,"6,160",26,11,1/166,-,3.03,25,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-21,水,いいえ,+215,"4,674",18,13,1/151,-,3.84,15,1.0,"-1,217","3,186",7,5,1/266,-,2.43,44,2.0,"+1,666","5,984",22,26,1/125,-,5.16,12,-,-774,"1,775",4,4,1/222,-,3.09,16,1.0,-449,"1,105",3,0,1/368,-,2.79,14,2.0,-774,"3,567",10,6,1/223,-,2.59,49,5.0,"+2,216","6,282",29,19,1/131,-,4.67,21,5.0,-644,"3,383",9,9,1/188,-,3.19,42,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-20,火,はい,-911,"2,613",7,3,1/261,-,2.52,33,1.0,-434,"5,141",17,14,1/166,-,3.49,33,1.0,"+1,894","5,999",30,16,1/130,-,4.52,24,10.0,"+3,005","6,730",35,18,1/127,-,4.73,14,5.0,"+1,676","6,238",30,15,1/139,-,4.16,9,-,"-1,411","5,234",14,16,1/174,-,3.45,42,3.0,-921,"4,144",12,8,1/207,-,2.68,39,6.0,-488,"4,877",14,15,1/168,-,3.58,32,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-19,月,いいえ,-864,"1,398",1,5,1/233,-,3.29,14,4.0,-351,"4,146",16,8,1/173,-,3.11,31,2.0,-138,"1,273",4,3,1/182,-,3.37,29,1.0,"+1,634","8,010",30,27,1/141,-,4.68,28,7.0,+349,"3,634",13,10,1/158,-,3.63,10,-,-273,"6,508",22,19,1/159,-,3.78,21,7.0,-361,"1,190",3,3,1/198,-,3.33,34,3.0,-558,"1,359",4,0,1/340,-,2.68,31,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-18,日,はい,"+2,567","7,277",36,17,1/137,-,4.26,12,3.0,-326,882,2,2,1/221,-,3.29,15,3.0,"+2,755","5,701",32,15,1/121,-,4.77,29,4.0,-673,"1,344",1,3,1/336,-,2.93,72,43.0,"+3,037","6,899",37,22,1/117,-,5.22,9,-,-625,"1,918",4,5,1/213,-,3.16,19,4.0,-81,"4,167",16,7,1/181,-,2.90,25,1.0,-278,575,1,1,1/288,-,3.26,24,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-17,土,はい,+121,"4,702",19,10,1/162,-,3.34,33,7.0,"+1,490","4,971",25,9,1/146,-,3.60,14,-,-849,"4,712",14,10,1/196,-,2.78,81,29.0,-533,"3,609",11,7,1/201,-,2.83,52,19.0,-892,"2,661",8,3,1/242,-,2.58,26,1.0,"+1,031","5,811",23,13,1/161,-,3.37,17,3.0,"+1,068","4,493",21,11,1/140,-,3.97,14,-,"+1,634","6,122",26,18,1/139,-,4.36,25,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-16,金,いいえ,-327,"4,556",17,9,1/175,-,3.05,56,12.0,-99,86,0,0,-,-,3.41,14,-,-452,308,0,0,-,-,3.18,60,4.0,-739,"3,876",10,11,1/185,-,3.25,25,5.0,-72,274,1,0,1/274,-,3.35,20,6.0,+679,"5,228",22,13,1/149,-,3.79,36,5.0,-183,"1,836",5,5,1/184,-,3.36,31,6.0,-49,"3,277",9,14,1/142,-,4.27,44,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-15,木,いいえ,-313,"1,054",2,5,1/151,-,3.77,51,2.0,"+1,046","4,774",19,17,1/133,-,4.57,14,-,-337,466,1,0,1/466,-,3.15,58,7.0,+165,"3,203",13,6,1/169,-,3.23,14,-,-528,953,2,2,1/238,-,3.22,17,3.0,-308,"3,820",14,6,1/191,-,2.79,49,5.0,-84,"1,605",6,2,1/201,-,3.08,21,4.0,+74,"4,583",17,9,1/176,-,3.02,44,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-14,水,いいえ,-409,"1,529",5,2,1/218,-,3.03,45,14.0,-499,"1,268",3,3,1/211,-,3.25,31,7.0,-436,"6,829",23,16,1/175,-,3.06,52,7.0,-168,"5,882",23,15,1/155,-,3.70,22,7.0,"+1,837","5,458",24,19,1/127,-,4.81,12,-,-458,320,0,0,-,-,3.17,24,2.0,-184,"2,806",8,8,1/175,-,3.41,15,3.0,-199,"1,467",4,3,1/210,-,3.18,62,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-13,火,いいえ,+782,"4,729",18,13,1/153,-,3.79,24,4.0,-657,"2,842",8,6,1/203,-,2.97,15,1.0,-614,"1,472",4,2,1/245,-,2.97,51,17.0,-724,"1,721",3,4,1/246,-,3.02,20,5.0,+334,"1,934",10,2,1/161,-,3.25,14,5.0,+181,"1,704",7,3,1/170,-,3.32,24,4.0,-314,544,1,0,1/544,-,3.08,9,-,-308,965,3,1,1/241,-,3.12,34,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-12,月,いいえ,-422,"4,624",17,7,1/193,-,2.64,43,9.0,+521,"2,546",11,4,1/170,-,3.20,15,1.0,-837,"1,633",2,4,1/272,-,2.98,45,2.0,-760,"2,438",4,8,1/203,-,3.28,14,6.0,+345,"4,624",20,8,1/165,-,3.13,14,6.0,-831,"1,784",5,1,1/297,-,2.62,34,1.0,+22,"2,399",11,0,1/218,-,2.57,8,-,"-1,040","1,259",1,1,1/630,-,2.63,33,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-11,日,はい,-750,"2,851",8,5,1/219,-,2.78,29,3.0,-399,997,3,0,1/332,-,2.89,26,11.0,+269,"5,365",19,14,1/163,-,3.51,38,9.0,+371,"5,596",19,16,1/160,-,3.69,13,6.0,-758,"4,218",12,9,1/201,-,2.80,42,4.0,-704,"1,489",3,2,1/298,-,2.84,29,3.0,+429,"3,325",16,5,1/158,-,3.27,7,-,-834,"1,379",3,2,1/276,-,2.94,15,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-10,土,はい,"-1,333","2,066",5,1,1/344,-,2.41,24,10.0,"+3,030","7,210",40,15,1/131,-,4.39,14,1.0,+393,"7,917",31,16,1/168,-,3.00,55,14.0,+656,"7,686",31,20,1/151,-,3.92,13,3.0,-348,"4,709",16,12,1/168,-,3.38,35,11.0,-508,"5,323",17,12,1/184,-,2.95,41,6.0,+692,"6,393",26,16,1/152,-,3.77,7,-,+175,"6,327",26,12,1/167,-,3.07,10,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-09,金,いいえ,+0,"4,866",16,15,1/157,-,3.82,16,10.0,-560,"1,605",3,4,1/229,-,3.13,25,6.0,-595,"2,616",7,6,1/201,-,3.06,87,49.0,+320,"4,355",16,10,1/168,-,3.31,18,2.0,-442,"2,442",7,6,1/188,-,3.23,38,7.0,+513,"4,059",16,11,1/150,-,3.79,31,6.0,"+1,461","3,230",17,8,1/129,-,4.09,6,-,-67,"3,040",11,6,1/179,-,3.14,19,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-08,木,いいえ,-297,"1,651",6,1,1/236,-,2.84,26,14.0,-65,"2,613",10,5,1/174,-,3.22,12,1.0,-433,"2,150",5,5,1/215,-,3.06,86,42.0,+319,"3,776",15,11,1/145,-,3.93,35,9.0,-369,"1,084",3,2,1/217,-,3.22,41,6.0,+443,"4,273",17,10,1/158,-,3.50,44,3.0,+375,"3,465",14,8,1/158,-,3.51,7,-,-114,"3,144",10,10,1/157,-,3.74,11,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-07,水,いいえ,+417,"1,904",9,5,1/136,-,3.80,20,6.0,+645,"5,148",17,19,1/143,-,4.40,8,2.0,-438,"4,690",14,14,1/168,-,3.55,86,23.0,-66,"2,625",10,6,1/164,-,3.42,51,27.0,"+1,533","7,460",34,15,1/152,-,3.53,24,4.0,-938,"2,544",6,6,1/212,-,3.01,63,12.0,-714,983,0,3,1/328,-,3.15,14,6.0,"+2,688","7,580",33,25,1/131,-,4.92,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-06,火,いいえ,+298,"5,335",20,11,1/172,-,3.08,36,19.0,"-1,233","3,224",8,4,1/269,-,2.34,17,6.0,-685,"7,317",20,24,1/166,-,3.77,87,33.0,-768,"2,982",8,7,1/199,-,3.04,54,1.0,+216,"7,734",30,14,1/176,-,2.71,53,8.0,+446,"6,166",26,11,1/167,-,3.02,45,9.0,"+3,656","7,083",35,27,1/114,-,5.42,6,-,-431,"2,882",9,8,1/170,-,3.46,11,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-04,日,はい,+378,"5,142",20,12,1/161,-,3.44,35,8.0,-609,"1,904",5,3,1/238,-,2.89,11,2.0,-429,"3,832",13,8,1/182,-,3.05,86,25.0,-152,"3,214",13,6,1/169,-,3.22,50,12.0,-125,"5,436",16,16,1/170,-,3.49,89,3.0,-528,"4,357",14,11,1/174,-,3.27,61,11.0,+738,"4,763",19,12,1/154,-,3.68,9,3.0,"+1,238","3,270",14,12,1/126,-,4.46,6,-,+430,"3,326",14,6,1/166,-,3.23,38,3.0,+855,"4,184",17,9,1/161,-,3.39,9,3.0,+725,"5,517",24,13,1/149,-,3.76,27,15.0,+130,"5,132",20,9,1/177,-,2.88,12,1.0,+778,"2,535",14,5,1/133,-,3.79,12,1.0
2026-01-03,土,はい,-606,"4,911",17,8,1/196,-,2.59,28,4.0,+302,"3,484",14,7,1/166,-,3.28,9,1.0,"-2,110","3,680",4,9,1/283,-,2.43,89,6.0,+253,"7,535",29,18,1/160,-,3.47,51,2.0,-873,"6,104",19,16,1/174,-,3.24,83,32.0,"-2,744","3,252",5,2,1/465,-,1.88,24,8.0,+395,"4,438",15,16,1/143,-,4.27,8,2.0,"+2,661","6,428",36,14,1/129,-,4.45,6,-,-168,"3,142",13,1,1/224,-,2.38,48,20.0,"+1,204","4,564",21,8,1/157,-,3.30,8,2.0,-527,"3,312",10,7,1/195,-,2.98,49,1.0,"+1,221","6,077",23,18,1/148,-,4.08,16,1.0,+959,"3,181",16,8,1/133,-,4.02,15,6.0
2026-01-02,金,いいえ,-825,"3,017",8,9,1/177,-,3.41,28,2.0,"+1,420","7,193",28,21,1/147,-,4.19,13,-,"-1,393","6,006",15,11,1/231,-,2.16,86,14.0,-180,"5,245",17,19,1/146,-,4.32,72,11.0,"-1,480","5,683",13,14,1/210,-,2.62,61,15.0,+204,"7,114",26,16,1/169,-,3.14,18,1.0,"+1,272","5,822",29,9,1/153,-,3.28,17,3.0,-877,"4,219",10,10,1/211,-,2.77,14,1.0,-199,"6,275",20,17,1/170,-,3.39,46,14.0,+420,"2,975",15,4,1/157,-,3.28,14,1.0,-279,"3,411",12,6,1/190,-,2.92,46,14.0,+763,"4,807",17,16,1/146,-,4.17,32,4.0,"+3,009","7,807",39,21,1/130,-,4.75,26,8.0
2026-01-01,木,いいえ,-950,"1,936",3,4,1/277,-,2.83,22,2.0,+85,"1,534",5,4,1/170,-,3.45,20,2.0,-657,"2,127",5,4,1/236,-,2.88,85,5.0,-832,"1,733",4,2,1/289,-,2.74,80,27.0,"-1,532","3,318",8,3,1/302,-,2.15,28,6.0,"-1,036","6,074",17,11,1/217,-,2.27,35,7.0,-390,"2,330",8,2,1/233,-,2.67,28,6.0,+0,"2,940",8,9,1/173,-,3.49,12,-,-501,764,1,1,1/382,-,3.07,40,5.0,+249,"1,443",6,4,1/144,-,3.67,18,6.0,-135,"2,889",11,5,1/181,-,3.08,48,8.0,-721,"2,688",9,3,1/224,-,2.66,50,2.0,-787,"6,663",21,15,1/185,-,2.81,53,3.0
2025-12-31,水,いいえ,+179,"4,006",14,8,1/182,-,3.01,21,4.0,"+1,351","3,756",19,7,1/144,-,3.63,32,6.0,"-1,015","3,579",9,8,1/211,-,2.83,50,3.0,-238,"4,752",15,11,1/183,-,3.03,62,12.0,+310,"4,385",20,6,1/169,-,2.96,14,-,-783,"4,049",14,8,1/184,-,2.97,26,5.0,"-1,409","2,597",5,5,1/260,-,2.67,14,-,+174,"3,626",12,10,1/165,-,3.52,15,1.0,-585,"1,161",3,1,1/290,-,2.94,34,2.0,+829,"5,780",22,19,1/141,-,4.39,17,2.0,+26,"2,791",9,7,1/174,-,3.34,47,2.0,+518,"4,840",17,16,1/147,-,4.14,45,9.0,+150,"4,127",15,9,1/172,-,3.20,36,2.0
2025-12-30,火,はい,"-1,385","3,995",10,8,1/222,-,2.60,23,7.0,"+1,119","8,338",33,20,1/157,-,3.58,49,6.0,-666,"4,565",14,8,1/208,-,2.56,42,11.0,-599,"3,552",11,9,1/178,-,3.27,43,1.0,-880,"4,349",9,16,1/174,-,3.68,28,3.0,+189,"4,130",17,9,1/159,-,3.44,25,2.0,+88,"4,655",16,13,1/161,-,3.62,9,-,-598,"7,366",23,24,1/157,-,4.05,15,6.0,-158,"3,210",11,6,1/189,-,2.99,31,3.0,"+1,379","6,801",26,22,1/142,-,4.46,16,1.0,-8,"5,919",25,6,1/191,-,2.31,49,6.0,-535,"3,990",10,10,1/200,-,2.95,74,11.0,-657,"3,960",12,8,1/198,-,2.83,63,14.0
2025-12-29,月,いいえ,+695,"7,378",28,20,1/154,-,3.86,18,4.0,-591,"5,475",17,14,1/177,-,3.19,78,24.0,-573,"2,715",10,3,1/209,-,2.74,36,5.0,"-1,075","3,060",8,9,1/180,-,3.37,27,2.0,-661,"4,924",18,7,1/197,-,2.51,24,6.0,-87,"5,225",20,8,1/187,-,2.64,31,4.0,+396,"6,224",23,16,1/160,-,3.58,12,-,"+1,255","5,826",27,14,1/142,-,4.01,14,2.0,-102,"5,834",17,18,1/167,-,3.63,25,1.0,"-1,584","3,256",8,5,1/250,-,2.47,54,7.0,-367,"4,496",16,10,1/173,-,3.18,43,2.0,-500,"1,530",5,2,1/219,-,3.03,47,4.0,-655,773,1,1,1/387,-,3.06,41,5.0
2025-12-28,日,はい,"+2,901","6,295",29,20,1/128,-,4.80,16,2.0,-944,"1,806",3,4,1/258,-,2.94,78,33.0,-793,"1,238",1,2,1/413,-,2.83,34,2.0,-699,"2,765",4,11,1/184,-,3.58,24,6.0,-156,286,0,1,1/286,-,3.42,14,-,"+4,347","8,253",43,31,1/112,-,5.57,31,6.0,+19,655,3,0,1/218,-,3.22,18,2.0,+189,"1,170",6,1,1/167,-,3.30,32,1.0,"+1,083","5,822",26,13,1/149,-,3.71,14,-,-337,"1,991",5,7,1/166,-,3.63,25,1.0,-293,278,0,0,-,-,3.21,41,7.0,-326,"4,954",18,12,1/165,-,3.38,45,4.0,-531,447,0,0,-,-,3.05,32,1.0
2025-12-27,土,はい,-911,"2,458",7,3,1/246,-,2.64,28,4.0,"-1,137","2,053",3,2,1/411,-,2.39,79,34.0,-581,"4,164",13,9,1/189,-,2.95,15,3.0,-158,"2,944",12,6,1/164,-,3.35,12,3.0,+335,"3,830",15,10,1/153,-,3.68,9,-,"-1,370","2,855",5,6,1/260,-,2.64,79,34.0,"-1,040","3,766",11,7,1/209,-,2.70,35,7.0,-19,"4,913",18,10,1/175,-,3.04,35,7.0,-293,"1,359",4,1,1/272,-,2.87,28,4.0,-560,"2,105",6,4,1/211,-,3.02,24,4.0,-715,"8,847",31,15,1/192,-,2.24,41,6.0,-704,"3,283",9,6,1/219,-,2.71,45,4.0,-458,"3,090",8,8,1/193,-,3.14,20,5.0
2025-12-26,金,いいえ,"-1,031","2,154",5,2,1/308,-,2.50,24,7.0,-709,"2,329",6,5,1/212,-,3.01,74,38.0,+85,"1,509",4,6,1/151,-,3.77,13,1.0,+601,"2,711",12,8,1/136,-,3.99,9,-,+748,"4,410",17,8,1/176,-,2.99,12,3.0,-258,"3,848",14,6,1/192,-,2.77,81,7.0,+886,"3,343",17,9,1/129,-,4.18,17,3.0,-187,"1,448",6,1,1/207,-,3.03,36,3.0,+712,"1,943",11,4,1/130,-,3.80,27,3.0,-179,"3,984",16,8,1/166,-,3.25,14,1.0,-735,"1,935",4,6,1/194,-,3.35,33,2.0,-280,352,0,1,1/352,-,3.36,31,4.0,-360,884,3,1,1/221,-,3.20,14,1.0
