日付,曜日,特定日,1118番台,,,,,,,,1120番台,,,,,,,,1121番台,,,,,,,,1122番台,,,,,,,,1123番台,,,,,,,,1125番台,,,,,,,,1126番台,,,,,,,,1127番台,,,,,,,,1128番台,,,,,,,,1130番台,,,,,,,,1131番台,,,,,,,,1132番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2026-01-03,土,はい,"-2,250","7,283",23,17,1/182,-,29,11.0,"-1,232","4,164",14,7,1/198,-,39,10.0,"+3,716","2,599",22,6,1/93,-,13,4.0,"+2,476","4,817",28,9,1/130,-,16,3.0,+856,"7,600",35,14,1/155,-,9,-,+336,"4,598",19,11,1/153,-,18,2.0,"-4,862","7,025",14,14,1/251,-,53,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-02,金,いいえ,-345,"6,309",28,10,1/166,-,15,1.0,"-1,669","5,020",16,9,1/201,-,35,13.0,+175,"6,687",25,20,1/149,-,14,-,"-2,325","3,744",8,8,1/234,-,19,1.0,"-1,288","4,100",15,6,1/195,-,18,3.0,-184,"4,659",19,9,1/166,-,19,1.0,"+3,395","5,321",32,12,1/121,-,22,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-01-01,木,いいえ,"-2,510","5,848",13,18,1/189,-,14,3.0,"+1,892","5,367",25,19,1/122,-,16,1.0,"-2,345","6,919",24,9,1/210,-,16,1.0,"+5,825","8,049",52,16,1/118,-,8,-,"+2,829","6,928",40,8,1/144,-,11,3.0,"+1,081","4,144",21,9,1/138,-,15,1.0,"-2,773","4,967",14,6,1/248,-,72,56.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-31,水,いいえ,"+3,422","3,515",22,13,1/100,-,6,-,-525,"2,849",11,4,1/190,-,27,1.0,+836,"4,132",19,10,1/142,-,11,2.0,"+1,977","4,274",24,11,1/122,-,9,3.0,+730,"3,034",17,2,1/160,-,11,2.0,"-4,699","5,771",10,10,1/289,-,24,13.0,-826,"3,271",12,3,1/218,-,26,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-30,火,はい,+339,"4,254",16,14,1/142,-,12,4.0,"-1,156","2,359",5,7,1/197,-,25,6.0,"-1,760","2,811",8,3,1/256,-,13,1.0,"-1,939","4,740",12,13,1/190,-,19,6.0,-786,"3,217",12,5,1/189,-,12,4.0,-980,"3,268",9,10,1/172,-,8,-,"-1,935","4,956",12,16,1/177,-,39,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-29,月,いいえ,"+2,568","3,154",23,4,1/117,-,11,3.0,-631,"6,612",27,11,1/174,-,18,6.0,"+1,468","4,708",25,7,1/147,-,8,2.0,"+1,883","3,207",20,4,1/134,-,12,1.0,"+2,357","3,657",23,9,1/114,-,8,2.0,"+7,310","8,514",55,20,1/114,-,6,-,-724,"5,005",20,8,1/179,-,33,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-28,日,はい,"+2,335","2,222",15,9,1/93,-,29,10.0,"+2,360","1,488",12,6,1/83,-,17,1.0,"+3,266","5,684",32,14,1/124,-,16,3.0,-423,"2,840",11,5,1/178,-,13,2.0,+605,"1,963",9,7,1/123,-,11,4.0,+120,"7,146",28,16,1/162,-,7,-,"+2,284","5,435",30,9,1/139,-,19,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-27,土,はい,+679,"4,628",23,6,1/160,-,60,21.0,"-1,355","6,664",21,19,1/167,-,32,7.0,+995,"5,959",25,18,1/139,-,39,7.0,"+1,789","1,705",13,3,1/107,-,14,5.0,"-2,626","6,090",17,15,1/190,-,14,5.0,+198,"3,168",16,2,1/176,-,9,-,+827,"7,199",32,15,1/153,-,25,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-26,金,いいえ,-719,"4,371",16,9,1/175,-,84,27.0,+314,"1,547",8,2,1/155,-,36,21.0,"+1,101","6,567",32,11,1/153,-,57,15.0,"+1,170","1,429",8,6,1/102,-,15,7.0,"+3,089","4,882",30,10,1/122,-,8,-,+743,910,6,2,1/114,-,15,7.0,-417,"6,114",24,13,1/165,-,42,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-25,木,いいえ,-648,"1,405",3,3,1/234,-,71,6.0,+923,"3,399",17,4,1/162,-,38,15.0,"-1,371","1,623",3,2,1/325,-,65,17.0,"+1,015","4,552",21,12,1/138,-,48,10.0,"+1,822","5,212",27,12,1/134,-,16,1.0,+989,"1,086",8,1,1/121,-,15,-,"+1,221","5,337",23,13,1/148,-,23,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-24,水,いいえ,-672,"5,775",25,6,1/186,-,65,2.0,-325,"1,701",6,3,1/189,-,73,8.0,+698,"3,175",16,5,1/151,-,63,4.0,"-2,344","4,771",14,7,1/227,-,59,8.0,"+1,528","3,335",16,12,1/119,-,25,11.0,"+1,156","2,555",13,8,1/122,-,14,-,"-3,984","7,370",21,9,1/246,-,51,26.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-23,火,いいえ,+238,"3,456",16,5,1/165,-,64,18.0,"-1,007","3,472",13,3,1/217,-,27,6.0,-788,"5,285",17,14,1/170,-,86,22.0,-203,"1,882",7,5,1/157,-,42,15.0,"+2,620","5,064",27,14,1/124,-,46,4.0,-910,648,0,1,1/648,-,16,-,"-1,916","3,514",10,4,1/251,-,21,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-21,日,はい,"-3,757","6,484",16,11,1/240,-,86,23.0,"-1,181","3,344",9,9,1/186,-,16,2.0,"-2,756","5,277",15,7,1/240,-,89,3.0,+203,"2,449",12,2,1/175,-,51,16.0,-858,"3,371",13,3,1/211,-,63,12.0,"+1,593","2,863",17,6,1/124,-,12,-,"+3,422","4,880",30,11,1/119,-,19,3.0,-293,"7,553",31,14,1/168,-,86,23.0,"+3,686","4,283",29,12,1/104,-,14,2.0,"+2,156","5,625",28,17,1/125,-,16,2.0,+337,"3,963",17,8,1/159,-,35,14.0,-939,"3,498",10,11,1/167,-,21,2.0
2025-12-20,土,はい,"-2,419","4,323",10,10,1/216,-,85,6.0,+275,"4,577",20,9,1/158,-,9,-,"-2,114","4,016",11,6,1/236,-,79,18.0,-466,"3,814",13,11,1/159,-,61,7.0,"+1,295","4,967",24,12,1/138,-,54,4.0,"-1,170","6,947",24,19,1/162,-,46,5.0,-255,"5,266",19,18,1/142,-,46,5.0,"-3,735","6,508",15,14,1/224,-,94,9.0,-749,"7,883",30,20,1/158,-,50,4.0,"+2,148","5,669",28,17,1/126,-,41,6.0,+234,"2,951",14,4,1/164,-,35,20.0,-820,"2,708",9,5,1/193,-,15,6.0
2025-12-19,金,いいえ,"-1,051","2,962",8,8,1/185,-,75,19.0,"-1,995","3,983",11,8,1/210,-,11,3.0,-814,"6,145",24,10,1/181,-,76,1.0,+785,"5,050",22,13,1/144,-,49,11.0,"-1,212","5,241",18,11,1/181,-,91,2.0,"-1,516","3,259",7,9,1/204,-,38,15.0,-255,"5,502",24,6,1/183,-,23,12.0,"-6,531","7,404",12,11,1/322,-,89,13.0,"-1,124","3,481",13,5,1/193,-,54,5.0,-490,"2,935",11,5,1/183,-,56,2.0,"-1,686","2,495",6,3,1/277,-,49,11.0,"+2,530","4,057",25,9,1/119,-,8,-
2025-12-18,木,いいえ,-580,"3,376",12,9,1/161,-,51,1.0,+127,883,4,2,1/147,-,6,-,-469,"4,277",17,7,1/178,-,75,24.0,"-4,229","4,920",7,9,1/308,-,51,1.0,"-2,093","6,721",20,17,1/182,-,89,1.0,+709,"3,593",16,10,1/138,-,12,6.0,"+1,731","3,258",19,6,1/130,-,24,10.0,"-3,844","6,868",18,10,1/245,-,88,13.0,+343,"2,516",10,9,1/132,-,32,8.0,-243,897,5,1,1/150,-,50,4.0,"+1,816","2,287",12,9,1/109,-,46,14.0,"+2,331","4,197",23,10,1/127,-,14,2.0
2025-12-17,水,いいえ,-537,"4,799",20,6,1/185,-,32,3.0,-556,"3,242",12,5,1/191,-,13,-,-983,"2,836",9,6,1/189,-,63,3.0,+407,"3,400",16,6,1/155,-,32,3.0,"-2,512","3,322",8,3,1/302,-,82,19.0,+358,"3,407",17,4,1/162,-,20,7.0,"-2,402","6,680",21,13,1/196,-,29,4.0,"-4,688","5,541",9,10,1/292,-,60,8.0,"+2,454","3,923",23,10,1/119,-,46,14.0,-634,"2,671",9,5,1/191,-,32,3.0,+359,"2,518",12,5,1/148,-,52,6.0,"-1,914","3,299",8,6,1/236,-,25,5.0
2025-12-16,火,いいえ,"-2,202","5,585",17,9,1/215,-,36,8.0,"+5,372","6,244",43,12,1/114,-,6,-,"-1,736","7,177",27,9,1/199,-,37,1.0,-611,"6,506",25,14,1/167,-,66,11.0,"-1,567","3,333",10,5,1/222,-,55,4.0,+273,"4,653",18,16,1/137,-,20,9.0,"+1,131","4,908",24,9,1/149,-,11,5.0,"-1,511","3,667",10,11,1/175,-,51,14.0,-51,"5,129",20,13,1/155,-,82,13.0,"-2,461","4,986",14,8,1/227,-,28,4.0,"-2,431","5,595",16,10,1/215,-,69,3.0,+925,"4,085",17,14,1/132,-,24,4.0
2025-12-15,月,いいえ,"+4,593","3,539",29,8,1/96,-,20,1.0,+942,"4,080",21,3,1/170,-,6,-,"+2,051","1,933",15,3,1/107,-,26,4.0,"-2,345","5,721",16,11,1/212,-,38,5.0,-379,"3,474",14,6,1/174,-,28,2.0,-158,"4,549",19,9,1/162,-,40,2.0,"-1,403","3,942",11,9,1/197,-,19,13.0,"-1,990","5,998",16,18,1/176,-,19,13.0,-646,"7,214",29,13,1/172,-,76,12.0,"+2,575","3,853",24,9,1/117,-,33,5.0,"-3,587","4,132",7,6,1/318,-,64,24.0,"+1,796","1,724",13,5,1/96,-,22,2.0
2025-12-14,日,はい,"-3,436","4,493",9,6,1/300,-,58,6.0,"+2,330","3,065",19,9,1/109,-,11,1.0,+26,"6,322",27,8,1/181,-,22,3.0,-414,"2,249",8,5,1/173,-,10,1.0,"+1,439","5,778",26,17,1/134,-,16,5.0,"-1,646","6,936",26,10,1/193,-,41,19.0,-878,"3,414",12,6,1/190,-,19,3.0,+931,"3,945",20,8,1/141,-,9,-,"-3,407","3,886",7,4,1/353,-,65,6.0,"-3,112","4,239",9,8,1/249,-,59,1.0,+455,"6,537",29,14,1/152,-,48,7.0,"-1,072","2,258",6,5,1/205,-,52,4.0
2025-12-13,土,はい,"-1,081","5,477",17,18,1/156,-,38,2.0,"+2,767","3,949",24,10,1/116,-,11,5.0,"-2,225","5,872",19,8,1/217,-,31,15.0,+430,"4,880",18,19,1/132,-,6,-,-551,"4,484",16,13,1/155,-,32,1.0,-722,"4,118",12,14,1/158,-,36,4.0,+860,"4,436",21,8,1/153,-,14,3.0,+748,"2,406",11,7,1/134,-,16,2.0,"-2,630","4,054",9,8,1/238,-,59,3.0,"+1,884","1,765",14,3,1/104,-,56,6.0,"-1,844","4,690",15,6,1/223,-,66,7.0,"+5,688","3,036",28,12,1/76,-,50,12.0
2025-12-12,金,いいえ,+875,"4,326",21,8,1/149,-,16,5.0,"-1,174","2,447",7,4,1/222,-,25,3.0,"-2,373","2,951",5,4,1/328,-,25,3.0,"+1,064","5,170",25,10,1/148,-,11,-,-908,"1,809",5,2,1/258,-,19,3.0,"+3,651","3,503",24,13,1/95,-,32,7.0,-456,"5,728",22,13,1/164,-,19,3.0,"-2,039","4,093",10,11,1/195,-,22,3.0,"+1,630","1,632",13,1,1/117,-,56,24.0,-192,"4,727",19,7,1/182,-,64,3.0,"-1,001","3,627",13,5,1/202,-,61,5.0,-292,"4,369",16,12,1/156,-,75,11.0
2025-12-11,木,いいえ,+502,"4,090",17,10,1/151,-,22,2.0,-523,"5,356",19,15,1/158,-,16,-,-721,"5,232",19,11,1/174,-,20,1.0,-686,"4,877",18,9,1/181,-,19,1.0,-970,"1,779",5,2,1/254,-,19,1.0,"-2,264","7,080",22,15,1/191,-,58,2.0,"+1,461","6,200",30,13,1/144,-,18,2.0,+416,"5,592",22,15,1/151,-,19,1.0,"-2,296","4,469",12,9,1/213,-,64,5.0,+681,829,4,5,1/92,-,56,34.0,+164,"7,556",31,16,1/161,-,59,1.0,"-5,598","6,677",9,17,1/257,-,64,5.0
2025-12-10,水,はい,"-2,674","5,058",15,5,1/253,-,22,4.0,"+1,605","3,421",18,10,1/122,-,9,2.0,"+1,148","3,094",16,8,1/129,-,14,5.0,-539,"3,770",15,7,1/171,-,15,1.0,-2,"3,075",14,4,1/171,-,7,-,+845,"2,639",15,2,1/155,-,35,10.0,"+3,149","7,043",38,17,1/128,-,18,3.0,-604,"5,450",19,15,1/160,-,42,7.0,"+1,188","6,902",34,11,1/153,-,57,15.0,"-1,051","2,739",8,6,1/196,-,86,16.0,"-2,136","7,166",24,14,1/189,-,70,13.0,"-1,831","5,616",18,9,1/208,-,25,3.0
2025-12-09,火,いいえ,+891,"4,910",22,13,1/140,-,17,6.0,"+1,020","5,038",25,7,1/157,-,9,-,+25,"5,309",21,11,1/166,-,27,4.0,+408,"5,432",23,13,1/151,-,9,-,+516,"4,372",20,9,1/151,-,11,2.0,-583,"3,826",14,9,1/166,-,80,25.0,"+1,631","6,069",30,13,1/141,-,23,4.0,"+1,606","4,239",25,4,1/146,-,52,25.0,"-1,437","6,481",25,8,1/196,-,91,6.0,"-4,051","7,490",19,13,1/234,-,85,5.0,"-2,397","4,959",14,9,1/216,-,55,3.0,"+1,859","5,669",28,15,1/132,-,19,2.0
2025-12-07,日,はい,-792,"3,978",12,14,1/153,-,24,5.0,"-1,073","2,690",7,6,1/207,-,19,8.0,"+2,455","4,302",25,10,1/123,-,46,15.0,"+3,034","3,848",25,8,1/117,-,8,-,+943,"4,456",23,5,1/159,-,11,3.0,-698,"7,967",29,21,1/159,-,46,15.0,"-4,228","6,434",13,12,1/257,-,25,1.0,"+2,422","5,674",29,16,1/126,-,59,5.0,"-2,288","6,546",18,16,1/193,-,80,21.0,"-3,492","6,307",16,8,1/263,-,54,8.0,"+1,152","3,615",21,2,1/157,-,46,15.0,"-5,558","5,520",6,10,1/345,-,31,6.0
2025-12-06,土,はい,-896,"1,462",3,4,1/209,-,21,2.0,"+1,836","3,406",21,6,1/126,-,14,1.0,+301,"2,690",12,7,1/142,-,51,10.0,"+1,434","5,957",28,14,1/142,-,8,-,"+1,385","6,231",30,15,1/138,-,11,3.0,"-1,873","2,832",5,6,1/257,-,28,7.0,"+2,236","2,899",20,5,1/116,-,19,5.0,"-1,687","8,659",33,11,1/197,-,87,17.0,-934,"3,130",10,6,1/196,-,41,1.0,"-2,022","3,585",9,6,1/239,-,40,12.0,"-1,567","4,342",15,4,1/229,-,70,19.0,-67,"1,668",7,3,1/167,-,13,2.0
2025-12-05,金,いいえ,"+2,538","1,944",17,2,1/102,-,19,3.0,-546,"2,996",10,8,1/166,-,31,4.0,"-1,614","7,897",29,12,1/193,-,68,31.0,"-1,692","2,922",5,8,1/225,-,22,3.0,"+9,522","8,800",66,22,1/100,-,16,7.0,-346,"2,770",12,2,1/198,-,16,7.0,-823,"4,731",16,13,1/163,-,26,4.0,-489,"4,724",19,8,1/175,-,86,18.0,"-3,350","6,072",16,11,1/225,-,27,1.0,"-2,656","3,645",8,5,1/280,-,27,1.0,"-2,533","6,006",20,7,1/222,-,37,6.0,"+2,309","3,698",23,6,1/128,-,9,-
2025-12-04,木,いいえ,-634,998,3,3,1/166,-,26,4.0,-356,218,0,0,-,-,15,1.0,"-2,632","9,234",29,22,1/181,-,52,26.0,"+2,917","1,962",18,3,1/93,-,20,2.0,"-1,919","5,358",17,9,1/206,-,18,1.0,-32,"2,850",12,5,1/168,-,11,2.0,-611,"2,531",10,1,1/230,-,15,1.0,"-1,557","5,116",18,4,1/233,-,87,35.0,-128,584,2,4,1/97,-,9,-,"+2,031","2,751",19,3,1/125,-,17,2.0,"-1,971","3,031",6,7,1/233,-,22,2.0,-511,499,1,1,1/250,-,14,3.0
2025-12-03,水,いいえ,"+1,327","4,675",25,5,1/156,-,21,9.0,"+1,014","2,567",15,2,1/151,-,9,1.0,+80,"3,992",16,10,1/154,-,49,9.0,"-1,108","2,480",5,10,1/165,-,34,13.0,"+2,354","2,125",17,5,1/97,-,11,2.0,+716,"1,965",11,2,1/151,-,12,1.0,"+2,433","2,356",17,5,1/107,-,8,-,"-2,585","6,788",19,18,1/183,-,88,39.0,"+1,330","1,474",11,2,1/113,-,11,2.0,+283,"2,308",12,1,1/178,-,40,6.0,"-1,110","2,777",9,3,1/231,-,8,-,"+4,631","5,200",37,9,1/113,-,12,1.0
2025-12-02,火,いいえ,-829,523,0,0,-,-,44,20.0,"+3,241","4,154",28,7,1/119,-,14,1.0,"-1,440","2,986",9,4,1/230,-,68,16.0,+962,"3,121",16,7,1/136,-,22,6.0,"-1,480","2,558",6,5,1/233,-,14,1.0,-785,"4,178",17,4,1/199,-,13,7.0,-912,"2,756",10,2,1/230,-,24,2.0,"-5,138","8,159",19,15,1/240,-,94,26.0,"-1,908","5,091",17,6,1/221,-,16,2.0,"-1,279","3,403",10,7,1/200,-,52,8.0,"+2,261","4,760",24,15,1/122,-,6,-,+442,"5,957",25,17,1/142,-,22,6.0
2025-12-01,月,いいえ,+714,"1,794",12,0,1/150,-,42,14.0,"-1,632","2,100",4,3,1/300,-,25,3.0,"-2,845","4,505",11,7,1/250,-,52,1.0,+857,"4,987",21,14,1/142,-,21,5.0,+802,"1,851",10,4,1/132,-,6,-,"+1,526","3,907",22,6,1/140,-,6,-,"+2,049","3,825",22,7,1/132,-,16,8.0,"-2,884","4,502",11,6,1/265,-,86,34.0,"+2,027","1,637",13,3,1/102,-,22,1.0,+994,"1,458",10,1,1/133,-,51,9.0,-573,747,2,2,1/187,-,8,2.0,-192,853,5,0,1/171,-,28,3.0
2025-11-30,日,はい,"-2,323","5,190",16,8,1/216,-,49,14.0,-65,"7,172",30,13,1/167,-,16,5.0,+873,"4,863",23,11,1/143,-,22,3.0,"+7,769","8,295",56,24,1/104,-,19,3.0,"+2,668","3,887",21,13,1/114,-,11,2.0,+268,"4,640",20,10,1/155,-,9,3.0,"-1,758","6,501",21,15,1/181,-,22,3.0,"-4,159","6,651",17,9,1/256,-,49,14.0,+937,"3,841",19,8,1/142,-,35,4.0,-64,"5,662",24,11,1/162,-,81,32.0,"+1,959","3,457",22,5,1/128,-,6,-,-136,"3,556",15,7,1/162,-,31,9.0
2025-11-29,土,はい,-701,"6,553",27,9,1/182,-,14,1.0,-169,"3,249",13,8,1/155,-,10,1.0,-394,"4,728",22,2,1/197,-,28,13.0,"-6,208","8,035",17,9,1/309,-,54,5.0,-929,"4,462",16,6,1/203,-,13,3.0,+868,"4,599",23,7,1/153,-,9,1.0,+692,"2,677",15,2,1/157,-,15,1.0,"-3,169","8,369",25,16,1/204,-,32,2.0,+570,"2,847",13,7,1/142,-,49,17.0,"-1,137","3,716",14,2,1/232,-,84,30.0,+78,"2,302",10,4,1/164,-,8,-,"+3,619","5,410",32,15,1/115,-,30,2.0
2025-11-28,金,いいえ,+902,"2,401",13,5,1/133,-,19,3.0,"+3,648","3,224",25,7,1/101,-,6,-,+869,"2,931",13,12,1/117,-,41,12.0,"-5,264","6,567",14,7,1/313,-,44,3.0,+674,585,5,1,1/98,-,12,4.0,-102,"2,069",8,6,1/148,-,16,1.0,"+1,749","2,315",13,9,1/105,-,15,3.0,"-1,227","2,105",5,3,1/263,-,29,10.0,+936,"3,122",15,8,1/136,-,60,2.0,-864,"2,665",8,6,1/190,-,58,7.0,"+1,277","2,094",13,4,1/123,-,8,2.0,-110,"3,231",13,6,1/170,-,51,7.0
2025-11-27,木,いいえ,-139,"3,107",12,7,1/164,-,72,17.0,+248,"1,579",8,2,1/158,-,12,1.0,"-3,843","8,632",25,14,1/221,-,55,17.0,-291,"1,437",5,3,1/180,-,17,5.0,-79,"3,227",13,5,1/179,-,12,1.0,"-1,246","2,645",9,2,1/240,-,8,-,"+2,216","3,949",23,9,1/123,-,19,2.0,-279,"1,450",6,1,1/207,-,17,5.0,"-1,163","1,895",5,1,1/316,-,85,13.0,-208,"2,268",7,6,1/174,-,27,8.0,+725,"2,189",11,7,1/122,-,11,3.0,-603,588,1,1,1/294,-,38,11.0
2025-11-26,水,いいえ,-328,"8,159",31,21,1/157,-,44,5.0,-136,"4,758",20,9,1/164,-,12,1.0,"-1,215","6,135",22,13,1/175,-,39,1.0,"+1,173","5,706",29,9,1/150,-,20,8.0,"+3,560","3,747",24,13,1/101,-,8,2.0,"+2,167","2,554",19,1,1/128,-,6,-,"-5,471","7,167",13,13,1/276,-,36,14.0,+830,"5,991",27,15,1/143,-,11,3.0,-473,"4,326",17,9,1/166,-,71,27.0,"-1,077","2,646",8,5,1/204,-,38,2.0,"-1,378","6,041",20,12,1/189,-,22,2.0,-737,"3,694",14,6,1/185,-,22,2.0
2025-11-25,火,いいえ,-665,"1,403",3,4,1/200,-,38,7.0,"+2,744","1,790",16,5,1/85,-,8,2.0,+149,"1,318",5,6,1/120,-,19,1.0,"+1,395","1,939",11,9,1/97,-,31,11.0,"+2,570","3,834",22,12,1/113,-,8,2.0,"+1,492","2,257",12,8,1/113,-,6,-,"+2,269","1,626",15,1,1/102,-,16,5.0,"+1,674","2,215",15,4,1/117,-,20,1.0,"-4,474","4,447",5,8,1/342,-,66,28.0,"-1,211","2,523",7,4,1/229,-,18,2.0,+86,"1,993",9,3,1/166,-,11,3.0,"+3,179","5,308",32,12,1/121,-,16,5.0
2025-11-24,月,いいえ,"+1,051","5,126",24,12,1/142,-,42,8.0,+419,"2,609",14,3,1/153,-,16,5.0,"+1,579","4,982",27,7,1/147,-,25,9.0,"+3,061","4,570",29,8,1/124,-,25,9.0,"-1,223","2,597",8,3,1/236,-,11,-,-272,"2,880",13,3,1/180,-,16,5.0,-385,"5,760",21,15,1/160,-,30,5.0,"+3,450","5,250",34,7,1/128,-,33,3.0,+324,"3,965",17,9,1/153,-,64,22.0,+777,"6,661",29,14,1/155,-,11,-,+0,0,0,0,-,-,11,-,"-3,555","5,067",11,8,1/267,-,34,1.0
2025-11-23,日,はい,"+2,122","5,504",28,17,1/122,-,55,1.0,-510,"6,103",22,17,1/156,-,26,2.0,+606,"2,569",14,3,1/151,-,24,2.0,"-1,812","6,204",19,17,1/172,-,54,20.0,"+2,732","2,654",18,9,1/98,-,8,-,+546,"3,560",17,4,1/170,-,15,4.0,"+2,173","6,101",33,9,1/145,-,34,8.0,"-1,173","2,714",9,2,1/247,-,68,13.0,"-1,456","3,404",11,3,1/243,-,93,25.0,"-1,001","4,298",16,6,1/195,-,22,4.0,+0,0,0,0,-,-,11,3.0,-258,"2,628",10,4,1/188,-,18,3.0
2025-11-22,土,はい,"-2,877","4,401",9,8,1/259,-,68,5.0,"+3,739","9,088",48,24,1/126,-,41,15.0,"-3,819","6,933",18,13,1/224,-,74,6.0,"-2,799","3,957",8,7,1/264,-,26,5.0,-819,"4,113",12,14,1/158,-,21,2.0,"+1,766","7,029",36,13,1/143,-,14,-,+996,"3,998",16,15,1/129,-,63,1.0,"-2,817","6,965",18,18,1/193,-,62,21.0,"-1,225","3,545",10,8,1/197,-,92,18.0,+794,"3,494",16,7,1/152,-,15,1.0,+0,0,0,0,-,-,19,1.0,-651,"4,053",16,6,1/184,-,18,3.0
2025-11-21,金,いいえ,"-4,239","6,429",15,9,1/268,-,52,15.0,"-1,686","6,345",23,7,1/212,-,62,5.0,-20,"5,407",21,13,1/159,-,57,5.0,"+1,137","3,783",20,8,1/135,-,14,1.0,"+2,127","2,894",17,9,1/111,-,20,1.0,+149,"3,431",12,11,1/149,-,23,3.0,"-1,411","5,774",18,15,1/175,-,93,4.0,+556,"5,272",20,17,1/142,-,24,1.0,-152,"1,793",7,3,1/179,-,89,27.0,"+1,732","2,634",16,6,1/120,-,19,5.0,+0,0,0,0,-,-,37,13.0,"+2,073","2,982",19,7,1/115,-,13,-
2025-11-20,木,はい,+817,"2,191",12,3,1/146,-,35,7.0,+997,"3,245",15,11,1/125,-,60,8.0,"-1,557","3,938",11,7,1/219,-,52,4.0,"-2,486","4,360",11,6,1/256,-,28,1.0,"+1,845","2,810",18,5,1/122,-,42,3.0,"-1,600","4,657",14,9,1/202,-,39,3.0,"-1,570","4,359",14,7,1/208,-,92,8.0,+768,"7,843",36,14,1/157,-,23,-,"-1,437","5,494",16,16,1/172,-,84,24.0,"-2,426","7,208",23,13,1/200,-,36,1.0,+0,0,0,0,-,-,48,6.0,"+1,422","3,368",19,6,1/135,-,27,4.0
2025-11-19,水,いいえ,"-1,168","6,422",22,16,1/169,-,59,7.0,+676,"3,528",16,10,1/136,-,63,4.0,"+2,975","3,554",23,7,1/118,-,35,3.0,"-1,251","1,511",3,2,1/302,-,16,-,+288,"3,161",13,8,1/151,-,46,5.0,+275,"2,644",11,6,1/156,-,32,16.0,-486,"3,771",15,5,1/189,-,78,10.0,"-2,586","2,719",5,1,1/453,-,49,3.0,"-2,323","4,763",14,8,1/217,-,68,5.0,"+2,663","2,462",16,9,1/98,-,35,3.0,+0,0,0,0,-,-,52,3.0,"+3,362","2,299",18,9,1/85,-,41,6.0
2025-11-18,火,いいえ,"-1,673","3,298",9,5,1/236,-,57,1.0,"-2,249","6,320",19,14,1/192,-,88,26.0,"-1,302","2,335",5,6,1/212,-,58,1.0,"+2,496","2,401",17,5,1/109,-,9,-,"+2,333","7,124",37,16,1/134,-,33,24.0,"-1,310","3,005",10,2,1/250,-,54,15.0,-154,"4,873",21,7,1/174,-,39,5.0,"-2,089","2,073",1,7,1/259,-,34,1.0,"-3,879","5,094",10,7,1/300,-,62,3.0,"+1,841","1,878",13,5,1/104,-,56,2.0,+0,0,0,0,-,-,62,3.0,"-1,733","3,101",8,6,1/222,-,59,1.0
