日付,曜日,特定日,1052番台,,,,,,,,,1053番台,,,,,,,,,1055番台,,,,,,,,,1056番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-08-18,月,いいえ,-935,"3,379",9,8,1/199,1/5.78,2.48,16,-,"-1,897","3,717",6,15,1/177,1/6.45,3.32,75,29.0,"+1,254","9,259",35,37,1/129,1/5.84,4.44,40,24.0,"-1,791","2,378",2,7,1/264,1/6.20,2.68,46,6.0
2025-08-17,日,はい,-733,"6,585",22,19,1/161,1/5.99,2.67,5,-,-897,"3,854",11,11,1/175,1/5.99,2.78,55,37.0,"-1,732","5,219",11,18,1/180,1/5.89,2.90,77,22.0,+731,"9,734",37,37,1/132,1/6.04,4.23,18,13.0
2025-08-16,土,はい,+521,"7,838",31,26,1/138,1/6.04,3.57,4,-,"-2,022","6,688",15,22,1/181,1/5.84,2.67,31,2.0,-680,"6,327",22,19,1/154,1/6.17,2.90,73,42.0,-102,"6,565",20,32,1/126,1/6.10,4.65,29,25.0
2025-08-15,金,いいえ,"+2,496","7,827",39,28,1/117,1/6.13,4.61,5,-,+938,"6,153",27,16,1/143,1/5.81,2.86,7,2.0,"-2,135","4,212",8,11,1/222,1/6.09,2.30,31,2.0,-415,"5,268",18,15,1/160,1/5.91,2.79,29,22.0
2025-08-14,木,いいえ,"-1,674","4,548",14,6,1/227,1/6.18,1.75,16,6.0,+0,"7,788",28,26,1/144,1/5.96,3.37,10,-,"-1,301","4,654",13,13,1/179,1/6.11,2.60,17,1.0,"-1,339","6,159",18,15,1/187,1/5.82,2.13,33,16.0
2025-08-13,水,いいえ,+560,"5,258",21,16,1/142,1/5.79,3.26,5,-,"-1,285","6,160",19,21,1/154,1/6.40,3.22,32,10.0,-299,"2,568",10,3,1/198,1/5.87,2.32,8,3.0,"-1,950","6,336",19,13,1/198,1/6.14,1.85,22,14.0
2025-08-12,火,いいえ,"+1,503","7,229",34,24,1/125,1/6.22,4.06,6,-,-332,"4,162",16,10,1/160,1/6.19,2.68,26,17.0,+943,"6,360",30,12,1/151,1/5.88,2.15,7,1.0,+889,"6,257",29,14,1/146,1/5.96,2.51,9,2.0
2025-08-11,月,いいえ,+608,"8,574",30,34,1/134,1/5.81,4.20,26,2.0,-821,"5,137",16,15,1/166,1/5.97,2.76,24,16.0,+919,"8,118",30,34,1/127,1/5.93,4.52,6,-,+645,"4,775",20,17,1/129,1/6.09,3.90,8,2.0
2025-08-10,日,はい,-367,"6,966",24,22,1/151,1/5.95,3.05,36,22.0,+956,"7,747",31,31,1/125,1/6.13,4.48,9,3.0,"-1,551","3,773",9,9,1/210,1/6.09,2.35,14,5.0,"+1,304","7,576",38,18,1/135,1/6.32,2.77,6,-
2025-08-09,土,はい,-743,"3,398",12,7,1/179,1/6.34,2.49,35,16.0,"+2,119","8,820",36,35,1/124,1/5.69,4.56,8,-,"+1,648","6,165",32,15,1/131,1/6.09,3.07,9,1.0,-916,"5,710",17,21,1/150,1/6.16,3.48,19,10.0
2025-08-08,金,いいえ,-512,"3,804",14,8,1/173,1/6.12,2.46,15,-,-58,"5,610",20,18,1/148,1/5.92,3.23,26,6.0,"+5,932","6,394",47,22,1/93,1/5.89,5.40,20,3.0,-747,"4,456",15,12,1/165,1/6.19,2.72,17,2.0
2025-08-07,木,いいえ,+379,"7,456",31,20,1/146,1/6.05,2.74,14,6.0,-608,"3,298",9,11,1/165,1/5.85,3.17,20,6.0,-488,"4,281",15,14,1/148,1/6.36,3.32,28,8.0,-596,"5,508",17,18,1/157,1/5.87,3.08,8,-
2025-08-06,水,いいえ,-356,"4,816",17,14,1/155,1/6.03,2.94,35,7.0,-775,"2,796",9,4,1/215,1/5.97,2.25,18,12.0,-820,"1,741",3,4,1/249,1/5.62,2.75,28,10.0,+474,"6,180",24,23,1/131,1/6.09,4.00,6,-
2025-08-05,火,いいえ,-630,"1,579",5,2,1/226,1/6.42,2.65,13,3.0,"-1,005","1,170",1,3,1/293,1/6.57,2.95,13,3.0,+830,"5,489",20,26,1/119,1/5.94,4.68,24,11.0,+34,"2,932",12,7,1/154,1/6.03,2.94,10,-
2025-08-03,日,はい,+822,"7,590",30,30,1/127,1/6.13,4.39,8,-,+169,"6,751",25,23,1/141,1/5.99,3.54,8,-,-310,"7,545",26,30,1/135,1/6.27,4.13,35,17.0,"+2,537","8,523",40,34,1/115,1/6.09,4.90,18,10.0
2025-08-02,土,はい,-673,"4,383",17,6,1/191,1/6.10,1.92,16,10.0,"+1,742","7,095",33,24,1/124,1/6.02,4.10,6,-,-814,"3,558",12,8,1/178,1/6.29,2.54,20,4.0,-61,"8,267",26,35,1/136,1/5.89,4.28,30,10.0
2025-08-01,金,いいえ,+751,"7,196",30,18,1/150,1/5.75,2.52,12,-,+111,"6,525",20,28,1/136,1/5.73,4.20,21,4.0,-631,"1,478",2,5,1/211,1/5.51,3.16,13,1.0,"-1,478","2,705",5,7,1/225,1/6.21,2.60,17,4.0
2025-07-31,木,いいえ,-911,"2,514",6,8,1/180,1/6.22,3.07,16,11.0,-328,806,1,4,1/161,1/5.95,3.59,44,28.0,"+2,592","7,125",38,24,1/115,1/6.22,4.52,5,-,+430,"5,653",21,23,1/128,1/6.06,4.23,5,-
2025-07-30,水,はい,-442,"5,177",18,21,1/133,1/6.58,4.07,9,-,-161,"6,012",25,8,1/182,1/5.82,1.68,31,10.0,"-1,866","6,771",19,24,1/157,1/6.47,3.23,14,5.0,-579,"5,359",17,16,1/162,1/5.84,2.83,21,7.0
2025-07-29,火,いいえ,"+1,113","3,262",18,8,1/125,1/6.12,3.40,9,4.0,-827,"5,271",17,18,1/151,1/6.31,3.32,42,24.0,-586,"1,994",4,7,1/181,1/5.66,3.23,5,-,-415,"3,209",10,10,1/160,1/5.93,3.13,18,9.0
2025-07-28,月,いいえ,+703,"2,656",11,10,1/126,1/5.57,3.84,9,5.0,-320,"1,810",7,4,1/165,1/6.62,3.03,14,5.0,+276,"6,628",26,21,1/141,1/6.05,3.34,4,-,-455,"3,632",12,11,1/158,1/6.07,3.08,15,1.0
2025-07-27,日,はい,"-1,075","2,357",6,6,1/196,1/6.58,2.80,29,14.0,"+1,875","8,640",36,34,1/123,1/5.86,4.56,15,4.0,+733,"6,284",26,21,1/134,1/6.02,3.70,9,-,"+1,184","7,513",35,21,1/134,1/6.17,3.22,11,2.0
2025-07-26,土,はい,-255,"6,574",26,16,1/157,1/6.13,2.41,20,3.0,"-1,231","3,328",8,9,1/196,1/6.06,2.65,54,34.0,-174,"6,095",20,21,1/149,1/5.80,3.36,10,-,+238,"5,651",23,16,1/145,1/6.06,3.03,17,7.0
2025-07-25,金,いいえ,"+2,785","4,548",28,19,1/97,1/6.36,5.06,22,10.0,-263,"3,199",11,11,1/145,1/6.21,3.46,29,7.0,+178,"2,075",7,9,1/130,1/5.77,3.87,6,-,"+1,397","7,791",31,37,1/115,1/6.19,5.03,12,6.0
2025-07-24,木,いいえ,-604,"4,093",15,10,1/164,1/6.33,2.66,32,10.0,+69,"5,254",19,19,1/138,1/6.04,3.71,10,2.0,"+2,429","5,740",28,25,1/108,1/5.89,4.94,8,-,-761,"5,328",15,19,1/157,1/5.86,3.29,22,12.0
2025-07-23,水,いいえ,-981,"4,319",13,12,1/173,1/6.10,2.70,14,-,"-1,427","4,902",13,16,1/169,1/6.22,2.95,17,2.0,-316,"8,139",33,17,1/163,1/6.09,1.92,22,5.0,-550,"3,247",10,11,1/155,1/6.19,3.31,15,1.0
2025-07-22,火,いいえ,"+1,721","4,093",22,11,1/124,1/5.72,3.54,11,7.0,+592,"4,261",19,14,1/129,1/6.26,3.72,13,2.0,"-1,146","4,584",14,10,1/191,1/5.99,2.21,15,2.0,"-1,743","2,606",3,8,1/237,1/6.21,2.74,4,-
2025-07-21,月,いいえ,-987,"2,385",6,4,1/239,1/5.93,2.39,31,11.0,-904,"4,529",15,11,1/174,1/6.16,2.47,20,14.0,-913,"4,169",13,10,1/181,1/6.02,2.46,6,4.0,+114,"4,317",18,9,1/160,1/5.92,2.49,2,-
2025-07-20,日,はい,-139,"5,919",23,16,1/152,1/6.10,2.77,16,3.0,"-1,074","7,457",27,13,1/186,1/5.94,1.65,13,5.0,+285,"8,072",29,29,1/139,1/5.91,3.75,1,-,-187,"6,293",25,14,1/161,1/6.02,2.24,8,7.0
2025-07-19,土,はい,"-1,301","1,440",1,2,1/480,1/6.04,2.48,9,2.0,+276,"4,543",19,11,1/151,1/5.92,2.75,11,2.0,"+1,278","7,743",36,21,1/136,1/6.08,3.07,6,-,"+1,520","7,772",36,24,1/130,1/6.09,3.69,7,1.0
2025-07-18,金,いいえ,"+1,651","4,602",23,16,1/118,1/5.92,4.16,3,-,"+1,817","8,592",38,32,1/123,1/6.07,4.49,9,6.0,-102,"4,964",20,10,1/165,1/5.94,2.27,14,3.0,+660,"5,204",21,22,1/121,1/6.26,4.45,11,2.0
2025-07-17,木,いいえ,"+2,362","7,159",34,26,1/119,1/5.85,4.46,8,-,-314,548,1,0,1/548,1/5.27,2.95,41,12.0,+709,"6,966",26,32,1/120,1/6.20,4.77,12,4.0,+102,"3,038",12,9,1/145,1/6.03,3.28,29,17.0
2025-07-16,水,いいえ,"-1,208","3,063",7,9,1/191,1/6.14,2.82,21,4.0,-723,"4,661",13,18,1/150,1/6.01,3.58,15,-,"+2,409","7,064",32,31,1/112,1/5.89,4.98,31,10.0,+54,"2,987",10,10,1/149,1/5.64,3.37,17,2.0
2025-07-15,火,いいえ,-242,"1,265",5,1,1/211,1/6.10,2.76,11,-,"+1,255","6,365",28,21,1/130,1/5.92,3.80,14,3.0,-77,"7,136",26,23,1/146,1/6.01,3.24,43,7.0,-716,"4,193",16,7,1/182,1/6.25,2.12,36,22.0
2025-07-14,月,いいえ,+908,"5,543",23,22,1/123,1/6.10,4.33,6,-,-451,"3,616",11,15,1/139,1/6.29,3.86,48,23.0,+367,"6,412",22,29,1/126,1/6.04,4.55,14,8.0,"-1,335","2,690",5,8,1/207,1/6.16,2.81,25,11.0
2025-07-13,日,はい,+131,"6,171",26,14,1/154,1/6.07,2.39,8,3.0,"-1,511","4,606",11,12,1/200,1/5.81,2.34,29,21.0,"-2,187","7,728",20,19,1/198,1/5.77,1.89,32,3.0,-320,"5,073",21,10,1/164,1/6.25,2.25,5,-
2025-07-12,土,はい,-544,"4,145",16,5,1/197,1/5.91,1.89,15,6.0,+55,"5,694",21,17,1/150,1/5.86,3.03,6,-,"-1,145","7,342",23,29,1/141,1/6.46,3.92,22,7.0,+768,"4,723",25,8,1/143,1/6.37,2.44,9,3.0
2025-07-11,金,いいえ,-214,"4,389",14,16,1/146,1/5.87,3.54,2,-,-524,"4,494",14,17,1/145,1/6.16,3.63,13,2.0,-302,"3,497",14,8,1/159,1/6.35,2.75,16,3.0,"-1,146","2,802",6,5,1/255,1/5.58,2.24,11,9.0
2025-07-10,木,はい,+567,"4,379",20,11,1/141,1/6.07,3.01,2,-,"+1,436","9,352",37,33,1/134,1/5.75,3.94,14,2.0,"-1,124","2,312",4,6,1/231,1/5.81,2.69,12,9.0,"+1,228","8,136",37,23,1/136,1/6.09,3.18,3,1.0
2025-07-09,水,いいえ,-54,"1,238",5,3,1/155,1/6.25,3.26,5,-,-916,"2,367",5,8,1/182,1/6.12,3.14,43,34.0,+913,"2,470",14,5,1/130,1/5.97,3.20,9,1.0,-381,"4,336",15,10,1/173,1/5.77,2.45,8,3.0
2025-07-08,火,いいえ,+817,"7,026",29,24,1/133,1/6.04,3.81,5,1.0,"-1,155","6,854",18,25,1/159,1/5.81,3.26,18,13.0,"+3,676","7,809",43,28,1/110,1/6.02,4.91,20,2.0,+20,"6,446",25,19,1/147,1/6.08,3.03,4,-
2025-07-06,日,はい,+272,"7,226",28,21,1/147,1/5.90,2.92,11,9.0,+307,"4,829",20,12,1/151,1/5.89,2.76,15,4.0,+572,"6,977",30,19,1/142,1/6.08,2.91,23,8.0,"+2,288","7,314",38,25,1/116,1/6.34,4.51,2,-
2025-07-05,土,はい,+601,"3,661",15,17,1/114,1/6.35,4.51,9,-,"+3,950","8,109",42,33,1/108,1/5.80,5.15,13,1.0,-508,"8,217",29,28,1/144,1/6.20,3.43,73,60.0,"-1,620","2,368",2,5,1/338,1/5.56,2.32,12,3.0
2025-07-04,金,いいえ,"+1,754","7,694",37,30,1/115,1/6.53,4.81,8,-,-645,"5,470",17,21,1/144,1/6.18,3.71,24,14.0,-437,"3,200",11,9,1/160,1/6.18,3.01,50,26.0,+78,"3,672",17,6,1/160,1/6.25,2.41,10,2.0
2025-07-03,木,いいえ,-140,"4,902",19,12,1/158,1/6.00,2.61,35,7.0,"-1,386","2,731",6,6,1/228,1/6.24,2.46,22,11.0,-465,"3,114",12,5,1/183,1/6.16,2.36,28,6.0,"+2,189","8,204",38,30,1/121,1/6.02,4.51,11,-
2025-07-02,水,いいえ,"-1,263","7,346",24,21,1/163,1/6.17,2.54,20,2.0,"-2,202","3,837",6,10,1/240,1/6.02,2.29,9,-,-767,"7,563",28,21,1/154,1/6.30,2.62,18,9.0,-996,"6,758",20,24,1/154,1/6.03,3.32,44,24.0
2025-07-01,火,いいえ,-410,"3,181",9,9,1/177,1/5.53,2.86,16,10.0,+511,"4,895",18,17,1/140,1/5.66,3.58,6,-,-829,"1,597",3,4,1/228,1/6.08,2.90,6,-,+412,"6,704",24,24,1/140,1/5.78,3.69,18,2.0
2025-06-30,月,はい,-770,"4,751",16,13,1/164,1/6.18,2.72,11,6.0,-563,"3,419",11,11,1/155,1/6.25,3.22,13,2.0,"+1,634","6,682",29,28,1/117,1/6.03,4.72,5,-,+193,"7,718",28,30,1/133,1/6.12,4.14,46,33.0
2025-06-29,日,はい,+537,"3,783",17,8,1/151,1/5.77,2.71,5,-,"+4,702","7,236",45,31,1/95,1/6.30,5.51,11,6.0,"-2,132","4,715",11,8,1/248,1/5.91,1.79,12,1.0,"-1,005","7,621",26,20,1/166,1/6.04,2.30,72,60.0
2025-06-28,土,はい,"+2,146","8,345",36,35,1/118,1/5.95,4.86,8,6.0,+800,"6,754",28,22,1/135,1/5.99,3.60,41,33.0,+381,"7,399",27,29,1/132,1/6.04,4.17,2,-,"-1,287","3,810",10,10,1/191,1/6.12,2.56,64,23.0
2025-06-27,金,いいえ,-161,"7,964",26,34,1/133,1/6.10,4.36,42,39.0,-143,"4,132",15,10,1/165,1/5.76,2.63,51,6.0,+320,"5,760",22,20,1/137,1/6.01,3.67,3,-,-281,"6,664",21,23,1/151,1/5.73,3.29,45,3.0
2025-06-26,木,いいえ,+280,"6,080",23,19,1/145,1/5.86,3.22,30,9.0,+421,"4,635",20,13,1/140,1/6.10,3.18,59,29.0,"+1,206","5,661",27,18,1/126,1/6.21,3.83,2,-,-287,"6,012",25,13,1/158,1/6.28,2.28,21,19.0
2025-06-25,水,いいえ,-911,"3,901",13,9,1/177,1/6.29,2.50,24,15.0,"-1,657","3,107",6,5,1/282,1/5.81,2.04,87,62.0,+484,"5,962",25,17,1/142,1/6.03,3.09,9,-,+790,"6,775",28,24,1/130,1/6.11,3.97,25,1.0
2025-06-24,火,いいえ,-872,"7,187",23,25,1/150,1/6.14,3.34,15,-,"-1,134","5,271",15,19,1/155,1/6.24,3.35,54,6.0,-891,"4,353",13,11,1/181,1/5.87,2.49,21,6.0,"-2,239","3,599",5,7,1/300,1/5.77,1.99,48,27.0
2025-06-23,月,いいえ,+112,"3,632",16,8,1/151,1/6.21,2.78,8,-,-676,"1,427",3,3,1/238,1/5.94,2.85,52,14.0,+315,"3,842",16,15,1/124,1/6.49,4.09,8,-,+374,"4,159",19,8,1/154,1/5.99,2.51,38,30.0
2025-06-22,日,はい,-62,"5,171",20,17,1/140,1/6.30,3.48,16,6.0,-498,"5,146",18,16,1/151,1/6.19,3.11,45,19.0,+262,"2,776",11,10,1/132,1/6.05,3.71,10,-,-634,"4,731",16,13,1/163,1/6.07,2.74,26,10.0
2025-06-21,土,はい,"-1,415","6,125",17,20,1/166,1/6.08,2.91,9,3.0,-722,"7,162",24,23,1/152,1/6.09,3.06,41,19.0,+196,"3,837",14,11,1/153,1/5.61,3.05,6,-,-391,"4,334",16,10,1/167,1/6.02,2.52,22,13.0
2025-06-20,金,はい,+328,"6,620",27,18,1/147,1/5.99,2.82,5,-,"-1,713","6,108",18,14,1/191,1/6.06,2.03,16,1.0,-245,"6,647",24,24,1/138,1/6.27,3.75,15,10.0,+416,"8,113",32,31,1/129,1/6.33,4.27,21,5.0
2025-06-19,木,いいえ,"+1,591","5,828",29,15,1/132,1/5.89,3.16,9,-,"+1,044","5,082",24,11,1/145,1/5.75,2.63,11,2.0,-297,"3,679",14,9,1/160,1/6.17,2.78,13,2.0,-668,"4,892",15,18,1/148,1/6.15,3.52,36,23.0
2025-06-18,水,いいえ,-675,"3,979",12,13,1/159,1/6.06,3.15,12,4.0,"+1,089","6,037",29,17,1/131,1/6.24,3.39,23,11.0,-582,"5,053",17,14,1/163,1/5.98,2.72,8,-,-703,"7,131",21,28,1/146,1/5.95,3.78,28,5.0
2025-06-17,火,いいえ,+971,"5,535",25,17,1/132,1/6.05,3.56,11,5.0,-879,"2,490",7,5,1/208,1/6.12,2.55,36,12.0,+133,"3,932",15,13,1/140,1/6.03,3.48,6,-,-601,"4,342",18,3,1/207,1/6.03,1.67,24,13.0
2025-06-16,月,いいえ,-222,"3,870",16,11,1/143,1/6.65,3.19,24,5.0,-864,"8,682",28,28,1/155,1/5.96,2.95,19,8.0,+126,"3,944",16,12,1/141,1/6.19,3.34,9,-,"+3,210","8,049",40,33,1/110,1/5.98,5.07,11,2.0
2025-06-15,日,はい,"+1,488","6,609",28,26,1/122,1/5.90,4.44,22,1.0,-11,"6,063",21,24,1/135,1/6.10,4.03,9,-,"+1,257","7,986",34,27,1/131,1/5.99,3.88,21,12.0,-950,"6,401",20,20,1/160,1/6.02,2.88,32,10.0
2025-06-14,土,はい,-472,"5,172",20,12,1/162,1/6.23,2.45,34,15.0,"+1,050","6,708",29,21,1/134,1/5.95,3.53,5,-,+444,"6,544",23,27,1/131,1/5.91,4.26,19,3.0,-424,"6,554",22,19,1/160,1/5.81,2.70,16,11.0
2025-06-13,金,いいえ,-786,"2,439",6,7,1/188,1/5.98,2.93,14,2.0,-917,"5,191",15,17,1/162,1/5.96,3.03,12,-,-661,"5,641",20,14,1/166,1/6.06,2.43,41,27.0,-830,"5,522",21,11,1/173,1/6.29,2.10,14,2.0
2025-06-12,木,いいえ,"+1,030","6,710",27,28,1/122,1/6.10,4.56,8,3.0,-329,"1,551",4,4,1/194,1/5.52,3.04,5,-,-262,"3,260",12,9,1/155,1/6.17,3.04,32,20.0,+592,"4,883",22,15,1/132,1/6.30,3.55,12,4.0
2025-06-11,水,いいえ,-844,"1,854",4,5,1/206,1/6.18,2.93,37,8.0,+944,"6,862",31,19,1/137,1/6.09,3.12,2,-,-511,"1,609",5,2,1/230,1/5.95,2.62,29,2.0,-919,"2,621",6,8,1/187,1/6.00,2.96,27,25.0
2025-06-10,火,はい,-705,"2,907",11,3,1/208,1/6.26,2.13,32,6.0,+118,"4,844",20,15,1/138,1/6.34,3.40,2,-,-340,"2,542",10,3,1/196,1/5.99,2.34,26,13.0,"+2,966","8,330",41,30,1/117,1/5.91,4.64,13,11.0
2025-06-09,月,いいえ,-272,701,2,1,1/234,1/6.07,3.11,8,6.0,-374,"5,216",16,23,1/134,1/6.18,4.20,2,-,-369,"3,818",14,10,1/159,1/6.16,2.85,8,6.0,-551,"1,938",7,2,1/215,1/6.27,2.47,26,18.0
2025-06-08,日,はい,+668,"7,797",31,27,1/134,1/6.04,3.80,10,2.0,"+1,090","7,014",31,23,1/130,1/6.13,3.81,1,-,"+1,878","6,835",31,24,1/124,1/5.82,4.17,8,7.0,"+2,297","9,298",44,31,1/124,1/6.08,4.22,26,16.0
2025-06-07,土,はい,+189,"6,204",22,27,1/127,1/6.22,4.45,25,15.0,"+1,545","6,989",30,30,1/116,1/6.14,4.80,0,-,-203,"1,704",4,8,1/142,1/5.74,3.77,10,10.0,"-1,063","6,989",25,18,1/163,1/6.31,2.38,66,41.0
2025-06-06,金,いいえ,-111,"3,464",13,8,1/165,1/5.83,2.70,35,24.0,-795,"4,384",13,12,1/175,1/5.83,2.64,8,-,"+4,177","7,635",43,31,1/103,1/6.01,5.28,11,3.0,"-1,397","5,049",14,15,1/174,1/6.16,2.70,51,16.0
2025-06-05,木,いいえ,-208,"5,434",22,12,1/160,1/6.13,2.37,19,13.0,+716,"5,401",22,20,1/129,1/6.04,4.03,6,-,-961,"4,632",15,12,1/172,1/6.19,2.57,35,10.0,"-1,136","2,484",7,5,1/207,1/6.67,2.56,25,6.0
2025-06-04,水,いいえ,-665,"3,854",13,9,1/175,1/6.06,2.54,11,-,+139,"7,050",27,22,1/144,1/6.03,3.21,12,1.0,-227,"4,419",18,12,1/147,1/6.47,3.01,25,13.0,"+1,560","6,911",37,7,1/157,1/5.84,1.59,11,-
