日付,曜日,特定日,837番台,,,,,,838番台,,,,,,850番台,,,,,,851番台,,,,,
2025-08-06,水,いいえ,-340,"6,566",23,20,1/153,2.87,+714,"5,716",24,16,1/143,2.88,"+1,416","4,756",25,11,1/132,2.79,-6,"4,712",21,6,1/175,1.97
2025-08-05,火,いいえ,"-1,409","4,137",13,7,1/207,2.08,+133,"5,671",22,22,1/129,4.17,"+1,931","5,178",28,15,1/120,3.46,+636,"8,240",28,38,1/125,5.12
2025-08-03,日,はい,-89,"4,701",20,10,1/157,2.41,"-1,195","3,454",9,7,1/216,2.29,"-1,228","2,870",8,5,1/221,2.32,-204,"7,465",21,34,1/136,4.83
2025-08-02,土,はい,"-1,092","4,712",15,12,1/175,2.48,-590,"7,486",25,20,1/166,2.33,+86,"4,943",22,11,1/150,2.49,-372,"5,754",17,26,1/134,4.63
2025-08-01,金,いいえ,"+1,131","3,916",18,11,1/135,3.16,"+1,361","5,924",24,25,1/121,4.66,"+3,363","7,094",41,21,1/114,3.73,"+3,560","8,907",44,31,1/119,4.28
2025-07-31,木,いいえ,+0,832,4,0,1/208,2.84,-451,"5,837",18,21,1/150,3.48,-369,"2,533",9,5,1/181,2.62,"-1,357","4,059",11,9,1/203,2.28
2025-07-30,水,はい,"+3,266","8,805",41,41,1/107,5.41,"+1,206","6,792",28,26,1/126,4.30,-708,"2,239",6,7,1/172,3.15,-591,"8,245",25,32,1/145,3.97
2025-07-29,火,いいえ,-602,"3,823",13,9,1/174,2.53,-546,"1,720",4,4,1/215,2.85,"+2,575","6,302",36,21,1/111,4.20,-465,"4,169",13,15,1/149,3.50
2025-07-28,月,いいえ,-96,"3,263",11,13,1/136,3.89,+239,"3,577",15,11,1/138,3.31,+0,"4,184",14,14,1/149,3.30,-643,"3,470",11,11,1/158,3.14
2025-07-27,日,はい,-719,"5,435",19,12,1/175,2.21,-398,"3,653",13,8,1/174,2.49,-904,"6,335",20,21,1/155,3.11,+0,"5,710",23,13,1/159,2.34
2025-07-26,土,はい,"-1,032","1,667",3,3,1/278,2.63,"+1,828","8,287",34,32,1/126,4.46,+320,"5,111",21,15,1/142,3.05,"+1,772","6,590",33,15,1/137,2.50
2025-07-25,金,いいえ,"+1,150","6,201",29,17,1/135,2.95,-796,"5,146",16,15,1/166,2.72,+633,"6,205",21,27,1/129,4.64,"-1,270","1,566",1,5,1/261,3.04
2025-07-24,木,いいえ,-514,"5,819",19,18,1/157,2.90,-555,"2,169",6,5,1/197,2.76,-896,"2,225",6,5,1/202,2.71,"+1,439","3,666",18,13,1/118,3.93
2025-07-23,水,いいえ,-258,"3,927",16,8,1/164,2.43,"+1,029","6,720",26,28,1/124,4.64,+385,"2,795",12,8,1/140,3.22,-117,"5,999",22,19,1/146,3.13
2025-07-22,火,いいえ,"-1,437","2,242",4,4,1/280,2.41,-285,"5,778",19,22,1/141,3.86,-457,"2,445",6,8,1/175,3.17,-802,"4,025",8,20,1/144,4.52
2025-07-21,月,いいえ,"-1,110","1,699",2,5,1/243,2.97,-344,"6,841",23,21,1/155,2.83,"+2,590","7,974",39,28,1/119,4.25,-20,"4,424",17,10,1/164,2.46
2025-07-20,日,はい,"+2,737","8,506",41,28,1/123,3.86,"-1,314","3,843",7,14,1/183,3.18,"-1,331","5,964",13,25,1/157,3.96,"+1,369","8,262",35,23,1/142,2.71
2025-07-19,土,はい,+87,"3,737",15,11,1/144,3.14,+553,"7,867",30,23,1/148,2.75,-572,"4,091",16,6,1/186,2.08,+634,"5,969",27,15,1/142,2.65
2025-07-18,金,いいえ,-466,"2,286",7,7,1/163,3.17,"-1,052","4,403",14,10,1/183,2.34,"-1,969","3,021",4,9,1/232,2.69,-839,"2,997",9,9,1/167,3.03
2025-07-17,木,いいえ,-699,"4,583",17,10,1/170,2.35,"-1,421","2,584",5,6,1/235,2.54,"+1,856","4,244",23,15,1/112,4.13,-499,"4,097",13,10,1/178,2.50
2025-07-16,水,いいえ,"+1,485","7,823",32,29,1/128,4.18,+204,"3,440",14,10,1/143,3.14,-752,"3,036",7,11,1/169,3.33,+245,"5,606",21,15,1/156,2.62
2025-07-15,火,いいえ,+426,"7,011",23,33,1/125,5.06,+248,"4,837",20,15,1/138,3.26,-421,"1,851",7,2,1/206,2.51,"-1,036","5,185",15,12,1/192,2.20
2025-07-14,月,いいえ,"-1,441","1,627",1,2,1/542,2.38,+766,"7,509",27,32,1/127,4.75,"+2,664","6,822",33,29,1/110,5.00,"-1,445","3,793",10,7,1/223,2.14
2025-07-13,日,はい,-891,"2,406",7,5,1/201,2.61,-895,"7,060",22,26,1/147,3.63,+201,"4,282",17,10,1/159,2.56,+873,"6,116",24,24,1/127,4.29
2025-07-12,土,はい,+87,"5,723",22,20,1/136,3.65,"-1,003","3,997",10,12,1/182,2.78,-939,"3,945",10,11,1/188,2.63,"+3,257","7,301",37,27,1/114,4.54
2025-07-11,金,いいえ,"+1,470","6,049",30,15,1/134,2.75,-667,"2,961",11,6,1/174,2.56,"+1,404","5,193",24,18,1/124,3.88,-275,"5,089",20,10,1/170,2.18
2025-07-10,木,はい,"-1,986","3,214",6,7,1/247,2.31,"+1,137","6,224",24,27,1/122,4.77,-876,"7,452",25,20,1/166,2.35,"-2,956","6,476",15,15,1/216,1.97
2025-07-09,水,いいえ,-34,"3,208",13,9,1/146,3.08,-593,"4,064",12,15,1/151,3.54,-633,"2,602",9,5,1/186,2.56,+875,"5,911",22,27,1/121,4.91
2025-07-08,火,いいえ,"+3,509","9,008",42,36,1/115,4.91,+149,"7,268",29,21,1/145,2.81,+199,"6,732",26,20,1/146,2.90,"+1,436","7,729",32,33,1/119,4.94
2025-07-06,日,はい,-675,"4,760",15,11,1/183,2.30,"-1,794","3,139",6,7,1/241,2.36,-266,"4,481",16,14,1/149,3.13,+431,"7,482",27,27,1/139,3.76
2025-07-05,土,はい,-192,"7,414",27,23,1/148,2.96,-480,"1,466",5,1,1/244,2.53,-139,"3,698",14,7,1/176,2.34,"-1,562","3,893",9,10,1/205,2.45
2025-07-04,金,いいえ,-950,"1,008",1,1,1/504,2.69,+678,"5,565",24,18,1/133,3.48,"-1,425","6,679",20,16,1/186,2.11,-403,"2,546",9,5,1/182,2.61
2025-07-03,木,いいえ,"+3,236","7,325",40,25,1/113,4.30,-393,"1,284",4,2,1/214,2.84,+416,"4,045",20,5,1/162,2.12,"+2,126","5,886",31,20,1/115,4.09
2025-07-02,水,いいえ,-880,"3,501",10,10,1/175,2.82,"+1,881","4,152",22,16,1/109,4.39,+609,"6,173",26,19,1/137,3.22,"-1,127","6,756",25,9,1/199,1.69
2025-07-01,火,いいえ,"-1,141","2,469",5,7,1/206,2.84,+866,"4,594",22,10,1/144,2.58,"-1,358","3,805",7,13,1/190,2.99,-111,"6,171",23,16,1/158,2.48
2025-06-30,月,はい,+33,"6,068",23,20,1/141,3.35,+298,"8,399",27,35,1/135,4.56,+428,"7,123",27,25,1/137,3.68,"-1,145","5,006",15,16,1/161,2.99
2025-06-29,日,はい,+0,"4,602",18,13,1/148,2.92,+91,"7,869",29,27,1/141,3.50,"-1,511","3,665",10,7,1/216,2.21,"+1,700","7,438",33,26,1/126,3.98
2025-06-28,土,はい,+818,"7,846",28,33,1/129,4.70,+284,"4,957",21,12,1/150,2.60,+769,"5,695",24,15,1/146,2.71,"+1,223","6,731",31,19,1/135,3.00
2025-06-27,金,いいえ,"+1,947","5,395",26,23,1/110,4.83,"-1,000","6,660",21,20,1/162,2.69,-453,"1,720",6,3,1/191,2.76,-238,"7,220",23,27,1/144,3.77
2025-06-26,木,いいえ,"+1,651","7,568",38,17,1/138,2.39,-211,"2,444",9,5,1/175,2.69,"+2,730","8,330",39,26,1/128,3.47,+173,"4,890",19,17,1/136,3.62
2025-06-25,水,いいえ,+338,"6,166",22,23,1/137,3.88,-531,"5,073",19,12,1/164,2.42,-527,"2,933",9,6,1/196,2.48,-262,"4,177",15,12,1/155,2.92
2025-06-24,火,いいえ,"-1,594","2,925",7,3,1/293,2.02,-803,"3,698",9,16,1/148,4.00,-517,"1,489",4,3,1/213,2.86,"+1,051","7,115",31,22,1/134,3.27
2025-06-23,月,いいえ,"-1,112","2,785",7,5,1/232,2.33,-181,"3,761",14,12,1/145,3.28,+566,"4,136",20,7,1/153,2.32,"+1,234","5,853",25,22,1/125,4.18
2025-06-22,日,はい,"-1,846","2,967",5,6,1/270,2.28,-549,"2,081",7,3,1/208,2.51,"+1,170","7,821",34,25,1/133,3.43,"-1,446","3,498",8,8,1/219,2.36
2025-06-21,土,はい,+20,"6,651",24,23,1/142,3.50,"+2,831","9,115",44,31,1/122,4.09,-9,"5,602",21,17,1/147,3.01,-80,"4,412",18,8,1/170,2.22
2025-06-20,金,はい,-592,"5,063",18,15,1/153,2.91,-827,"7,675",24,27,1/150,3.36,-193,"6,003",21,20,1/146,3.28,"+3,041","8,468",41,28,1/123,3.90
2025-06-19,木,いいえ,-631,"3,179",11,6,1/187,2.40,"-1,193","2,201",5,3,1/275,2.32,-25,"8,125",25,37,1/131,4.97,"-1,396","2,071",4,3,1/296,2.37
2025-06-18,水,いいえ,"+3,203","6,718",34,28,1/108,4.97,-675,"5,357",17,16,1/162,2.79,+716,"5,874",24,19,1/137,3.39,-459,"5,250",20,16,1/146,3.07
2025-06-17,火,いいえ,+279,"7,646",29,23,1/147,2.87,+602,"4,697",20,13,1/142,2.95,"+1,484","5,555",29,12,1/135,2.55,+338,"7,010",24,24,1/146,3.36
2025-06-16,月,いいえ,+989,"7,713",30,28,1/133,3.95,-927,"2,870",8,8,1/179,2.87,+124,"5,350",18,16,1/157,2.85,+666,"7,466",31,24,1/136,3.37
2025-06-15,日,はい,-992,"6,351",22,14,1/176,2.10,-134,"7,043",26,24,1/141,3.46,+618,"7,417",31,23,1/137,3.20,"-1,772","8,012",22,27,1/164,2.93
2025-06-14,土,はい,"-1,240","3,886",11,10,1/185,2.55,"-1,406","4,353",13,11,1/181,2.48,+562,"7,502",29,22,1/147,2.81,-957,"5,070",13,14,1/188,2.46
2025-06-13,金,いいえ,"-1,722","3,923",11,6,1/231,2.01,"-1,239","2,450",6,4,1/245,2.36,"-1,066","3,099",9,5,1/221,2.22,"-1,841","5,806",17,14,1/187,2.19
2025-06-12,木,いいえ,"-1,002","4,902",14,18,1/153,3.49,+295,"2,657",10,9,1/140,3.48,-493,750,1,1,1/375,2.95,-470,"5,816",21,16,1/157,2.64
2025-06-11,水,いいえ,"-1,216","5,471",16,14,1/182,2.33,-345,"1,408",5,2,1/201,2.78,"+2,104","6,738",30,27,1/118,4.65,+360,"6,783",29,15,1/154,2.23
2025-06-10,火,はい,-204,"2,630",10,5,1/175,2.59,+686,"7,805",31,33,1/122,4.86,"-2,097","5,074",11,16,1/188,2.69,"-2,380","4,360",6,15,1/208,2.82
2025-06-09,月,いいえ,-196,"1,962",8,3,1/178,2.66,+489,"3,620",16,10,1/139,3.09,+936,"6,721",27,21,1/140,3.18,-67,"2,426",12,1,1/187,2.19
2025-06-08,日,はい,+839,"7,216",34,19,1/136,2.76,+368,"6,278",25,20,1/140,3.27,"-1,539","5,152",14,15,1/178,2.61,-311,"4,351",18,8,1/167,2.25
2025-06-07,土,はい,"-1,104","4,977",16,12,1/178,2.35,"+1,375","8,757",38,23,1/144,2.51,-600,"4,407",15,10,1/176,2.38,+909,"6,432",27,21,1/134,3.47
2025-06-06,金,いいえ,+437,"4,131",20,8,1/148,2.48,"-1,966","3,318",5,7,1/277,2.21,+230,"5,824",23,16,1/149,2.74,"+3,861","7,056",38,32,1/101,5.31
2025-06-05,木,いいえ,-857,"3,308",10,7,1/195,2.42,-145,"4,984",21,12,1/151,2.58,-278,"5,326",19,13,1/166,2.41,-163,"6,477",21,24,1/144,3.72
2025-06-04,水,いいえ,+19,"3,811",16,11,1/141,3.13,"-2,009","4,948",11,11,1/225,2.08,-785,"2,879",9,4,1/221,2.22,"-1,202","6,984",21,22,1/162,2.79
