日付,曜日,特定日,1078番台,,,,,,,,1080番台,,,,,,,,1081番台,,,,,,,,1082番台,,,,,,,,1083番台,,,,,,,,1085番台,,,,,,,,1086番台,,,,,,,,1087番台,,,,,,,,1088番台,,,,,,,,1100番台,,,,,,,,1101番台,,,,,,,,1102番台,,,,,,,,1103番台,,,,,,,,1105番台,,,,,,,,1106番台,,,,,,,,1107番台,,,,,,,,1108番台,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,狙度,次差
2026-02-09,月,いいえ,"+5,887","5,089",0,8,1/636,-,22,2.0,-324,821,0,2,1/411,-,22,2.0,+94,"5,768",0,11,1/524,-,20,1.0,"-2,305","6,768",0,15,1/451,-,22,2.0,"+2,741","5,769",0,9,1/641,-,19,-,-616,"4,249",0,7,1/607,-,39,6.0,"+1,448","8,085",0,20,1/404,-,58,1.0,"+1,866","3,304",0,6,1/551,-,56,4.0,"-1,668","5,227",0,11,1/475,-,45,2.0,"-1,323","5,064",0,13,1/390,-,43,3.0,"-3,494","4,801",0,9,1/533,-,40,1.0,-697,"4,527",0,9,1/503,-,51,6.0,"-2,305","6,280",0,13,1/483,-,74,16.0,-38,"7,109",0,16,1/444,-,57,1.0,+867,885,0,1,1/885,-,23,1.0,"+3,261","9,491",0,24,1/395,-,52,1.0,"-2,321","3,884",0,6,1/647,-,33,10.0
2026-02-08,日,はい,"-3,143","5,440",0,11,1/495,-,35,4.0,"+7,950","8,793",0,17,1/517,-,16,-,"-1,716","3,585",0,6,1/598,-,31,8.0,"+1,398","5,365",0,10,1/537,-,19,3.0,"-2,465","5,689",0,10,1/569,-,31,8.0,"-5,015","6,502",0,11,1/591,-,23,4.0,"-5,105","5,841",0,11,1/531,-,80,9.0,"-1,460","7,821",0,15,1/521,-,58,10.0,"-1,529","4,848",0,9,1/539,-,48,2.0,"-2,723","2,754",0,4,1/689,-,35,4.0,"-3,814","6,852",0,16,1/428,-,31,8.0,"-3,203","8,650",0,18,1/481,-,46,11.0,"-2,985","4,503",0,8,1/563,-,71,1.0,"-1,872","4,914",0,9,1/546,-,48,2.0,"-5,097","7,987",0,17,1/470,-,35,4.0,"-2,062","4,731",0,10,1/473,-,70,12.0,"+2,079","7,064",0,13,1/543,-,19,3.0
2026-02-07,土,はい,"+16,884","8,670",0,18,1/482,-,32,4.0,"-1,263","4,920",0,10,1/492,-,18,3.0,"-1,322","7,294",0,18,1/405,-,27,2.0,"+8,479","5,508",0,6,1/918,-,22,4.0,"-5,097","4,335",0,6,1/723,-,28,1.0,+948,"6,280",0,11,1/571,-,15,-,"-1,038","6,699",0,18,1/372,-,65,1.0,"-1,526","5,844",0,13,1/450,-,72,7.0,-631,"6,403",0,11,1/582,-,25,3.0,"+12,115","8,551",0,19,1/450,-,32,4.0,"-1,688","3,205",0,6,1/534,-,28,1.0,"-2,791","7,241",0,18,1/402,-,44,3.0,"-2,534","6,853",0,13,1/527,-,51,7.0,"-4,125","3,820",0,6,1/637,-,41,2.0,"+14,126","7,365",0,6,1/1228,-,32,4.0,"-3,968","7,000",0,13,1/538,-,64,13.0,-820,"8,037",0,21,1/383,-,39,7.0
2026-02-06,金,いいえ,-79,"8,495",0,19,1/447,-,78,6.0,"+2,005","6,393",0,17,1/376,-,16,1.0,"+2,449","6,637",0,15,1/442,-,23,1.0,"+12,520","8,329",0,16,1/521,-,22,3.0,"-2,231","3,696",0,4,1/924,-,18,2.0,"+3,154","6,036",0,11,1/549,-,15,-,-178,"8,142",0,18,1/452,-,51,3.0,"-2,437","7,676",0,18,1/426,-,72,3.0,"+2,031","6,826",0,15,1/455,-,19,1.0,-44,"8,700",0,19,1/458,-,69,2.0,"-2,376","6,115",0,12,1/510,-,22,3.0,-864,"8,301",0,22,1/377,-,34,11.0,"-1,693","5,540",0,10,1/554,-,48,14.0,"+1,369","6,156",0,11,1/560,-,16,1.0,"-2,232","6,304",0,12,1/525,-,67,16.0,"+1,163","8,609",0,20,1/430,-,34,11.0,"-1,265","7,741",0,16,1/484,-,22,3.0
2026-02-05,木,いいえ,-721,"7,738",0,20,1/387,-,67,1.0,-826,"2,425",0,5,1/485,-,21,2.0,"+2,008","6,350",0,14,1/454,-,50,5.0,+457,"6,898",0,13,1/531,-,52,2.0,"+11,854","4,301",0,3,1/1434,-,15,2.0,"-1,743","2,450",0,4,1/613,-,22,1.0,+131,"7,207",0,17,1/424,-,58,6.0,"-1,684","8,655",0,22,1/393,-,52,2.0,"+5,981","8,202",0,15,1/547,-,19,4.0,"-2,726","5,031",0,9,1/559,-,66,8.0,"+1,861","8,573",0,29,1/296,-,13,-,"+16,096","10,358",0,18,1/575,-,32,10.0,"-1,711","5,054",0,10,1/505,-,45,13.0,"-5,801","6,756",0,9,1/751,-,19,4.0,"-1,670","4,615",0,11,1/420,-,52,2.0,"-4,192","5,082",0,7,1/726,-,74,7.0,"+3,354","7,793",0,18,1/433,-,19,4.0
2026-02-04,水,いいえ,"-3,291","4,020",0,6,1/670,-,62,1.0,"+3,507","7,110",0,15,1/474,-,22,1.0,"-3,646","5,237",0,12,1/436,-,61,9.0,"-3,520","5,410",0,9,1/601,-,50,2.0,+269,220,0,1,1/220,-,15,1.0,"+4,061","8,062",0,19,1/424,-,15,1.0,"-1,242","7,638",0,14,1/546,-,69,7.0,"-3,052","3,391",0,4,1/848,-,42,3.0,"-2,628","4,820",0,9,1/536,-,31,9.0,"-2,393","3,168",0,6,1/528,-,34,3.0,+72,"3,824",0,10,1/382,-,14,8.0,"-1,943","9,271",0,20,1/464,-,91,22.0,"+3,504","3,505",0,7,1/501,-,39,5.0,+922,"4,648",0,11,1/423,-,6,-,"+4,819","7,987",0,22,1/363,-,52,2.0,-825,"6,181",0,12,1/515,-,48,6.0,+500,"7,979",0,19,1/420,-,21,6.0
2026-02-03,火,いいえ,"+2,437","8,061",0,12,1/672,-,59,4.0,"-2,676","6,804",0,13,1/523,-,35,1.0,"+6,574","9,327",0,19,1/491,-,50,5.0,"-3,408","6,806",0,13,1/524,-,34,6.0,"+8,607","5,193",0,5,1/1039,-,19,1.0,"-4,019","6,103",0,10,1/610,-,18,5.0,"-2,843","6,386",0,14,1/456,-,45,4.0,"+1,415","8,730",0,18,1/485,-,34,6.0,"-3,351","5,927",0,12,1/494,-,28,6.0,"-1,433","7,500",0,20,1/375,-,34,6.0,"+16,885","8,933",0,12,1/744,-,13,7.0,"-2,675","7,314",0,16,1/457,-,74,15.0,"+3,550","9,176",0,22,1/417,-,55,5.0,+566,"8,774",0,23,1/381,-,6,-,"-3,759","8,977",0,18,1/499,-,89,15.0,-82,"6,547",0,17,1/385,-,41,6.0,"-4,053","8,446",0,15,1/563,-,22,3.0
2026-02-01,日,はい,"-3,049","9,797",0,27,1/363,-,88,3.0,"+4,667","9,577",0,23,1/416,-,16,3.0,"-5,186","8,333",0,18,1/463,-,89,1.0,"-3,663","8,744",0,19,1/460,-,31,9.0,+739,"8,054",0,22,1/366,-,43,9.0,"+2,598","7,133",0,13,1/549,-,6,-,"+1,396","9,634",0,24,1/401,-,21,1.0,"+6,122","9,409",0,21,1/448,-,32,1.0,"-2,184","6,268",0,11,1/570,-,22,1.0,"+4,766","8,134",0,15,1/542,-,33,1.0,+172,"8,098",0,19,1/426,-,20,4.0,"-2,555","4,545",0,8,1/568,-,34,1.0,"-1,616","7,691",0,20,1/385,-,85,3.0,"+3,004","8,737",0,23,1/380,-,13,7.0,"-1,638","5,249",0,11,1/477,-,82,39.0,"-4,087","6,454",0,10,1/645,-,31,9.0,"+4,198","9,497",0,21,1/452,-,16,3.0
2026-01-31,土,はい,-611,"8,714",0,18,1/484,-,86,1.0,"+1,160","8,361",0,20,1/418,-,42,4.0,"-2,087","6,813",0,17,1/401,-,88,2.0,"-2,062","7,734",0,14,1/552,-,21,1.0,"-2,960","4,549",0,6,1/758,-,38,10.0,"+3,467","7,172",0,12,1/598,-,15,-,"-1,286","6,620",0,16,1/414,-,79,17.0,"-3,172","4,844",0,11,1/440,-,88,2.0,+302,"8,014",0,20,1/401,-,20,5.0,"-2,796","5,077",0,10,1/508,-,62,14.0,"-2,844","5,045",0,11,1/459,-,28,4.0,-858,"9,746",0,24,1/406,-,24,2.0,"-2,467","9,027",0,20,1/451,-,85,6.0,"-1,452","4,834",0,11,1/439,-,22,1.0,"-1,684","5,900",0,13,1/454,-,48,6.0,"-2,021","8,150",0,14,1/582,-,21,1.0,"-5,062","7,666",0,16,1/479,-,22,1.0
2026-01-30,金,はい,"-3,585","9,171",0,19,1/483,-,91,6.0,-537,"4,283",0,8,1/535,-,85,5.0,-768,"10,275",0,28,1/367,-,80,5.0,"+4,527","8,970",0,18,1/498,-,16,1.0,"+1,976","6,934",0,14,1/495,-,33,2.0,"+1,361","6,647",0,9,1/739,-,22,4.0,-436,"7,862",0,21,1/374,-,75,3.0,"-2,877","6,720",0,14,1/480,-,72,23.0,"+4,665","8,468",0,23,1/368,-,25,3.0,+667,"7,287",0,17,1/429,-,49,16.0,"-2,116","6,746",0,12,1/562,-,22,4.0,+479,"8,656",0,22,1/393,-,31,6.0,"-2,250","7,137",0,13,1/549,-,49,16.0,"+4,381","7,205",0,10,1/721,-,15,4.0,"-2,884","5,783",0,12,1/482,-,25,3.0,"+8,477","7,609",0,14,1/544,-,18,2.0,"+4,081","7,377",0,13,1/567,-,11,-
2026-01-29,木,いいえ,"-1,746","9,404",0,20,1/470,-,89,21.0,-185,"2,880",0,7,1/411,-,64,1.0,"-4,791","5,674",0,8,1/709,-,68,2.0,-2,478,0,1,1/478,-,20,1.0,"-2,606","4,205",0,7,1/601,-,55,2.0,"-1,226","3,314",0,6,1/552,-,22,2.0,-949,"5,394",0,10,1/539,-,63,8.0,-890,"3,651",0,8,1/456,-,66,2.0,"+5,272","9,480",0,21,1/451,-,52,20.0,-699,"7,993",0,20,1/400,-,52,20.0,"+9,384","5,007",0,9,1/556,-,19,5.0,"-2,233","2,667",0,5,1/533,-,53,1.0,"-2,513","9,531",0,22,1/433,-,32,8.0,"+2,052","8,283",0,19,1/436,-,19,5.0,"+1,020","6,376",0,14,1/455,-,19,5.0,-769,"5,624",0,13,1/433,-,24,2.0,"-2,396","4,605",0,8,1/576,-,14,-
2026-01-28,水,いいえ,-382,"6,985",0,17,1/411,-,76,18.0,"-2,861","4,031",0,6,1/672,-,32,1.0,"-2,558","3,997",0,12,1/333,-,58,5.0,"+7,258","8,226",0,13,1/633,-,16,10.0,"+2,267","7,108",0,13,1/547,-,25,1.0,"+5,363","8,645",0,20,1/432,-,27,2.0,"-3,233","4,623",0,9,1/514,-,49,17.0,-539,"3,140",0,9,1/349,-,52,3.0,"+1,367","9,168",0,25,1/367,-,58,5.0,+886,"8,190",0,18,1/455,-,22,3.0,"+3,536","8,967",0,22,1/408,-,23,1.0,"-3,381","3,120",0,4,1/780,-,53,1.0,-714,"6,258",0,11,1/569,-,19,3.0,+415,"4,355",0,7,1/622,-,24,1.0,"-3,786","8,266",0,18,1/459,-,31,4.0,"+3,781","7,852",0,17,1/462,-,22,3.0,"+2,511","6,381",0,12,1/532,-,6,-
2026-01-27,火,いいえ,"-2,981","6,711",0,11,1/610,-,34,9.0,-231,"5,761",0,10,1/576,-,24,2.0,"+2,526","6,440",0,16,1/403,-,35,1.0,"+1,307","8,691",0,26,1/334,-,16,4.0,"-3,579","5,698",0,10,1/570,-,61,3.0,+620,"6,901",0,16,1/431,-,47,3.0,"+3,421","6,851",0,16,1/428,-,42,7.0,"-1,337","5,961",0,14,1/426,-,58,8.0,"-4,897","5,873",0,9,1/653,-,91,30.0,"-4,303","5,549",0,9,1/617,-,44,2.0,"+2,595","8,641",0,21,1/411,-,50,3.0,"+3,888","7,049",0,13,1/542,-,25,1.0,-363,"5,260",0,13,1/405,-,12,6.0,"+4,916","8,126",0,13,1/625,-,22,6.0,"-2,134","6,094",0,13,1/469,-,22,6.0,"-2,407","6,190",0,14,1/442,-,35,1.0,"+3,653","9,088",0,18,1/505,-,6,-
2026-01-26,月,いいえ,"-2,351","5,593",0,13,1/430,-,31,3.0,"+3,009","8,379",0,15,1/559,-,19,1.0,"-1,285","7,395",0,17,1/435,-,42,4.0,"-3,138","7,578",0,11,1/689,-,38,5.0,"-1,710","6,587",0,13,1/507,-,23,4.0,+673,"8,604",0,28,1/307,-,23,4.0,+732,"8,798",0,29,1/303,-,60,5.0,"+2,148","7,264",0,15,1/484,-,33,1.0,-438,"8,587",0,17,1/505,-,76,12.0,"-1,667","6,019",0,14,1/430,-,28,5.0,"-2,748","5,303",0,11,1/482,-,61,1.0,"+3,625","8,345",0,20,1/417,-,55,13.0,"+3,817","7,440",0,11,1/676,-,19,1.0,"-2,705","6,655",0,15,1/444,-,64,3.0,"-2,843","5,614",0,8,1/702,-,18,-,"+7,943","9,325",0,23,1/405,-,32,1.0,"+1,419","8,187",0,21,1/390,-,19,1.0
2026-01-25,日,はい,"-2,017","8,652",0,21,1/412,-,25,4.0,"-3,757","7,208",0,11,1/655,-,39,14.0,"-4,372","7,128",0,10,1/713,-,41,2.0,"+3,089","7,870",0,12,1/656,-,19,3.0,"+1,697","8,385",0,20,1/419,-,25,4.0,"-3,952","7,135",0,16,1/446,-,50,9.0,"-5,802","9,067",0,17,1/533,-,85,11.0,"-1,578","6,706",0,15,1/447,-,59,1.0,"-5,594","6,686",0,10,1/669,-,74,15.0,"-2,916","7,555",0,16,1/472,-,16,8.0,"+4,825","9,744",0,21,1/464,-,52,2.0,-981,"8,748",0,19,1/460,-,56,4.0,"-1,690","6,305",0,16,1/394,-,25,4.0,"-2,397","6,560",0,15,1/437,-,25,4.0,"+10,239","7,746",0,13,1/596,-,8,-,"+2,995","8,886",0,19,1/468,-,58,2.0,-721,"7,779",0,16,1/486,-,21,2.0
2026-01-24,土,はい,"+1,844","6,883",0,17,1/405,-,19,4.0,"-4,088","7,499",0,15,1/500,-,25,3.0,"-2,723","8,765",0,20,1/438,-,31,6.0,"-1,463","8,134",0,17,1/478,-,49,15.0,"-2,038","7,290",0,13,1/561,-,53,4.0,"-4,337","8,613",0,22,1/392,-,25,3.0,"-2,733","6,341",0,14,1/453,-,72,8.0,"+1,238","8,161",0,16,1/510,-,57,4.0,"-2,181","8,269",0,16,1/517,-,34,3.0,+642,"9,056",0,20,1/453,-,15,7.0,"-2,679","9,527",0,17,1/560,-,85,13.0,"-3,563","5,736",0,12,1/478,-,64,7.0,"+6,642","9,036",0,18,1/502,-,19,4.0,"+1,473","9,558",0,15,1/637,-,22,3.0,"+1,067","7,848",0,12,1/654,-,8,-,"-2,256","8,937",0,22,1/406,-,92,7.0,"+1,093","7,771",0,17,1/457,-,19,4.0
2026-01-23,金,いいえ,"-6,535","7,645",0,9,1/849,-,22,3.0,"+3,802","8,317",0,15,1/554,-,18,3.0,"-5,428","7,881",0,15,1/525,-,26,4.0,-114,"6,815",0,15,1/454,-,28,2.0,-510,"7,542",0,20,1/377,-,54,3.0,"+1,884","8,168",0,15,1/545,-,19,1.0,"-2,669","8,455",0,16,1/528,-,62,8.0,"-3,726","8,363",0,18,1/465,-,83,21.0,"-3,451","7,610",0,14,1/544,-,22,3.0,+149,"8,523",0,14,1/609,-,15,1.0,"-4,584","7,389",0,11,1/672,-,40,9.0,"-1,925","8,552",0,23,1/372,-,31,3.0,+397,"6,977",0,16,1/436,-,43,3.0,"-1,428","6,878",0,15,1/459,-,31,3.0,"+1,697","8,542",0,17,1/502,-,14,-,"-1,621","6,011",0,13,1/462,-,51,8.0,"+3,396","9,681",0,19,1/510,-,22,3.0
2026-01-22,木,いいえ,"+5,777","5,947",0,10,1/595,-,19,1.0,"+3,643","7,096",0,17,1/417,-,18,4.0,"+3,094","4,749",0,8,1/594,-,19,1.0,"+1,796","6,167",0,11,1/561,-,24,1.0,"+2,272","8,776",0,22,1/399,-,55,7.0,"-2,933","6,734",0,15,1/449,-,28,3.0,+144,"7,806",0,20,1/390,-,23,2.0,-27,"8,776",0,25,1/351,-,68,13.0,"+1,241","8,346",0,16,1/522,-,19,1.0,"+5,689","8,104",0,25,1/324,-,19,1.0,"-1,197","4,985",0,12,1/415,-,33,5.0,"-2,979","7,495",0,17,1/441,-,25,1.0,"+2,260","7,543",0,19,1/397,-,55,7.0,-810,"8,151",0,18,1/453,-,21,2.0,"+5,890","8,207",0,17,1/483,-,14,-,-806,"5,963",0,15,1/398,-,48,4.0,-951,"6,522",0,13,1/502,-,44,11.0
2026-01-21,水,いいえ,"+7,239","7,010",0,12,1/584,-,19,5.0,"-1,359","4,605",0,7,1/658,-,20,1.0,"+3,958","7,445",0,17,1/438,-,23,1.0,"+1,537","8,733",0,20,1/437,-,39,11.0,"-1,685","3,942",0,8,1/493,-,62,7.0,"-4,374","4,575",0,7,1/654,-,22,2.0,-313,"6,670",0,13,1/513,-,48,6.0,"-3,374","8,336",0,16,1/521,-,55,5.0,"-1,292","4,442",0,11,1/404,-,25,2.0,"-1,427","7,712",0,14,1/551,-,25,2.0,"-2,699","5,160",0,7,1/737,-,28,3.0,+33,"7,538",0,22,1/343,-,23,1.0,-820,"4,502",0,9,1/500,-,76,14.0,"+2,152","6,178",0,9,1/686,-,19,5.0,"+4,126","6,985",0,13,1/537,-,14,-,-203,"7,707",0,19,1/406,-,42,3.0,"+2,002","8,633",0,26,1/332,-,50,2.0
2026-01-20,火,はい,"-2,020","7,832",0,19,1/412,-,31,6.0,"+2,222","7,385",0,13,1/568,-,18,2.0,"+4,991","9,905",0,20,1/495,-,33,1.0,"-6,065","8,033",0,14,1/574,-,49,5.0,"+2,506","9,286",0,24,1/387,-,59,10.0,"+15,778","9,077",0,13,1/698,-,16,-,"-2,725","7,444",0,12,1/620,-,43,4.0,"+1,452","8,378",0,23,1/364,-,44,1.0,"+6,241","6,625",0,7,1/946,-,19,1.0,"+2,803","5,915",0,7,1/845,-,22,1.0,-166,"9,458",0,19,1/498,-,21,2.0,"-2,535","8,624",0,13,1/663,-,25,3.0,"-3,877","10,136",0,22,1/461,-,49,5.0,"-3,786","9,109",0,14,1/651,-,25,3.0,"-2,773","7,415",0,15,1/494,-,39,6.0,"-4,477","7,890",0,16,1/493,-,32,1.0,"-6,112","8,282",0,17,1/487,-,61,2.0
2026-01-19,月,いいえ,-737,"7,026",0,13,1/540,-,24,2.0,"-2,463","7,361",0,12,1/613,-,31,6.0,"-1,583","7,820",0,20,1/391,-,81,35.0,"+2,727","8,976",0,20,1/449,-,46,4.0,"-3,290","8,942",0,18,1/497,-,88,2.0,"-5,804","6,444",0,10,1/644,-,19,6.0,"-1,637","7,629",0,17,1/449,-,40,5.0,"-1,789","7,570",0,17,1/445,-,86,5.0,"-3,050","6,808",0,13,1/524,-,25,1.0,"+5,883","9,282",0,26,1/357,-,22,2.0,+289,"5,057",0,11,1/460,-,20,1.0,"+9,129","6,977",0,13,1/537,-,19,6.0,"-2,757","8,223",0,20,1/411,-,35,4.0,"+6,543","6,933",0,14,1/495,-,19,6.0,-178,"8,623",0,21,1/411,-,13,-,"-4,053","4,850",0,9,1/539,-,25,1.0,"+5,067","9,620",0,28,1/344,-,42,2.0
2026-01-18,日,はい,"+3,770","6,841",0,14,1/489,-,22,3.0,"-1,196","8,252",0,15,1/550,-,25,2.0,-997,"7,945",0,22,1/361,-,50,22.0,"-3,591","9,708",0,23,1/422,-,61,11.0,"-1,791","9,366",0,25,1/375,-,87,8.0,"+2,263","9,298",0,18,1/517,-,6,-,"-1,615","9,249",0,22,1/420,-,25,2.0,-528,"7,414",0,21,1/353,-,79,18.0,"+1,403","7,832",0,21,1/373,-,22,3.0,"-4,297","8,691",0,15,1/579,-,25,2.0,"+2,596","8,873",0,16,1/555,-,22,3.0,"-2,133","6,382",0,11,1/580,-,25,2.0,"+1,391","8,485",0,18,1/471,-,19,13.0,"-1,880","6,247",0,9,1/694,-,22,3.0,+500,"8,059",0,15,1/537,-,28,3.0,"+1,301","7,797",0,14,1/557,-,23,1.0,"-1,120","7,454",0,18,1/414,-,92,5.0
2026-01-17,土,はい,"+5,980","7,012",0,16,1/438,-,32,1.0,"+4,828","8,890",0,18,1/494,-,22,1.0,"-4,862","7,660",0,15,1/511,-,45,11.0,"+1,416","8,986",0,19,1/473,-,58,13.0,"-3,820","7,566",0,17,1/445,-,89,2.0,"+1,211","8,994",0,21,1/428,-,14,-,+584,"9,427",0,22,1/429,-,23,1.0,"-2,916","8,866",0,15,1/591,-,67,9.0,"+5,685","8,702",0,22,1/396,-,34,2.0,"+6,674","9,167",0,15,1/611,-,19,5.0,"+5,810","8,943",0,15,1/596,-,32,1.0,"+3,333","8,326",0,18,1/463,-,22,1.0,"-4,071","7,876",0,16,1/492,-,31,8.0,"+6,478","8,587",0,10,1/859,-,19,5.0,-563,"7,907",0,19,1/416,-,21,2.0,"+10,236","9,767",0,19,1/514,-,22,1.0,"-1,832","7,518",0,18,1/418,-,87,20.0
2026-01-16,金,いいえ,"-3,461","7,252",0,18,1/403,-,42,1.0,"+17,667","7,266",0,10,1/727,-,32,1.0,+800,"8,649",0,21,1/412,-,20,1.0,+0,"8,444",0,22,1/384,-,65,1.0,"-3,633","8,542",0,21,1/407,-,88,9.0,"+5,232","9,640",0,22,1/438,-,22,1.0,"+16,989","9,208",0,12,1/767,-,32,1.0,"-2,322","6,977",0,12,1/581,-,37,5.0,"-3,840","7,715",0,17,1/454,-,64,8.0,"-5,598","8,183",0,14,1/585,-,31,4.0,"-3,494","8,310",0,18,1/462,-,56,8.0,"-2,876","8,628",0,14,1/616,-,41,4.0,"-3,322","6,200",0,13,1/477,-,21,1.0,"+9,455","9,228",0,17,1/543,-,19,-,"+1,212","7,858",0,19,1/414,-,27,5.0,-440,"9,309",0,24,1/388,-,48,6.0,-375,"8,539",0,18,1/474,-,79,14.0
2026-01-15,木,いいえ,"+9,384","9,888",0,18,1/549,-,41,6.0,"+1,884","7,090",0,20,1/355,-,60,3.0,"-2,909","7,426",0,14,1/530,-,25,7.0,"-3,113","8,316",0,22,1/378,-,89,11.0,"-1,569","5,681",0,14,1/406,-,71,11.0,"-1,245","8,359",0,20,1/418,-,34,2.0,"-3,145","9,317",0,18,1/518,-,78,7.0,"+3,672","8,766",0,18,1/487,-,32,1.0,"-1,389","1,731",0,2,1/866,-,57,6.0,-91,"5,315",0,8,1/664,-,13,-,"+12,443","8,875",0,14,1/634,-,32,1.0,"-3,086","2,863",0,5,1/573,-,35,1.0,"+2,093","9,556",0,21,1/455,-,18,5.0,"-2,202","6,397",0,12,1/533,-,51,7.0,"+1,930","8,425",0,18,1/468,-,35,1.0,"-2,888","8,355",0,17,1/491,-,44,3.0,"-3,137","7,657",0,17,1/450,-,31,6.0
2026-01-14,水,いいえ,"-4,545","8,896",0,16,1/556,-,86,3.0,"-2,263","7,580",0,19,1/399,-,86,3.0,+762,"7,132",0,14,1/509,-,18,10.0,"-3,245","7,924",0,14,1/566,-,88,2.0,"-3,785","4,967",0,6,1/828,-,72,21.0,"+6,549","8,236",0,15,1/549,-,22,2.0,"-2,156","6,039",0,14,1/431,-,51,10.0,"-2,156","7,486",0,20,1/374,-,83,1.0,"+6,991","8,818",0,22,1/401,-,41,8.0,"-1,672","7,950",0,22,1/361,-,8,-,"-4,690","7,289",0,15,1/486,-,82,10.0,"+7,942","8,731",0,18,1/485,-,32,10.0,"+5,068","7,351",0,10,1/735,-,18,10.0,"-3,616","6,389",0,10,1/639,-,22,2.0,"-2,164","6,121",0,11,1/556,-,33,1.0,+80,"8,675",0,20,1/434,-,20,2.0,"-2,640","6,256",0,11,1/569,-,22,2.0
2026-01-13,火,いいえ,"-1,075","8,419",0,17,1/495,-,65,22.0,"-2,892","8,492",0,16,1/531,-,88,2.0,"-3,493","6,182",0,8,1/773,-,25,2.0,"-2,675","9,293",0,19,1/489,-,86,6.0,"-1,735","8,495",0,16,1/531,-,31,1.0,"+3,530","8,671",0,20,1/434,-,30,5.0,"-4,074","8,686",0,18,1/483,-,23,3.0,"-2,468","7,510",0,16,1/469,-,43,11.0,"-2,414","7,738",0,18,1/430,-,71,6.0,"+1,565","9,236",0,19,1/486,-,6,-,"-4,686","5,550",0,9,1/617,-,80,9.0,"+10,176","7,612",0,10,1/761,-,32,1.0,"-1,999","6,610",0,10,1/661,-,20,1.0,"+2,186","7,714",0,15,1/514,-,19,3.0,"+1,409","8,063",0,14,1/576,-,19,3.0,"-3,984","6,587",0,14,1/471,-,31,1.0,+942,"8,042",0,17,1/473,-,16,10.0
2026-01-12,月,いいえ,"-2,579","8,348",0,14,1/596,-,50,1.0,"-2,759","7,039",0,18,1/391,-,49,5.0,"+3,261","8,344",0,19,1/439,-,22,7.0,"-1,596","6,971",0,13,1/536,-,71,21.0,"-4,261","8,142",0,13,1/626,-,22,7.0,-582,"8,353",0,20,1/418,-,82,11.0,+120,"9,768",0,18,1/543,-,15,4.0,"-1,852","9,670",0,21,1/460,-,31,6.0,"-4,233","8,913",0,19,1/469,-,40,9.0,"+3,854","8,029",0,13,1/618,-,6,-,"-5,386","9,125",0,21,1/435,-,41,1.0,"-1,437","8,357",0,25,1/334,-,85,3.0,"+5,445","9,086",0,18,1/505,-,11,5.0,"+2,503","8,324",0,19,1/438,-,22,7.0,"-4,407","8,121",0,20,1/406,-,44,3.0,"-5,302","9,436",0,19,1/497,-,22,7.0,"-1,291","7,384",0,15,1/492,-,25,3.0
2026-01-11,日,はい,"-4,265","7,436",0,15,1/496,-,-,-,"-3,907","7,460",0,17,1/439,-,-,-,-917,"7,035",0,17,1/414,-,-,-,"-1,497","7,195",0,17,1/423,-,-,-,"+4,560","9,012",0,18,1/501,-,-,-,"-2,080","7,664",0,16,1/479,-,-,-,"-2,019","8,351",0,18,1/464,-,-,-,"-2,990","8,627",0,18,1/479,-,-,-,"-2,352","6,563",0,12,1/547,-,-,-,"+11,171","8,733",0,17,1/514,-,-,-,-980,"8,359",0,17,1/492,-,-,-,"-2,485","8,144",0,16,1/509,-,-,-,-526,"7,503",0,15,1/500,-,-,-,"-3,316","7,904",0,17,1/465,-,-,-,"+6,123","9,108",0,21,1/434,-,-,-,"+3,296","9,014",0,20,1/451,-,-,-,+738,"7,920",0,17,1/466,-,-,-
