日付,曜日,特定日,1026番台,,,,,,,,,1027番台,,,,,,,,,1028番台,,,,,,,,,1030番台,,,,,,,,,1031番台,,,,,,,,,1032番台,,,,,,,,,1033番台,,,,,,,,,1035番台,,,,,,,,,1036番台,,,,,,,,,1037番台,,,,,,,,,1038番台,,,,,,,,,1050番台,,,,,,,,,1051番台,,,,,,,,,1057番台,,,,,,,,,1058番台,,,,,,,,,1060番台,,,,,,,,,1061番台,,,,,,,,,1062番台,,,,,,,,,1063番台,,,,,,,,,1065番台,,,,,,,,,1066番台,,,,,,,,,1067番台,,,,,,,,,1068番台,,,,,,,,,1070番台,,,,,,,,,1071番台,,,,,,,,,1072番台,,,,,,,,,1073番台,,,,,,,,,1075番台,,,,,,,,,1076番台,,,,,,,,,1077番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-09-14,日,はい,-721,"7,329",24,23,1/156,1/5.94,3.02,25,1.0,+266,"7,752",30,23,1/146,1/5.91,3.00,14,2.0,-253,"7,418",28,21,1/151,1/6.06,2.75,22,1.0,+767,"7,597",30,24,1/141,1/5.79,3.37,34,1.0,"+2,002","6,991",36,13,1/143,1/5.69,2.01,10,-,-114,"4,735",17,14,1/153,1/5.87,3.01,19,1.0,-618,"6,250",24,8,1/195,1/5.75,1.60,34,1.0,-595,"7,104",24,20,1/161,1/5.85,2.60,17,1.0,+980,"8,359",31,35,1/127,1/5.90,4.82,24,2.0,"-2,393","6,422",15,18,1/195,1/6.01,2.35,42,6.0,"-1,494","6,328",19,17,1/176,1/6.06,2.40,47,5.0,"+1,133","8,335",32,30,1/134,1/5.72,4.08,51,4.0,-867,"4,153",13,11,1/173,1/6.07,2.62,30,3.0,-406,"5,958",22,15,1/161,1/5.98,2.43,14,2.0,+454,"7,191",28,22,1/144,1/5.85,3.18,33,3.0,"-1,246","5,203",16,13,1/179,1/6.08,2.35,12,1.0,-257,"7,297",29,18,1/155,1/6.12,2.34,16,1.0,"-1,179","4,411",13,11,1/184,1/6.06,2.42,36,2.0,"+1,351","8,231",33,36,1/119,1/6.10,5.13,11,1.0,-326,"4,001",15,9,1/167,1/5.99,2.45,24,2.0,+522,"8,557",34,22,1/153,1/5.74,2.38,11,1.0,+907,"8,231",32,26,1/142,1/5.69,3.34,20,1.0,+558,"7,333",30,20,1/147,1/5.86,2.73,11,1.0,"-2,042","4,339",9,9,1/241,1/5.85,2.02,21,1.0,"-1,000","5,591",20,11,1/180,1/6.12,1.98,27,2.0,-805,"7,141",23,16,1/183,1/5.58,1.97,18,1.0,"-1,474","6,846",22,18,1/171,1/6.18,2.35,18,1.0,-646,"7,360",27,15,1/175,1/5.84,1.87,34,1.0,+521,"6,872",27,19,1/149,1/5.71,2.75,15,1.0,"+1,610","7,809",34,27,1/128,1/5.88,4.12,22,1.0
2025-09-13,土,はい,-451,"7,418",22,27,1/151,1/5.68,3.65,22,1.0,"+1,791","7,372",32,28,1/123,1/5.85,4.58,15,1.0,-669,"5,076",18,8,1/195,1/5.71,1.82,21,1.0,"-1,075","4,720",14,12,1/182,1/5.93,2.42,38,1.0,"+1,224","7,615",32,23,1/138,1/5.74,3.26,17,1.0,+904,"5,441",27,9,1/151,1/5.92,2.00,19,2.0,"+2,361","8,805",35,38,1/121,1/5.59,5.10,31,1.0,"+1,772","6,384",30,20,1/128,1/5.80,3.72,12,1.0,-507,"5,146",19,10,1/177,1/5.87,2.04,48,10.0,"-1,940","4,194",10,7,1/247,1/5.97,1.88,30,5.0,-345,"5,974",21,11,1/187,1/5.49,1.85,35,4.0,-10,"8,490",30,29,1/144,1/5.91,3.60,89,41.0,-104,"7,255",28,20,1/151,1/6.03,2.69,25,1.0,+839,"7,426",33,14,1/158,1/5.71,1.87,14,2.0,+231,"8,407",28,30,1/145,1/5.65,3.75,31,1.0,+300,"5,469",23,14,1/148,1/6.00,2.68,8,-,+154,"6,149",26,15,1/150,1/6.11,2.48,16,1.0,+500,"6,879",26,22,1/143,1/5.75,3.36,20,1.0,"+2,002","9,009",38,33,1/127,1/5.76,4.43,14,2.0,"+2,449","8,542",38,35,1/117,1/5.90,5.05,16,1.0,+779,"4,922",23,13,1/137,1/6.08,3.00,11,3.0,"-1,985","3,984",8,10,1/221,1/6.09,2.32,37,2.0,-915,"4,958",16,11,1/184,1/5.87,2.18,12,1.0,"+1,309","7,483",28,30,1/129,1/5.62,4.57,14,2.0,+573,"8,063",34,21,1/147,1/5.96,2.55,16,1.0,-559,"3,617",12,9,1/172,1/5.95,2.61,12,1.0,"+1,868","9,235",38,30,1/136,1/5.58,3.65,15,1.0,+178,"6,261",26,14,1/157,1/5.92,2.23,24,2.0,+498,"7,232",28,20,1/151,1/5.69,2.71,14,2.0,-710,"7,421",25,18,1/173,1/5.73,2.13,37,2.0
2025-09-12,金,いいえ,-965,"1,947",4,4,1/243,1/5.93,2.55,19,1.0,"-1,015","5,081",14,13,1/188,1/5.60,2.34,24,3.0,-65,"5,600",23,9,1/175,1/5.78,1.83,15,1.0,"-1,338","6,871",21,20,1/168,1/6.04,2.63,29,3.0,-749,"5,740",19,16,1/164,1/5.97,2.64,46,5.0,+502,"6,253",26,15,1/153,1/5.77,2.40,16,1.0,-140,"2,782",8,10,1/155,1/5.53,3.50,41,2.0,"-1,631","6,400",17,17,1/188,1/5.77,2.28,26,1.0,+589,"7,245",28,22,1/145,1/5.74,3.13,48,2.0,"+2,685","7,464",37,27,1/117,1/5.91,4.65,14,1.0,-263,"2,285",8,4,1/190,1/5.67,2.48,18,1.0,"-1,162","6,045",17,17,1/178,1/5.73,2.50,85,30.0,"+3,150","9,404",45,33,1/121,1/5.80,4.54,25,1.0,+227,"6,697",26,19,1/149,1/5.87,2.84,13,1.0,-633,"2,916",9,6,1/194,1/5.80,2.41,55,7.0,"+1,151","7,294",33,25,1/126,1/6.29,4.14,12,1.0,"-1,246","2,357",6,5,1/214,1/6.72,2.52,33,2.0,+326,"8,286",32,27,1/140,1/6.01,3.51,39,1.0,-821,"6,594",19,26,1/147,1/5.99,4.03,39,1.0,"-1,531","2,680",5,8,1/206,1/6.52,2.84,38,1.0,+479,"5,698",23,17,1/142,1/5.88,3.17,21,2.0,"+1,233","6,940",32,20,1/133,1/6.03,3.25,17,1.0,+910,"7,080",34,15,1/144,1/6.12,2.18,11,-,-525,"4,155",14,9,1/181,1/5.75,2.28,35,2.0,+391,"7,216",29,20,1/147,1/5.90,2.77,16,1.0,+605,"2,154",11,6,1/127,1/6.07,3.42,15,1.0,+463,"5,989",21,25,1/130,1/5.86,4.55,37,2.0,+269,"6,007",23,18,1/147,1/5.84,3.09,37,2.0,"-1,320","2,865",7,4,1/260,1/5.91,2.03,31,2.0,"+2,888","8,699",45,27,1/121,1/6.05,4.04,21,2.0
2025-09-11,木,いいえ,"+2,197","6,565",34,14,1/137,1/5.63,2.36,20,1.0,"-1,389","4,691",14,9,1/204,1/5.98,1.99,13,2.0,+786,"6,105",29,11,1/153,1/5.93,1.99,14,1.0,+910,"5,407",24,15,1/139,1/5.84,3.05,13,2.0,+109,"7,356",30,18,1/153,1/5.99,2.34,21,1.0,-231,"2,628",7,11,1/146,1/5.71,3.90,16,2.0,-574,"7,071",26,20,1/154,1/6.17,2.73,26,1.0,-279,"4,599",18,11,1/159,1/6.14,2.52,11,1.0,"-1,702","3,088",5,8,1/238,1/5.94,2.47,38,1.0,-485,"5,360",21,12,1/162,1/6.21,2.28,25,4.0,+201,"4,547",18,13,1/147,1/5.92,3.04,13,2.0,-280,"7,515",27,20,1/160,1/5.80,2.45,49,11.0,"+1,122","7,663",31,27,1/132,1/5.85,4.05,31,3.0,"+2,644","9,032",40,39,1/114,1/5.95,5.28,19,2.0,-143,"4,573",19,11,1/152,1/6.28,2.60,32,1.0,"-1,431","6,483",19,21,1/162,1/6.17,3.05,21,1.0,+588,"5,839",25,15,1/146,1/5.89,2.69,26,1.0,"-1,216","7,715",24,21,1/171,1/5.85,2.36,50,1.0,-713,"1,804",5,1,1/301,1/5.63,2.13,25,4.0,"-1,280","5,920",16,19,1/169,1/5.88,2.94,16,2.0,"+1,861","7,893",35,23,1/136,1/5.62,3.19,26,1.0,-234,"6,561",25,17,1/156,1/6.00,2.50,37,5.0,+336,"5,284",19,20,1/135,1/5.85,4.06,10,-,-502,"3,760",10,13,1/163,1/5.60,3.30,19,2.0,-524,"6,795",19,26,1/151,1/5.65,3.83,17,1.0,+880,"8,122",37,17,1/150,1/5.93,2.01,19,2.0,-969,"3,609",11,4,1/241,1/5.60,1.81,75,2.0,"-1,511","6,514",21,15,1/181,1/6.12,2.07,51,1.0,"-1,437","4,918",13,11,1/205,1/5.74,2.10,28,2.0,"-2,322","6,584",19,11,1/219,1/6.02,1.66,73,22.0
2025-09-10,水,はい,"+1,437","7,911",36,24,1/132,1/6.02,3.49,19,1.0,"+1,448","6,200",30,14,1/141,1/5.76,2.45,7,1.0,-368,"6,770",24,19,1/157,1/5.89,2.67,14,3.0,-203,"6,537",24,15,1/168,1/5.71,2.15,22,3.0,-346,"7,500",29,15,1/170,1/5.85,1.86,43,1.0,+875,"8,206",33,21,1/152,1/5.60,2.40,11,3.0,"+2,288","8,344",34,35,1/121,1/5.62,4.99,16,1.0,"+1,101","7,952",32,26,1/137,1/5.76,3.61,6,-,-497,"8,323",30,22,1/160,1/5.90,2.37,31,2.0,-257,"8,548",33,21,1/158,1/5.96,2.20,26,2.0,+678,"7,158",31,19,1/143,1/6.00,2.73,16,1.0,"-3,262","5,191",10,7,1/305,1/6.08,1.61,29,1.0,"-1,858","6,420",16,14,1/214,1/5.56,1.89,41,3.0,"+2,032","8,884",32,45,1/115,1/5.68,5.57,42,1.0,"+1,775","8,598",36,27,1/136,1/5.59,3.48,28,2.0,+403,"7,797",33,19,1/150,1/5.99,2.34,16,1.0,"+2,007","7,816",33,34,1/117,1/5.90,5.15,24,2.0,"-2,020","6,035",16,12,1/216,1/5.83,1.83,42,1.0,-524,"2,747",10,4,1/196,1/6.01,2.21,19,1.0,"+1,182","9,285",38,29,1/139,1/5.81,3.39,8,1.0,-477,"8,494",23,41,1/133,1/5.88,5.08,42,1.0,"-1,756","2,901",5,3,1/363,1/5.64,1.85,38,5.0,"+1,695","8,963",32,45,1/116,1/5.80,5.54,15,1.0,"+2,075","7,329",40,12,1/141,1/5.93,1.85,18,1.0,"+1,642","8,744",34,34,1/129,1/5.67,4.56,15,1.0,"+2,081","8,376",39,26,1/129,1/5.87,3.70,17,1.0,-52,"8,834",25,40,1/136,1/5.67,4.84,61,18.0,+981,"6,436",30,14,1/146,1/5.89,2.27,16,1.0,+252,"7,642",32,22,1/142,1/6.23,3.01,16,1.0,"-2,234","6,088",15,14,1/210,1/5.90,1.99,33,2.0
2025-09-09,火,いいえ,"+3,068","9,053",41,37,1/116,1/5.76,5.10,28,1.0,-172,"7,412",25,25,1/148,1/5.82,3.44,8,-,+267,"4,372",19,8,1/162,1/5.81,2.18,16,1.0,-476,"7,204",23,21,1/164,1/5.63,2.67,20,1.0,-687,"7,266",24,22,1/158,1/5.91,2.86,19,1.0,"-1,103","6,916",25,12,1/187,1/5.97,1.72,29,1.0,"-2,303","6,509",15,14,1/224,1/5.63,1.85,36,3.0,-431,"5,000",18,15,1/152,1/6.18,3.05,11,3.0,+958,"9,153",35,31,1/139,1/5.74,3.73,20,1.0,-343,"6,489",24,17,1/158,1/5.96,2.50,17,1.0,-138,"5,805",23,10,1/176,1/5.74,1.85,26,2.0,+868,"7,647",28,29,1/134,1/5.71,4.25,14,1.0,"-3,058","6,167",12,18,1/206,1/6.20,2.39,27,1.0,-169,"6,363",26,12,1/167,1/5.94,1.91,73,17.0,"-1,944","7,932",20,25,1/176,1/5.79,2.72,42,6.0,"+1,880","7,253",33,26,1/123,1/5.91,4.39,24,1.0,"-1,018","7,383",21,24,1/164,1/5.71,3.00,80,7.0,-701,"5,181",19,12,1/167,1/6.17,2.32,22,2.0,"+1,576","7,671",38,18,1/137,1/6.04,2.48,15,1.0,"-1,778","5,186",13,12,1/207,1/5.85,2.10,18,1.0,"-2,178","5,927",14,14,1/212,1/5.82,2.03,24,1.0,"+2,308","8,350",39,31,1/119,1/6.02,4.70,29,1.0,-939,"5,312",18,8,1/204,1/5.71,1.75,27,1.0,-58,"5,969",23,14,1/161,1/5.82,2.29,28,1.0,"-2,605","6,725",20,9,1/232,1/6.13,1.54,45,3.0,-25,"6,600",26,15,1/161,1/5.85,2.18,19,1.0,-51,"8,314",27,30,1/146,1/5.72,3.77,56,11.0,-705,"7,944",27,21,1/166,1/5.82,2.34,33,4.0,"+1,138","8,310",33,30,1/132,1/5.85,4.18,23,1.0,-749,"6,805",20,27,1/145,1/6.00,4.10,13,2.0
2025-09-07,日,はい,-761,"6,151",25,9,1/181,1/6.18,1.70,46,9.0,+497,"6,046",26,13,1/155,1/5.81,2.20,10,-,"+2,286","8,683",41,31,1/121,1/6.07,4.55,26,1.0,-91,"6,362",23,21,1/145,1/6.00,3.44,11,1.0,+715,"7,878",32,17,1/161,1/5.54,1.99,15,1.0,-623,"6,544",21,18,1/168,1/5.70,2.51,32,1.0,"-1,972","7,184",16,24,1/180,1/5.70,2.90,32,1.0,"+2,175","7,345",39,16,1/134,1/5.94,2.39,12,1.0,"-1,018","4,723",13,11,1/197,1/5.58,2.21,52,4.0,"+1,720","8,746",36,33,1/127,1/5.81,4.52,20,1.0,-440,"6,399",23,16,1/164,1/5.87,2.35,24,4.0,"-1,548","6,504",20,16,1/181,1/6.05,2.18,25,1.0,"+1,192","7,953",32,30,1/128,1/5.92,4.43,11,1.0,"-2,041","7,155",18,18,1/199,1/5.70,2.07,52,4.0,"-2,327","5,251",15,8,1/228,1/6.35,1.72,34,1.0,+801,"7,670",32,24,1/137,1/6.00,3.44,26,1.0,-90,"6,680",22,23,1/148,1/5.73,3.50,48,1.0,"+1,333","7,661",36,18,1/142,1/5.91,2.39,14,1.0,"+2,590","8,410",40,29,1/122,1/5.86,4.37,16,1.0,+164,"6,946",28,18,1/151,1/5.97,2.54,11,1.0,+16,"5,081",20,14,1/149,1/6.03,2.86,13,1.0,-100,"6,285",26,13,1/161,1/6.03,2.07,37,3.0,-22,"7,233",26,23,1/148,1/5.88,3.23,19,3.0,"+1,668","6,939",33,15,1/145,1/5.61,2.23,32,1.0,-132,"6,637",23,19,1/158,1/5.69,2.73,11,1.0,+268,"9,902",33,36,1/144,1/5.68,3.90,19,3.0,+477,"7,587",29,25,1/141,1/5.88,3.54,33,1.0,-983,"6,396",21,17,1/168,1/5.98,2.43,31,5.0,-178,"7,448",27,21,1/155,1/5.85,2.68,47,1.0,"+2,221","7,094",35,21,1/127,1/5.82,3.56,15,1.0
2025-09-06,土,はい,-496,"8,248",28,27,1/150,1/5.96,3.28,38,2.0,-240,"5,539",23,8,1/179,1/5.90,1.76,17,1.0,-772,"5,196",16,13,1/179,1/5.69,2.35,71,17.0,"+1,416","6,606",32,18,1/132,1/6.05,3.11,6,-,"-1,142","6,085",19,18,1/164,1/6.10,2.76,26,1.0,-245,"4,986",19,11,1/166,1/5.89,2.28,18,1.0,-166,"5,768",22,12,1/170,1/5.75,2.08,21,1.0,+761,"5,413",25,13,1/142,1/6.00,2.63,19,1.0,-771,"3,946",12,9,1/188,1/5.76,2.34,29,3.0,-915,"6,193",18,20,1/163,1/5.81,3.03,51,2.0,-479,"6,492",23,17,1/162,1/5.89,2.45,18,1.0,-270,"3,794",14,8,1/172,1/5.82,2.36,17,1.0,"-1,230","3,861",12,7,1/203,1/6.17,2.08,26,1.0,-258,"5,137",20,12,1/161,1/6.04,2.39,24,3.0,+804,"7,870",31,26,1/138,1/5.84,3.63,31,2.0,-246,"6,244",22,15,1/169,1/5.64,2.24,49,8.0,-386,"7,747",29,19,1/161,1/5.92,2.22,54,3.0,+19,"5,477",25,8,1/166,1/6.14,1.82,20,1.0,-430,"7,066",19,32,1/139,1/5.76,4.68,25,1.0,+568,"7,694",34,18,1/148,1/6.05,2.28,11,3.0,+860,"7,693",31,21,1/148,1/5.65,2.69,15,4.0,"-1,124","3,123",9,7,1/195,1/6.31,2.45,36,1.0,+991,"7,923",35,17,1/152,1/5.74,2.04,15,4.0,"-1,229","2,404",5,4,1/267,1/5.86,2.24,40,2.0,+392,"5,391",25,10,1/154,1/6.08,2.10,8,2.0,"-1,335","7,404",23,19,1/176,1/5.87,2.21,41,1.0,"-1,155","4,722",12,16,1/169,1/5.91,3.16,77,6.0,+0,"4,925",20,11,1/159,1/5.95,2.36,16,1.0,"+1,931","7,996",39,21,1/133,1/5.92,2.89,35,2.0,-491,"7,792",30,19,1/159,1/6.09,2.23,33,2.0
2025-09-05,金,いいえ,"-1,156","6,020",20,16,1/167,1/6.21,2.48,40,3.0,"+2,049","7,948",38,26,1/124,1/6.03,4.07,11,4.0,-311,"6,301",24,10,1/185,1/5.64,1.72,32,4.0,-472,"4,674",16,15,1/151,1/6.15,3.26,11,4.0,-369,"7,404",23,26,1/151,1/5.72,3.52,18,1.0,"+2,500","7,556",38,22,1/126,1/5.82,3.54,22,1.0,+976,"6,597",29,19,1/137,1/5.93,3.14,17,1.0,-869,"5,837",21,7,1/208,1/5.68,1.60,34,2.0,-948,"3,012",10,4,1/215,1/6.17,2.05,28,1.0,"+1,009","8,566",35,26,1/140,1/5.81,3.22,34,2.0,+330,"7,481",27,22,1/153,1/5.60,2.85,21,3.0,"-1,421","3,225",8,6,1/230,1/6.06,2.15,17,1.0,-705,"5,210",20,9,1/180,1/6.10,1.91,18,1.0,"+1,224","6,944",30,21,1/136,1/5.79,3.34,12,1.0,"-1,561","3,901",10,7,1/229,1/5.94,2.00,24,2.0,-778,"7,439",23,26,1/152,1/5.93,3.49,42,1.0,"-1,004","8,002",21,33,1/148,1/5.80,4.20,44,2.0,"-1,530","5,591",19,9,1/200,1/6.20,1.76,37,3.0,"-1,867","4,220",9,9,1/234,1/5.81,2.07,17,1.0,+171,"7,070",28,18,1/154,1/5.87,2.45,12,1.0,"-2,272","2,682",3,3,1/447,1/6.09,1.89,27,3.0,"+1,642","8,817",38,31,1/128,1/5.95,4.24,16,1.0,-34,"6,751",23,25,1/141,1/5.92,3.95,15,3.0,"-1,372","4,041",11,8,1/213,1/5.92,2.09,32,4.0,+245,"6,539",26,20,1/142,1/6.05,3.23,7,-,"-1,656","4,047",9,10,1/213,1/5.91,2.32,41,1.0,-493,"7,211",24,20,1/164,1/5.71,2.52,49,5.0,-891,"4,686",13,20,1/142,1/6.33,4.24,22,1.0,"-1,534","6,911",19,22,1/169,1/5.95,2.88,59,10.0,+57,"7,660",24,32,1/137,1/5.78,4.51,34,2.0
2025-09-04,木,いいえ,"-2,205","8,527",26,18,1/194,1/5.96,1.76,33,5.0,+58,"8,126",29,27,1/145,1/5.87,3.46,12,1.0,-180,"4,859",19,11,1/162,1/5.97,2.36,28,4.0,"+2,450","7,313",35,27,1/118,1/5.87,4.65,9,2.0,+723,"5,736",23,18,1/140,1/5.74,3.38,12,1.0,+543,"6,528",25,22,1/139,1/5.83,3.65,50,1.0,+444,"4,520",17,15,1/141,1/5.68,3.52,21,3.0,+323,"8,479",33,30,1/135,1/6.18,4.02,18,1.0,"+3,594","8,845",43,36,1/112,1/5.80,5.20,23,1.0,+255,"8,055",31,22,1/152,1/5.80,2.60,49,1.0,+726,"8,255",33,24,1/145,1/5.79,2.94,41,2.0,"+3,713","9,149",46,30,1/120,1/5.66,4.29,16,1.0,"+2,003","7,243",35,24,1/123,1/6.02,4.13,14,2.0,"-2,209","5,641",13,15,1/201,1/6.00,2.28,22,1.0,+653,"7,645",31,27,1/132,1/6.14,4.07,11,1.0,"-1,119","5,597",19,12,1/181,1/6.09,2.07,24,1.0,-334,"4,473",18,10,1/160,1/6.26,2.42,16,1.0,+486,"6,617",28,16,1/150,1/5.89,2.41,15,1.0,"+1,441","6,849",34,16,1/137,1/6.03,2.53,7,-,+444,"7,858",28,30,1/135,1/5.86,4.25,18,1.0,+0,"6,893",29,13,1/164,1/5.95,1.88,12,1.0,"-1,281","5,341",17,10,1/198,1/5.92,1.90,39,5.0,+617,"5,158",25,8,1/156,1/5.96,1.95,16,1.0,"+3,326","8,008",40,30,1/114,1/5.77,4.87,16,1.0,+432,"7,271",30,22,1/140,1/6.11,3.24,10,1.0,-463,"3,090",10,7,1/182,1/5.76,2.53,17,1.0,"-1,646","6,788",18,21,1/174,1/5.89,2.74,52,2.0,-19,"5,502",19,19,1/145,1/5.85,3.58,11,1.0,"-2,091","5,230",15,7,1/238,1/6.07,1.66,48,7.0,"-1,075","6,703",22,17,1/172,1/5.96,2.28,34,1.0
2025-09-03,水,いいえ,"+1,839","8,476",36,30,1/128,1/5.76,4.23,14,2.0,+585,"6,456",27,18,1/143,1/5.92,2.91,18,1.0,+504,"6,983",27,25,1/134,1/6.01,4.01,29,6.0,+477,"7,464",30,24,1/138,1/6.05,3.51,23,1.0,-661,"4,210",14,12,1/162,1/6.14,2.86,22,3.0,+891,"7,920",33,20,1/149,1/5.70,2.43,61,7.0,"+2,881","8,447",39,30,1/122,1/5.63,4.45,19,1.0,"+1,680","8,214",37,26,1/130,1/5.92,3.71,17,1.0,"-1,316","5,005",15,11,1/193,1/5.96,2.12,54,10.0,"-1,958","6,658",16,21,1/180,1/5.88,2.74,62,1.0,-555,"4,201",14,12,1/162,1/6.03,2.87,34,3.0,+125,"6,548",26,22,1/136,1/6.28,3.71,31,2.0,"+1,241","6,051",29,15,1/138,1/5.93,2.74,29,6.0,"-1,620","6,592",20,15,1/188,1/5.96,2.01,10,-,+443,"6,116",25,18,1/142,1/5.97,3.12,17,1.0,-369,"6,002",18,27,1/133,1/6.07,4.69,16,1.0,+28,"8,340",33,22,1/152,1/6.00,2.48,15,1.0,-104,"6,749",27,18,1/150,1/6.15,2.65,39,3.0,-731,"6,066",18,19,1/164,1/5.72,2.93,14,2.0,+0,"7,021",30,20,1/140,1/6.49,3.02,36,2.0,+848,"7,015",33,16,1/143,1/6.12,2.35,16,1.0,"-1,602","4,154",11,10,1/198,1/6.24,2.33,36,2.0,"-1,332","4,714",12,14,1/181,1/5.91,2.71,15,1.0,-409,"8,759",34,18,1/168,1/5.89,1.81,42,3.0,-756,"5,187",17,11,1/185,1/5.72,2.09,18,1.0,"+1,960","6,903",35,18,1/130,1/5.93,3.01,12,1.0,"-1,332","4,442",12,10,1/202,1/5.84,2.19,29,6.0,"+2,421","7,850",39,26,1/121,1/6.02,4.24,11,1.0,+319,"7,157",29,17,1/156,1/5.81,2.26,44,2.0,+587,"7,365",31,19,1/147,1/5.90,2.56,14,2.0
2025-09-02,火,いいえ,-223,"5,806",21,17,1/153,1/5.95,2.92,16,1.0,+119,"5,298",19,18,1/143,1/5.85,3.56,21,1.0,"-1,160","7,338",20,26,1/160,1/5.80,3.39,43,3.0,-411,"3,288",11,10,1/157,1/6.10,3.13,40,1.0,"+1,130","7,895",37,14,1/155,1/5.79,1.78,21,1.0,"-1,440","3,620",9,6,1/241,1/5.79,1.98,66,6.0,"-1,372","5,139",14,10,1/214,1/5.60,1.91,71,5.0,-104,"3,286",13,7,1/164,1/5.94,2.53,34,5.0,+168,"7,263",27,19,1/158,1/5.66,2.44,52,5.0,+147,"6,739",25,20,1/150,1/5.80,2.97,60,8.0,+552,"8,701",34,21,1/158,1/5.60,2.15,18,1.0,+260,"4,864",20,12,1/152,1/5.87,2.61,24,1.0,-778,"1,630",5,0,1/326,1/6.05,2.08,52,5.0,+301,"6,571",25,19,1/149,1/5.76,2.90,8,-,+361,"7,176",28,21,1/146,1/5.86,2.97,23,2.0,-138,"3,051",12,6,1/170,1/5.90,2.46,12,4.0,-604,"5,642",17,19,1/157,1/5.80,3.28,28,2.0,-526,"6,783",22,23,1/151,1/5.93,3.40,19,1.0,+566,"3,179",15,6,1/151,1/5.72,2.52,13,1.0,-802,"3,698",12,10,1/168,1/6.26,2.76,26,2.0,+993,"8,138",35,22,1/143,1/5.87,2.74,15,1.0,-620,"1,672",6,1,1/239,1/6.43,2.27,17,1.0,+345,"7,500",29,23,1/144,1/5.90,3.17,13,1.0,-814,"1,936",4,5,1/215,1/5.84,2.81,39,5.0,-273,"6,140",20,22,1/146,1/5.88,3.68,13,1.0,"+1,325","7,136",28,29,1/125,1/5.78,4.70,14,1.0,-216,"5,353",20,16,1/149,1/6.12,3.07,18,1.0,-116,"5,612",24,8,1/175,1/5.92,1.75,20,1.0,"-1,069","4,299",13,12,1/172,1/6.20,2.71,47,4.0,+51,"8,109",31,20,1/159,1/5.77,2.23,29,1.0
