日付,曜日,特定日,1181番台,,,,,,,,,1182番台,,,,,,,,,1183番台,,,,,,,,,1185番台,,,,,,,,,1186番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-08-25,月,いいえ,"+1,291","2,492",15,8,1/108,-,4.00,9,2.0,"+1,086","2,011",13,4,1/118,-,3.39,22,11.0,+217,"1,612",6,6,1/134,-,3.60,7,-,-669,"1,087",2,2,1/272,-,2.82,34,12.0,-264,449,1,1,1/225,-,3.27,11,2.0
2025-08-24,日,はい,-639,"1,384",4,2,1/231,-,2.68,24,3.0,"+2,431","5,524",30,23,1/104,-,5.02,27,3.0,"+1,542","5,485",26,18,1/125,-,3.85,9,-,-144,"4,234",17,11,1/151,-,2.81,21,11.0,+158,"4,508",19,13,1/141,-,3.14,10,1.0
2025-08-23,土,はい,-439,406,0,1,1/406,-,3.20,11,2.0,-8,"4,671",19,11,1/156,-,2.56,69,55.0,-336,"2,866",11,9,1/143,-,3.31,14,3.0,-31,"2,039",10,4,1/146,-,3.01,11,2.0,"+2,362","6,738",34,24,1/116,-,4.46,9,-
2025-08-22,金,いいえ,"+1,910","7,354",38,22,1/123,-,3.81,10,-,-288,"2,109",8,4,1/176,-,2.72,74,39.0,"+1,434","3,565",22,6,1/127,-,2.94,10,-,"+1,065","3,513",20,9,1/121,-,3.51,10,-,+625,"7,190",31,23,1/133,-,3.51,35,25.0
2025-08-21,木,いいえ,"+1,050","8,189",36,24,1/136,-,3.15,13,-,-674,680,0,1,1/680,-,2.85,74,35.0,-504,475,0,0,-,-,2.86,15,2.0,+855,"4,170",18,17,1/119,-,4.32,13,-,+415,"4,029",18,12,1/134,-,3.37,39,24.0
2025-08-20,水,はい,"+1,645","8,451",40,31,1/119,-,4.54,25,11.0,-562,533,0,0,-,-,2.79,66,23.0,"+2,193","8,641",42,29,1/122,-,4.20,14,-,-340,"3,911",13,16,1/135,-,3.89,32,7.0,-473,"4,702",15,15,1/157,-,2.96,43,11.0
2025-08-19,火,いいえ,-531,"4,738",14,17,1/153,-,3.25,54,8.0,-360,382,1,0,1/382,-,3.09,66,12.0,+122,"4,187",18,9,1/155,-,2.55,46,20.0,-133,"1,309",6,2,1/164,-,2.98,26,-,-579,"6,876",29,13,1/164,-,1.95,46,20.0
2025-08-18,月,いいえ,-402,484,1,0,1/484,-,2.96,48,9.0,-733,905,1,1,1/453,-,2.70,59,11.0,-180,"2,910",13,6,1/153,-,2.77,59,11.0,"+1,608","3,781",19,16,1/108,-,4.62,14,-,-696,954,1,2,1/318,-,2.87,39,25.0
2025-08-17,日,はい,+432,"6,770",23,33,1/121,-,4.95,29,14.0,-66,"2,815",12,6,1/156,-,2.78,47,13.0,-457,"5,564",20,19,1/143,-,3.37,56,9.0,"+1,614","5,412",29,15,1/123,-,3.58,15,-,+16,"3,934",15,13,1/141,-,3.39,34,5.0
2025-08-16,土,はい,-327,"4,400",18,6,1/183,-,1.94,54,3.0,-785,"1,394",4,1,1/279,-,2.47,28,6.0,+525,"5,135",20,21,1/125,-,4.27,51,9.0,"-1,088","4,094",14,11,1/164,-,2.68,42,14.0,"-2,211","5,081",14,11,1/203,-,1.96,22,-
2025-08-15,金,いいえ,-274,"8,160",28,32,1/136,-,3.99,51,19.0,-404,"1,035",4,1,1/207,-,2.86,25,15.0,-817,"1,878",6,3,1/209,-,2.56,76,25.0,-47,"5,051",23,8,1/163,-,2.07,32,7.0,+77,"3,850",16,14,1/128,-,3.83,10,-
2025-08-14,木,いいえ,-551,785,2,0,1/393,-,2.71,49,19.0,+135,"6,153",25,18,1/143,-,3.01,16,7.0,-717,"2,542",7,8,1/169,-,3.03,74,25.0,-714,"3,150",10,8,1/175,-,2.66,30,14.0,"+1,098","6,143",24,32,1/110,-,5.27,9,-
2025-08-13,水,いいえ,-480,"3,877",12,10,1/176,-,2.52,32,1.0,-686,"1,320",4,1,1/264,-,2.54,22,2.0,"-1,333","2,312",6,3,1/257,-,2.18,31,9.0,-286,821,3,1,1/205,-,3.01,14,-,-973,"3,449",11,8,1/182,-,2.46,20,6.0
2025-08-12,火,いいえ,-463,"3,262",11,7,1/181,-,2.45,26,9.0,+460,"7,604",32,22,1/141,-,2.98,16,4.0,-740,"4,456",13,15,1/159,-,3.03,28,2.0,"+3,096","6,454",36,20,1/115,-,4.18,12,-,-562,"6,713",24,24,1/140,-,3.56,17,1.0
2025-08-11,月,いいえ,+777,"8,468",36,32,1/125,-,4.37,15,4.0,-270,"3,799",15,10,1/152,-,2.87,16,1.0,"-1,335","2,217",4,4,1/277,-,2.28,23,1.0,+974,"7,153",32,21,1/135,-,3.24,22,6.0,-173,"2,842",11,7,1/158,-,2.87,11,-
2025-08-10,日,はい,-32,"6,238",26,17,1/145,-,2.82,22,6.0,+581,"3,851",18,11,1/133,-,3.35,16,3.0,+183,"3,613",16,8,1/151,-,2.74,13,4.0,-647,"5,972",22,16,1/157,-,2.55,35,13.0,"+2,406","7,370",38,24,1/119,-,4.19,9,-
2025-08-09,土,はい,-403,873,2,3,1/175,-,3.34,16,1.0,"-1,443","3,082",5,11,1/193,-,2.89,28,10.0,"+1,244","4,525",23,14,1/122,-,3.77,15,-,-74,683,3,0,1/228,-,2.94,29,1.0,+38,"1,035",4,3,1/148,-,3.36,18,2.0
2025-08-08,金,いいえ,-349,287,0,0,-,-,3.10,13,-,+763,"3,941",18,16,1/116,-,4.37,16,3.0,-762,"1,016",1,3,1/254,-,3.04,16,3.0,-245,323,0,2,1/162,-,3.59,25,9.0,+119,"2,632",11,7,1/146,-,3.12,31,6.0
2025-08-07,木,いいえ,+981,"8,362",39,21,1/139,-,2.68,13,2.0,-331,"8,453",35,20,1/154,-,2.20,34,4.0,"+2,236","8,126",41,29,1/116,-,4.58,11,-,"+3,270","8,829",47,29,1/116,-,4.43,24,11.0,"+2,125","9,295",44,29,1/127,-,3.73,30,6.0
2025-08-06,水,いいえ,-357,"1,262",3,3,1/210,-,2.95,14,-,+279,"2,510",10,9,1/132,-,3.65,44,17.0,"-1,598","2,175",4,1,1/435,-,1.89,27,13.0,-675,"2,326",7,8,1/155,-,3.29,70,25.0,-379,632,1,1,1/316,-,3.02,45,1.0
2025-08-05,火,いいえ,+431,"2,898",16,4,1/145,-,2.65,10,-,+570,"2,564",13,8,1/122,-,3.68,52,8.0,-331,914,2,2,1/229,-,3.03,13,3.0,-265,"5,480",22,10,1/171,-,2.01,54,2.0,-710,"3,829",12,7,1/202,-,2.09,44,31.0
2025-08-03,日,はい,"+2,050","7,840",38,30,1/115,-,4.74,11,-,-445,458,1,0,1/458,-,3.00,67,18.0,+319,"4,876",22,12,1/143,-,2.82,13,2.0,-93,"3,421",11,14,1/137,-,3.81,49,11.0,-690,"2,658",9,7,1/166,-,2.87,38,25.0
2025-08-02,土,はい,+278,"4,771",21,12,1/145,-,2.83,21,7.0,"-1,073","6,243",22,15,1/169,-,2.19,65,13.0,-276,"2,883",13,5,1/160,-,2.59,14,-,+732,"6,391",26,19,1/142,-,3.06,52,16.0,"-1,334","6,058",21,14,1/173,-,2.12,36,15.0
2025-08-01,金,いいえ,"-1,667","4,500",10,15,1/180,-,2.72,35,6.0,-104,627,3,0,1/209,-,3.01,42,7.0,+499,"5,492",23,21,1/125,-,4.17,12,-,"-1,174","3,366",9,11,1/168,-,2.97,86,44.0,-684,"1,142",2,3,1/228,-,2.99,29,17.0
2025-07-31,木,いいえ,-616,"1,136",2,4,1/189,-,3.25,14,-,-456,999,3,2,1/200,-,3.04,26,11.0,"+2,549","7,040",39,21,1/117,-,4.04,14,-,-139,104,0,0,-,-,3.35,79,53.0,+448,"2,503",11,10,1/119,-,4.01,15,1.0
2025-07-30,水,はい,+548,"4,934",19,20,1/127,-,4.19,12,-,-957,"5,367",18,16,1/158,-,2.77,21,9.0,"-1,689","4,920",13,17,1/164,-,2.96,31,7.0,"-1,494","1,460",1,1,1/730,-,2.18,79,48.0,"+2,807","8,283",43,25,1/122,-,3.90,24,3.0
2025-07-29,火,いいえ,+17,"2,057",9,3,1/171,-,2.66,16,7.0,"-1,002","1,939",3,10,1/149,-,3.83,9,-,+382,"1,429",8,1,1/159,-,2.81,24,8.0,-66,"2,236",10,4,1/160,-,2.78,56,32.0,-202,"4,760",21,7,1/170,-,2.01,76,20.0
2025-07-28,月,いいえ,-313,357,0,1,1/357,-,3.27,26,18.0,"+1,172","6,772",34,16,1/135,-,2.80,8,-,-285,413,1,0,1/413,-,3.05,29,3.0,-739,"2,156",6,4,1/216,-,2.49,52,23.0,-521,"5,444",21,15,1/151,-,2.76,75,23.0
2025-07-27,日,はい,+427,"4,213",19,11,1/140,-,3.03,35,7.0,-326,"2,767",11,6,1/163,-,2.73,9,-,"+1,963","8,232",37,37,1/111,-,5.22,28,19.0,-616,792,1,2,1/264,-,3.07,38,3.0,-896,"4,989",18,12,1/166,-,2.39,38,3.0
2025-07-26,土,はい,-279,"4,442",18,11,1/153,-,2.69,52,4.0,"+1,156","2,627",16,4,1/131,-,2.95,8,-,-740,"4,865",15,13,1/174,-,2.43,48,19.0,+0,"3,109",15,4,1/164,-,2.36,22,14.0,-740,"7,618",29,21,1/152,-,2.55,29,7.0
2025-07-25,金,いいえ,+887,"4,941",22,13,1/141,-,2.96,52,6.0,"+1,063","6,388",27,28,1/116,-,4.84,6,-,-220,"1,844",4,12,1/115,-,4.50,46,4.0,-161,975,3,3,1/163,-,3.32,42,27.0,+632,"7,072",30,25,1/129,-,3.95,15,9.0
2025-07-24,木,いいえ,-52,"1,103",4,1,1/221,-,2.78,85,43.0,"+1,522","8,012",35,32,1/120,-,4.68,9,-,-317,"1,688",6,3,1/188,-,2.77,42,2.0,-404,577,0,2,1/289,-,3.24,40,4.0,-84,"4,632",20,10,1/154,-,2.49,36,27.0
2025-07-23,水,いいえ,-405,360,0,1,1/360,-,3.27,85,50.0,"+1,157","7,962",33,27,1/133,-,3.70,14,-,-411,"2,026",6,6,1/169,-,3.07,35,20.0,-560,642,0,1,1/642,-,2.90,15,1.0,"-1,369","6,911",20,24,1/157,-,2.99,35,20.0
2025-07-22,火,いいえ,-610,"1,306",3,4,1/187,-,3.14,79,46.0,+575,"3,702",17,13,1/123,-,3.89,33,6.0,-432,340,0,0,-,-,3.03,22,8.0,+81,"6,974",27,19,1/152,-,2.60,14,-,"-1,032","3,651",9,11,1/183,-,2.67,27,5.0
2025-07-21,月,いいえ,"-1,655","5,913",15,23,1/156,-,3.34,80,48.0,-656,"7,348",22,30,1/141,-,3.90,32,9.0,-371,542,1,1,1/271,-,3.14,16,4.0,-163,"3,596",14,11,1/144,-,3.22,23,7.0,"+3,418","6,285",40,17,1/110,-,4.14,12,-
2025-07-20,日,はい,"-1,002","4,132",13,11,1/172,-,2.56,55,29.0,-26,"3,228",15,7,1/147,-,2.84,24,1.0,"+1,821","7,569",40,19,1/128,-,3.14,12,-,+389,"5,128",22,14,1/142,-,2.97,23,11.0,-27,"7,591",28,25,1/143,-,3.22,26,2.0
2025-07-19,土,はい,-664,"7,366",22,29,1/144,-,3.69,55,27.0,+444,"3,191",14,10,1/133,-,3.48,14,-,"-1,040","3,799",12,12,1/158,-,3.01,14,-,-159,"3,538",12,15,1/131,-,4.01,28,3.0,+761,"7,227",27,28,1/131,-,4.09,25,11.0
2025-07-18,金,いいえ,-927,"2,252",6,6,1/188,-,2.81,36,13.0,-637,"3,358",10,13,1/146,-,3.55,23,9.0,+257,"7,187",31,24,1/131,-,3.72,10,-,-74,654,3,1,1/164,-,3.23,14,4.0,-608,"1,495",3,6,1/166,-,3.40,56,20.0
2025-07-17,木,いいえ,+821,"4,305",19,14,1/130,-,3.61,15,3.0,-431,"2,179",7,6,1/168,-,2.99,18,3.0,-458,"1,339",4,3,1/191,-,2.97,11,-,"+3,625","7,431",44,21,1/114,-,4.10,12,1.0,-45,"5,123",19,18,1/138,-,3.55,38,20.0
2025-07-16,水,いいえ,+33,"3,290",12,12,1/137,-,3.61,21,6.0,-369,422,1,0,1/422,-,3.04,8,1.0,+519,"1,656",8,6,1/118,-,3.79,7,-,-127,"2,086",9,4,1/160,-,2.85,45,24.0,-404,"4,109",15,17,1/128,-,4.09,15,7.0
2025-07-15,火,いいえ,-850,"2,151",5,6,1/196,-,2.82,49,26.0,"+1,750","7,130",34,26,1/119,-,4.43,6,-,-712,582,0,0,-,-,2.73,12,2.0,-230,"4,388",15,18,1/133,-,3.98,23,11.0,+421,"5,983",26,19,1/133,-,3.50,10,4.0
2025-07-14,月,いいえ,-384,"1,725",6,3,1/192,-,2.73,46,21.0,-233,418,1,1,1/209,-,3.31,11,5.0,"+2,406","8,070",42,22,1/126,-,3.42,6,-,-309,279,0,0,-,-,3.11,14,3.0,-158,"3,418",15,7,1/155,-,2.64,25,11.0
2025-07-13,日,はい,"-1,439","2,144",3,5,1/268,-,2.44,36,19.0,+304,"1,878",8,7,1/125,-,3.74,8,-,+0,"6,232",25,21,1/135,-,3.55,11,3.0,+145,"3,168",14,7,1/151,-,2.81,14,3.0,-45,"5,433",23,12,1/155,-,2.39,17,3.0
2025-07-12,土,はい,+270,"4,454",20,12,1/139,-,3.08,28,10.0,+921,"4,455",20,18,1/117,-,4.40,10,1.0,-280,"3,664",13,12,1/147,-,3.27,11,1.0,+462,"3,397",14,14,1/121,-,4.16,18,7.0,"-1,604","3,102",8,7,1/207,-,2.35,9,-
2025-07-11,金,いいえ,"+1,422","8,160",35,32,1/122,-,4.56,41,2.0,+307,835,5,1,1/139,-,3.23,16,6.0,+136,"2,163",10,7,1/127,-,3.60,10,3.0,-764,"2,634",9,6,1/176,-,2.68,39,23.0,+820,"3,646",19,10,1/126,-,3.47,7,-
2025-07-10,木,はい,-246,"6,935",25,23,1/144,-,3.22,80,48.0,"+1,716","4,736",24,14,1/125,-,3.63,16,2.0,+765,"5,236",23,16,1/134,-,3.38,14,-,-358,"3,159",11,11,1/144,-,3.43,32,16.0,"+2,730","7,454",35,32,1/111,-,5.07,14,-
2025-07-09,水,いいえ,-829,"4,707",17,8,1/188,-,1.96,78,27.0,-425,916,3,1,1/229,-,2.89,51,19.0,-313,233,0,0,-,-,3.17,14,-,+728,"3,889",20,8,1/139,-,2.83,32,11.0,"+1,153","5,976",29,16,1/133,-,3.16,21,7.0
2025-07-08,火,いいえ,-973,"4,332",13,14,1/160,-,2.96,63,15.0,-768,"1,656",4,4,1/207,-,2.83,48,2.0,+36,"3,403",13,8,1/162,-,2.68,11,-,+650,"6,890",29,26,1/125,-,4.24,48,2.0,-241,"5,511",21,17,1/145,-,3.10,46,35.0
2025-07-06,日,はい,-49,"1,505",7,1,1/188,-,2.63,38,9.0,+644,"5,356",23,16,1/137,-,3.25,26,19.0,+86,"2,926",11,12,1/127,-,3.96,7,-,-524,"3,261",12,8,1/163,-,2.73,66,28.0,"+1,031","3,035",17,8,1/121,-,3.53,29,3.0
2025-07-05,土,はい,-498,"5,639",20,19,1/145,-,3.28,36,1.0,-629,"1,984",5,6,1/180,-,3.01,55,19.0,+695,"3,586",17,10,1/133,-,3.32,12,-,-818,"1,505",4,2,1/251,-,2.56,65,10.0,+381,"6,823",27,24,1/134,-,3.73,35,23.0
2025-07-04,金,いいえ,"-1,249","1,241",2,0,1/621,-,2.26,25,4.0,"-1,139","3,081",6,11,1/181,-,2.99,48,7.0,"-1,232","2,941",9,4,1/226,-,2.08,21,-,-222,"2,415",8,6,1/173,-,2.82,41,16.0,-853,"2,503",7,4,1/228,-,2.27,74,26.0
2025-07-03,木,いいえ,+138,"1,461",8,2,1/146,-,3.02,11,3.0,+286,"1,628",8,4,1/136,-,3.31,38,1.0,-174,806,2,4,1/134,-,3.70,8,-,-713,"2,846",9,7,1/178,-,2.67,25,14.0,"-2,019","5,551",13,17,1/185,-,2.40,37,12.0
2025-07-02,水,いいえ,+276,"2,715",12,9,1/129,-,3.61,11,4.0,-587,"2,528",8,6,1/181,-,2.70,34,9.0,+972,"3,642",19,10,1/126,-,3.48,7,-,-455,"1,178",2,4,1/196,-,3.19,16,5.0,-467,"3,387",11,14,1/135,-,3.85,25,9.0
2025-07-01,火,いいえ,-417,"3,763",15,5,1/188,-,2.03,15,3.0,-837,"1,865",3,6,1/207,-,2.94,28,13.0,+114,"5,719",26,11,1/155,-,2.22,11,-,-595,"3,786",14,9,1/165,-,2.59,12,1.0,-457,597,1,1,1/299,-,3.07,11,-
2025-06-30,月,はい,+29,"2,217",8,8,1/139,-,3.55,14,4.0,+468,"4,239",20,9,1/146,-,2.67,24,10.0,"+2,830","8,793",41,42,1/106,-,5.48,9,1.0,+677,"4,506",22,13,1/129,-,3.46,10,1.0,+81,"4,880",22,12,1/144,-,2.81,8,-
2025-06-29,日,はい,-89,"3,237",13,9,1/147,-,3.08,18,7.0,-597,"1,753",5,2,1/250,-,2.40,36,17.0,-681,"5,138",16,18,1/151,-,3.23,19,1.0,-363,472,1,0,1/472,-,2.98,11,-,+585,"3,058",15,6,1/146,-,2.81,11,-
2025-06-28,土,はい,+170,"5,292",20,20,1/132,-,3.89,19,3.0,-169,"4,352",18,14,1/136,-,3.44,32,13.0,+489,"1,726",8,5,1/133,-,3.43,16,5.0,"+3,354","7,669",42,28,1/110,-,4.87,6,-,-152,"3,726",15,11,1/143,-,3.17,11,5.0
2025-06-27,金,いいえ,+422,764,4,5,1/85,-,4.24,12,-,-280,689,2,2,1/172,-,3.33,31,19.0,+621,"1,217",8,2,1/122,-,3.34,42,11.0,+679,"2,782",13,12,1/111,-,4.34,12,-,+838,"6,747",27,22,1/138,-,3.40,12,-
2025-06-26,木,いいえ,+397,"4,374",17,18,1/125,-,4.20,12,-,"+1,652","6,921",29,29,1/119,-,4.70,35,17.0,-286,"1,232",5,1,1/205,-,2.73,58,23.0,+618,"2,670",13,9,1/121,-,3.79,18,1.0,"-1,003","4,913",13,19,1/154,-,3.39,17,5.0
2025-06-25,水,いいえ,-314,"1,234",3,5,1/154,-,3.49,28,19.0,-320,"3,954",15,9,1/165,-,2.51,74,22.0,-89,"1,587",5,6,1/144,-,3.52,52,9.0,-46,"1,083",5,2,1/155,-,3.16,43,15.0,"+1,592","3,892",20,14,1/114,-,4.21,9,-
2025-06-24,火,いいえ,-361,"1,903",8,3,1/173,-,2.73,22,7.0,-357,517,1,0,1/517,-,2.92,74,19.0,+143,"8,164",32,25,1/143,-,3.02,55,33.0,-275,761,2,1,1/254,-,2.97,15,-,+673,"3,310",14,13,1/123,-,4.04,15,-
2025-06-23,月,いいえ,-342,"3,815",14,14,1/136,-,3.66,19,8.0,-111,"6,295",26,13,1/161,-,2.12,74,13.0,-789,870,1,1,1/435,-,2.74,61,36.0,+192,"1,869",9,3,1/156,-,2.87,11,-,-337,"1,070",2,4,1/178,-,3.34,25,6.0
2025-06-22,日,はい,-682,"3,768",12,11,1/164,-,2.83,17,6.0,-322,"3,993",13,16,1/138,-,3.80,77,26.0,-230,"5,785",20,17,1/156,-,2.73,51,25.0,+151,"2,320",9,8,1/136,-,3.53,11,-,"+2,948","7,430",38,27,1/114,-,4.64,26,9.0
2025-06-21,土,はい,"+2,565","6,462",35,27,1/104,-,5.14,9,-,"-1,050","6,395",19,22,1/156,-,3.02,86,28.0,"-1,427","2,678",6,5,1/243,-,2.22,45,24.0,-606,"4,245",15,9,1/177,-,2.27,21,12.0,-874,"5,715",22,14,1/159,-,2.42,58,13.0
2025-06-20,金,はい,"+1,801","5,493",28,21,1/112,-,4.61,15,-,"-1,196","4,960",16,14,1/165,-,2.60,79,44.0,-744,"1,209",2,3,1/242,-,2.91,35,6.0,-785,"5,039",16,14,1/168,-,2.54,15,-,-337,"2,252",8,6,1/161,-,3.01,29,14.0
2025-06-19,木,いいえ,+318,"1,992",9,7,1/125,-,3.71,48,14.0,-527,"2,847",8,13,1/136,-,3.96,78,30.0,-384,"1,356",5,1,1/226,-,2.60,34,19.0,-173,746,2,2,1/187,-,3.25,8,-,"+1,192","4,959",26,13,1/127,-,3.34,15,7.0
2025-06-18,水,いいえ,-427,"1,823",6,3,1/203,-,2.62,74,26.0,-350,"2,790",9,9,1/155,-,3.18,80,6.0,-903,"3,455",11,8,1/182,-,2.46,17,10.0,"+1,609","4,980",25,14,1/128,-,3.44,7,-,-904,916,1,0,1/916,-,2.47,48,31.0
2025-06-17,火,いいえ,-370,"1,747",5,5,1/175,-,3.06,46,21.0,-423,"2,318",8,4,1/193,-,2.51,79,33.0,"+2,267","5,400",30,17,1/115,-,4.14,14,6.0,+373,"3,673",17,10,1/136,-,3.22,8,-,-346,743,2,1,1/248,-,3.00,25,11.0
2025-06-16,月,いいえ,-651,"2,330",8,5,1/179,-,2.70,47,19.0,-766,"2,035",3,6,1/226,-,2.75,82,35.0,-242,"3,181",10,10,1/159,-,3.06,18,7.0,+676,"2,384",13,7,1/119,-,3.66,11,-,"-1,115","5,295",18,12,1/177,-,2.17,28,10.0
2025-06-15,日,はい,+272,"6,390",25,24,1/130,-,4.00,24,5.0,"-1,049","1,940",4,4,1/243,-,2.53,72,48.0,"+1,390","6,962",28,34,1/112,-,5.21,16,3.0,"+1,629","6,903",34,20,1/128,-,3.49,13,-,-617,"3,697",12,9,1/176,-,2.50,19,3.0
2025-06-14,土,はい,"-1,320","3,780",11,8,1/199,-,2.20,34,2.0,-473,"2,639",9,7,1/165,-,2.90,37,3.0,-649,529,0,1,1/529,-,3.04,50,13.0,+465,"3,314",13,14,1/123,-,4.16,32,15.0,"+1,960","8,356",39,23,1/135,-,3.06,17,-
2025-06-13,金,いいえ,"-1,108","1,442",1,5,1/240,-,3.00,26,-,-631,"4,929",17,14,1/159,-,2.72,32,6.0,-834,753,1,0,1/753,-,2.64,47,7.0,+829,"9,357",39,30,1/136,-,3.42,33,1.0,+67,"2,859",10,12,1/130,-,3.93,40,7.0
2025-06-12,木,いいえ,-363,"1,173",3,4,1/168,-,3.32,15,-,+247,"1,640",9,3,1/137,-,3.15,15,-,"+1,022","6,997",27,29,1/125,-,4.49,42,7.0,-175,"2,311",9,4,1/178,-,2.60,79,37.0,-750,"1,323",3,2,1/265,-,2.65,35,20.0
2025-06-11,水,いいえ,"+1,121","3,639",20,9,1/125,-,3.35,10,-,-431,"2,930",10,9,1/154,-,3.12,39,10.0,-932,"1,568",3,2,1/314,-,2.41,57,13.0,-214,"2,870",12,6,1/159,-,2.72,44,5.0,"+2,704","5,356",30,20,1/107,-,4.73,29,19.0
2025-06-10,火,はい,-611,"1,518",4,2,1/253,-,2.54,12,-,"-1,009","1,290",2,3,1/258,-,2.81,26,14.0,+126,"3,623",14,14,1/129,-,3.89,55,27.0,"-1,105","1,530",2,3,1/306,-,2.55,28,2.0,"-2,128","5,959",14,19,1/181,-,2.47,80,25.0
2025-06-09,月,いいえ,+268,"6,921",24,28,1/133,-,4.13,7,-,-58,863,3,3,1/144,-,3.48,15,8.0,-286,"6,728",30,13,1/156,-,2.08,83,47.0,-39,860,3,2,1/172,-,3.22,22,7.0,-478,"5,242",14,23,1/142,-,3.98,36,14.0
2025-06-08,日,はい,+773,"1,803",10,4,1/129,-,3.31,11,-,"+1,116","5,882",33,11,1/134,-,2.60,15,4.0,"-1,103","3,653",11,8,1/192,-,2.29,86,38.0,"-1,228","2,635",6,7,1/203,-,2.61,15,4.0,-404,"5,119",21,8,1/177,-,1.93,48,33.0
2025-06-07,土,はい,-215,"1,199",5,2,1/171,-,3.01,20,8.0,-314,"4,267",15,15,1/142,-,3.45,38,13.0,-905,"2,722",7,8,1/181,-,2.83,81,43.0,+182,"1,351",7,2,1/150,-,3.04,12,-,"-1,323","3,592",10,10,1/180,-,2.62,25,5.0
2025-06-06,金,いいえ,-575,439,0,0,-,-,2.91,18,1.0,+286,"5,992",28,15,1/139,-,2.84,25,7.0,-680,"1,793",6,4,1/179,-,2.88,72,47.0,-914,998,1,2,1/333,-,2.82,17,5.0,"+1,121","6,527",32,21,1/123,-,3.92,12,-
2025-06-05,木,いいえ,"+1,931","6,104",33,16,1/125,-,3.42,15,-,-974,813,0,1,1/813,-,2.70,47,22.0,-411,"2,135",7,6,1/164,-,3.05,58,11.0,"+2,321","6,834",36,19,1/124,-,3.55,15,-,-173,"1,097",4,4,1/137,-,3.54,25,10.0
2025-06-04,水,いいえ,+202,"7,287",25,28,1/137,-,3.85,44,26.0,+403,"4,167",20,9,1/144,-,2.74,16,2.0,-764,"3,393",9,13,1/154,-,3.39,52,8.0,"+1,326","8,447",34,37,1/119,-,4.95,14,-,-549,414,0,0,-,-,2.94,18,2.0
