日付,曜日,特定日,1158番台,,,,,,,,,1160番台,,,,,,,,,1161番台,,,,,,,,,1162番台,,,,,,,,,1163番台,,,,,,,,,1175番台,,,,,,,,,1176番台,,,,,,,,,1177番台,,,,,,,,,1178番台,,,,,,,,,1180番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-12-16,火,いいえ,+448,"2,559",11,5,1/160,-,3.44,28,2.0,-525,781,2,0,1/391,-,2.90,26,1.0,-285,427,1,1,1/214,-,3.41,19,6.0,+0,"5,278",22,10,1/165,-,3.23,25,6.0,+344,"3,372",16,6,1/153,-,3.47,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-15,月,いいえ,-316,472,1,0,1/472,-,3.10,49,8.0,"+1,104","3,640",19,7,1/140,-,3.82,24,6.0,-195,617,1,2,1/206,-,3.46,18,4.0,-55,"2,015",9,3,1/168,-,3.25,41,17.0,-232,"4,358",15,12,1/161,-,3.76,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-14,日,はい,-266,504,1,0,1/504,-,3.06,31,15.0,-210,361,1,0,1/361,-,3.22,51,12.0,"+3,296","6,653",41,13,1/123,-,4.74,16,6.0,-15,212,1,0,1/212,-,3.39,39,8.0,+626,"6,259",29,10,1/160,-,3.12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-13,土,はい,-516,378,0,0,-,-,3.06,30,1.0,-26,"2,489",12,2,1/178,-,2.90,22,4.0,"+3,443","7,586",44,14,1/131,-,4.45,29,5.0,-733,"1,978",5,7,1/165,-,3.78,24,2.0,+995,"2,915",18,6,1/121,-,4.23,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-12,金,いいえ,-241,618,1,2,1/206,-,3.46,19,-,-18,15,0,0,-,-,3.48,19,-,"+1,099","2,904",13,12,1/116,-,4.88,46,4.0,-21,9,0,0,-,-,3.49,21,2.0,-194,"3,761",16,4,1/188,-,2.63,42,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-11,木,いいえ,-958,"1,288",2,3,1/258,-,3.11,14,1.0,-923,"4,370",14,10,1/182,-,3.15,11,-,-962,"2,461",8,3,1/224,-,2.69,92,69.0,-407,"1,448",5,1,1/241,-,2.84,13,2.0,"-1,569","1,820",2,2,1/455,-,2.40,23,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-10,水,はい,"+1,064","7,218",34,13,1/154,-,3.45,10,-,+481,"6,845",31,13,1/156,-,3.46,12,1.0,-410,"4,035",18,4,1/183,-,2.61,79,65.0,"+1,418","3,318",20,8,1/119,-,4.51,11,1.0,+115,"2,539",10,4,1/181,-,3.08,14,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-09,火,いいえ,+67,"3,549",16,4,1/177,-,2.82,11,-,-540,"1,150",4,1,1/230,-,3.02,16,3.0,"-1,825","3,230",6,6,1/269,-,2.45,72,54.0,+877,"5,026",22,11,1/152,-,3.71,13,2.0,+340,"6,733",29,12,1/164,-,3.12,18,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-07,日,はい,+344,"4,321",22,2,1/180,-,2.40,16,1.0,+98,744,4,1,1/149,-,3.47,15,1.0,-42,"7,027",29,12,1/171,-,2.86,50,34.0,-366,"2,556",10,4,1/183,-,3.06,14,1.0,+115,"4,008",17,8,1/160,-,3.42,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-06,土,はい,-915,974,1,0,1/974,-,2.60,30,4.0,"+2,621","8,104",42,18,1/135,-,4.55,26,18.0,"-1,581","2,581",5,5,1/258,-,2.68,51,20.0,+849,"5,074",26,8,1/149,-,3.46,8,-,"-1,122","3,820",12,7,1/201,-,2.77,31,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-05,金,いいえ,"+1,861","5,751",31,15,1/125,-,4.84,27,2.0,-326,289,0,0,-,-,3.16,44,1.0,+382,"1,701",8,4,1/142,-,3.73,43,16.0,-592,"4,545",14,10,1/189,-,2.99,9,-,-39,"1,002",5,1,1/167,-,3.32,25,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-04,木,いいえ,-609,"2,246",8,1,1/250,-,2.46,54,3.0,"+1,596","4,294",25,9,1/126,-,4.36,30,5.0,-960,"3,827",14,7,1/182,-,2.99,51,21.0,+76,823,4,1,1/165,-,3.38,8,-,+550,"4,217",21,7,1/151,-,3.47,25,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-03,水,いいえ,-450,"1,071",3,2,1/214,-,3.22,35,23.0,"-1,158","1,572",3,1,1/393,-,2.50,82,43.0,+323,"4,353",19,9,1/155,-,3.55,39,4.0,-675,489,0,0,-,-,2.95,12,-,-251,447,1,0,1/447,-,3.12,39,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-02,火,いいえ,"+1,297","6,754",33,16,1/138,-,4.41,16,5.0,-304,"3,643",13,4,1/214,-,2.43,63,21.0,-254,"4,774",16,16,1/149,-,4.35,42,14.0,+323,"3,294",16,4,1/165,-,3.06,11,-,-265,"1,183",4,1,1/237,-,2.98,28,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-12-01,月,いいえ,-532,"3,054",10,5,1/204,-,2.81,34,20.0,"-1,068","1,248",2,1,1/416,-,2.68,46,1.0,-149,"1,003",4,0,1/251,-,2.92,45,11.0,+111,745,4,0,1/186,-,3.20,11,-,"+2,381","6,386",37,12,1/130,-,4.38,14,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-30,日,はい,"-1,016","2,118",6,2,1/265,-,2.56,31,18.0,-838,"4,784",17,11,1/171,-,3.34,42,1.0,-893,"3,811",14,4,1/212,-,2.40,41,10.0,"+1,524","3,703",21,6,1/137,-,3.77,13,-,-190,"3,848",15,7,1/175,-,3.09,31,18.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-29,土,はい,-787,"1,015",2,1,1/338,-,2.90,25,-,-356,"3,084",10,8,1/171,-,3.49,34,5.0,-551,"2,652",10,5,1/177,-,3.20,34,5.0,+426,"7,226",32,18,1/145,-,4.28,26,1.0,"-1,305","2,681",6,5,1/244,-,2.70,29,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-28,金,いいえ,-580,"3,704",13,9,1/168,-,3.46,14,-,+779,"2,547",15,1,1/159,-,2.98,19,3.0,-364,"4,891",20,9,1/169,-,3.14,16,2.0,-210,"1,963",9,0,1/218,-,2.60,48,23.0,-496,"1,660",5,2,1/237,-,2.86,25,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-27,木,いいえ,+161,"1,949",9,4,1/150,-,3.59,10,-,-962,"2,489",6,7,1/191,-,3.35,27,13.0,+76,"1,385",6,3,1/154,-,3.55,11,1.0,-109,"2,168",9,3,1/181,-,3.09,45,18.0,-889,877,1,1,1/439,-,2.92,14,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-26,水,いいえ,"+1,275","4,410",23,8,1/142,-,3.77,15,1.0,-100,94,0,0,-,-,3.39,14,3.0,"+1,789","6,030",33,10,1/140,-,3.82,10,-,-182,"1,121",4,0,1/280,-,2.81,41,26.0,"+2,736","6,134",35,11,1/133,-,4.18,11,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-25,火,いいえ,+959,"2,077",13,2,1/138,-,3.47,15,-,+605,"4,367",21,6,1/162,-,3.08,15,-,-972,854,0,1,1/854,-,2.82,26,11.0,+310,"3,814",19,5,1/159,-,3.15,35,9.0,+562,"3,771",17,10,1/140,-,4.14,42,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-24,月,いいえ,-654,"1,274",4,0,1/319,-,2.66,32,8.0,-831,"3,602",12,6,1/200,-,2.76,24,3.0,-732,"2,980",9,8,1/175,-,3.47,21,-,-20,"3,997",18,4,1/182,-,2.64,57,14.0,+83,"3,780",17,5,1/172,-,2.94,43,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-23,日,はい,-771,801,1,1,1/401,-,3.00,26,8.0,-633,"4,540",17,8,1/182,-,2.90,18,4.0,-243,"1,164",4,1,1/233,-,3.00,14,-,-242,"2,139",9,1,1/214,-,2.66,41,15.0,-845,"5,757",20,12,1/180,-,2.99,61,20.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-22,土,はい,"+2,904","5,858",35,9,1/133,-,4.01,26,16.0,+908,"3,875",20,8,1/138,-,3.95,10,1.0,"+1,769","8,880",44,18,1/143,-,4.10,9,-,-764,"4,148",14,6,1/207,-,2.51,38,12.0,-933,"2,131",5,5,1/213,-,3.11,55,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-21,金,いいえ,-570,914,2,2,1/229,-,3.26,35,4.0,+185,"5,472",24,6,1/182,-,2.46,11,-,+69,377,2,1,1/126,-,3.62,11,-,-41,817,4,1,1/163,-,3.39,31,6.0,+698,"6,116",30,8,1/161,-,2.93,25,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-20,木,はい,-150,"7,364",29,15,1/167,-,3.18,28,18.0,+395,"4,311",21,6,1/160,-,3.13,9,-,+535,"3,837",17,11,1/137,-,4.30,10,1.0,-547,"3,204",13,5,1/178,-,3.02,28,18.0,"-1,156","2,730",7,6,1/210,-,2.99,31,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-19,水,いいえ,"+1,771","7,217",35,22,1/127,-,5.15,26,2.0,-593,743,1,3,1/186,-,3.58,15,-,-502,"1,553",5,1,1/259,-,2.74,21,6.0,+240,"4,064",20,5,1/163,-,3.02,15,-,"-3,023","4,947",9,5,1/353,-,1.68,24,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-18,火,いいえ,-743,"1,565",3,5,1/196,-,3.45,44,19.0,+522,"2,111",11,3,1/151,-,3.42,14,-,-263,"3,056",13,3,1/191,-,2.71,18,3.0,-257,210,0,0,-,-,3.25,25,7.0,+681,"5,461",27,9,1/152,-,3.42,15,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-16,日,はい,-716,"2,248",8,1,1/250,-,2.46,42,8.0,-948,"2,005",6,1,1/286,-,2.46,19,8.0,-397,632,2,0,1/316,-,3.06,11,-,"+1,362","6,914",35,14,1/141,-,4.08,23,4.0,-331,"7,385",30,14,1/168,-,3.07,34,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-15,土,はい,"-1,052","2,802",7,6,1/216,-,2.92,28,7.0,+292,"5,368",25,5,1/179,-,2.45,21,12.0,"+1,653","8,435",40,22,1/136,-,4.77,9,-,-867,"2,149",6,3,1/239,-,2.75,45,14.0,-709,"4,227",18,2,1/211,-,2.14,31,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-14,金,いいえ,"+1,908","3,734",22,8,1/124,-,4.34,12,-,+712,"4,411",23,7,1/147,-,3.52,19,7.0,+245,"1,374",6,2,1/172,-,3.30,25,6.0,-135,697,3,0,1/232,-,3.12,41,15.0,"+2,384","6,798",37,19,1/121,-,5.16,26,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-13,木,いいえ,-405,341,0,0,-,-,3.10,28,2.0,"+1,316","4,864",24,14,1/128,-,4.72,18,3.0,+222,"1,405",9,0,1/156,-,3.15,15,-,-286,"1,403",4,3,1/200,-,3.25,46,18.0,"+2,123","5,333",29,17,1/116,-,5.21,26,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-12,水,いいえ,-184,"3,967",16,7,1/172,-,3.10,22,-,-501,839,2,1,1/280,-,3.09,48,3.0,+396,"4,645",19,11,1/155,-,3.73,25,3.0,"+1,029","8,016",37,19,1/143,-,4.31,45,20.0,-228,987,4,1,1/197,-,3.19,76,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-11,火,いいえ,-230,"2,963",13,4,1/174,-,3.02,19,-,-669,539,0,0,-,-,2.89,30,11.0,-960,"1,138",2,0,1/569,-,2.56,47,17.0,-258,"3,772",14,7,1/180,-,3.05,61,14.0,"-1,211","1,315",1,2,1/438,-,2.72,76,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-10,月,はい,-536,"2,312",9,2,1/210,-,2.72,15,-,-856,"4,511",15,9,1/188,-,2.92,28,13.0,-527,"2,904",10,5,1/194,-,2.95,38,10.0,-383,"3,716",14,9,1/162,-,3.58,59,21.0,"-1,088","2,962",8,5,1/228,-,2.67,70,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-09,日,はい,"+1,404","4,265",24,9,1/129,-,4.27,9,-,"-1,016","2,461",8,3,1/224,-,2.69,19,10.0,-321,903,3,1,1/226,-,3.15,35,16.0,-648,"4,284",16,6,1/195,-,2.60,59,7.0,"-1,215","2,128",3,5,1/266,-,2.86,52,17.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-08,土,はい,+366,810,5,1,1/135,-,3.54,13,-,"+1,042","7,793",38,11,1/159,-,2.96,17,4.0,-312,418,1,0,1/418,-,3.16,25,8.0,-622,"1,907",6,3,1/212,-,2.98,52,24.0,-122,"4,230",19,6,1/169,-,2.97,28,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-07,金,いいえ,"+2,101","7,460",37,13,1/149,-,3.57,24,7.0,"+1,170","8,296",39,15,1/154,-,3.45,17,5.0,"+2,426","4,630",31,6,1/125,-,4.08,12,-,-872,"2,844",9,5,1/203,-,2.89,35,9.0,"+1,561","5,548",30,9,1/142,-,3.71,26,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-06,木,いいえ,-346,"6,851",26,18,1/156,-,3.96,36,18.0,-816,"1,596",4,3,1/228,-,3.04,42,6.0,-454,"4,354",17,8,1/174,-,3.07,53,6.0,-559,"3,214",11,7,1/179,-,3.23,18,-,-916,"1,108",2,0,1/554,-,2.59,47,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-05,水,いいえ,-194,"1,536",6,1,1/219,-,2.87,35,16.0,+625,"4,103",20,7,1/152,-,3.46,19,3.0,-445,"3,236",13,5,1/180,-,2.99,47,7.0,"+1,278","6,712",33,13,1/146,-,3.82,16,-,-171,"3,045",14,3,1/179,-,2.83,40,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-03,月,いいえ,-260,"4,391",17,9,1/169,-,3.26,28,3.0,-639,"3,349",12,5,1/197,-,2.77,25,-,-595,"2,713",10,3,1/209,-,2.69,30,2.0,-394,"6,392",26,10,1/178,-,2.69,28,3.0,"-1,210","2,570",7,4,1/234,-,2.69,41,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-02,日,はい,"+3,215","8,043",45,12,1/141,-,3.73,24,2.0,-298,"5,321",22,10,1/166,-,3.19,22,7.0,-425,"3,617",12,12,1/151,-,4.14,15,-,-503,"2,196",8,4,1/183,-,3.18,26,2.0,-698,"1,607",4,3,1/230,-,3.03,26,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-01,土,はい,-888,"1,044",1,2,1/348,-,2.99,45,21.0,-949,"2,265",5,5,1/227,-,2.97,17,2.0,+304,"5,636",24,11,1/161,-,3.35,15,1.0,-569,998,3,1,1/250,-,3.05,14,-,"+2,590","5,875",33,14,1/125,-,4.77,24,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-31,金,いいえ,-604,"1,574",6,0,1/262,-,2.61,43,2.0,+552,"4,464",24,7,1/144,-,3.60,18,2.0,+401,"2,265",11,3,1/162,-,3.25,16,3.0,+779,"5,448",27,10,1/147,-,3.67,13,-,-356,"3,658",14,6,1/183,-,2.93,41,23.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-30,木,はい,-427,"3,891",14,8,1/177,-,3.16,35,1.0,-476,932,2,2,1/233,-,3.24,28,11.0,-523,"2,233",6,4,1/223,-,2.89,34,6.0,+748,"5,723",26,14,1/143,-,4.18,17,-,-147,"5,338",23,8,1/172,-,2.85,34,6.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-29,水,いいえ,-437,515,1,0,1/515,-,3.05,33,1.0,+654,"3,188",17,3,1/159,-,3.06,25,6.0,-346,"2,694",10,6,1/168,-,3.41,11,-,-593,"5,298",20,9,1/183,-,2.77,19,8.0,-957,"1,429",3,2,1/286,-,2.85,32,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-28,火,いいえ,-230,169,0,0,-,-,3.30,27,3.0,"+2,245","6,431",31,22,1/121,-,5.30,24,6.0,+96,"6,009",26,10,1/167,-,3.01,11,-,+248,"1,455",8,1,1/162,-,3.22,18,4.0,-263,822,3,0,1/274,-,2.98,14,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-27,月,いいえ,"+1,342","3,357",19,8,1/124,-,4.35,16,2.0,-584,"4,322",16,6,1/196,-,2.57,49,33.0,+215,"4,546",21,10,1/147,-,3.85,11,-,-430,"2,255",8,4,1/188,-,3.12,14,2.0,"+2,330","6,594",32,22,1/122,-,5.28,12,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-26,日,はい,"+1,419","6,905",31,19,1/138,-,4.63,28,5.0,-886,723,0,1,1/723,-,2.95,44,16.0,-427,"1,942",6,4,1/194,-,3.19,14,-,+36,"4,736",19,9,1/169,-,3.17,14,-,-499,"1,641",6,2,1/205,-,3.01,23,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-25,土,はい,-761,"2,933",9,6,1/196,-,3.03,53,21.0,"-1,250","3,327",9,4,1/256,-,2.30,26,12.0,+112,"1,854",8,3,1/169,-,3.30,14,2.0,-462,"1,309",4,2,1/218,-,3.10,32,6.0,"+1,750","7,560",37,15,1/145,-,3.91,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-24,金,いいえ,-170,"2,273",9,3,1/189,-,2.98,36,5.0,-41,"2,924",12,7,1/154,-,3.67,22,-,-497,"1,130",4,0,1/283,-,2.80,26,4.0,-491,"1,751",5,4,1/195,-,3.26,26,4.0,-394,"1,483",5,2,1/212,-,3.04,31,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-23,木,いいえ,-834,"4,405",13,11,1/184,-,3.23,34,11.0,-161,112,0,0,-,-,3.37,16,1.0,"+1,748","4,496",26,9,1/128,-,4.28,15,1.0,+779,"1,700",11,1,1/142,-,3.36,14,-,-240,324,0,1,1/324,-,3.39,23,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-22,水,いいえ,-404,413,0,1,1/413,-,3.29,15,1.0,"+3,272","5,316",35,13,1/111,-,5.15,14,-,-344,430,0,1,1/430,-,3.27,27,3.0,-280,664,2,1,1/221,-,3.28,14,-,"+3,245","8,102",43,23,1/123,-,5.27,24,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-21,火,いいえ,"+1,419","6,430",34,12,1/140,-,4.00,14,-,-889,877,1,1,1/439,-,2.92,28,3.0,"+1,440","5,565",23,19,1/133,-,4.91,25,4.0,"+1,999","4,466",25,12,1/121,-,4.78,21,7.0,-304,"1,085",3,2,1/217,-,3.21,44,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-20,月,はい,-844,"1,066",2,1,1/355,-,2.85,36,12.0,"+1,084","7,605",33,19,1/146,-,4.25,24,-,-288,"4,559",18,9,1/169,-,3.22,44,5.0,-324,"1,031",4,1,1/206,-,3.15,68,24.0,-417,"1,765",6,1,1/252,-,2.66,39,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-19,日,はい,-203,331,1,0,1/331,-,3.25,25,-,"+1,541","6,787",35,12,1/144,-,3.76,31,6.0,-670,"1,690",3,7,1/169,-,3.83,42,11.0,-854,"1,256",1,3,1/314,-,3.01,59,14.0,+230,"6,729",29,15,1/153,-,3.78,45,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
